Qext,Qsca,Qabs
2.805329297,1.292117463,1.513211834
2.804943778,1.292175619,1.512768159
2.804553527,1.292232322,1.512321205
2.804158558,1.292287536,1.511871022
2.803758893,1.292341229,1.511417664
2.803354552,1.292393367,1.510961186
2.802945564,1.292443919,1.510501645
2.802531955,1.292492853,1.510039101
2.802113758,1.292540142,1.509573616
2.801691007,1.292585756,1.509105251
2.801263741,1.292629669,1.508634072
2.800831999,1.292671854,1.508160145
2.800395824,1.292712287,1.507683538
2.799955264,1.292750943,1.507204321
2.799510366,1.292787801,1.506722565
2.799061181,1.29282284,1.506238342
2.798607765,1.292856038,1.505751726
2.798150172,1.292887379,1.505262793
2.797688461,1.292916843,1.504771618
2.797222695,1.292944415,1.50427828
2.796752936,1.29297008,1.503782856
2.796279251,1.292993824,1.503285427
2.795801706,1.293015634,1.502786073
2.795320373,1.293035499,1.502284874
2.794835323,1.293053409,1.501781914
2.794346631,1.293069355,1.501277276
2.793854372,1.29308333,1.500771042
2.793358624,1.293095327,1.500263297
2.792859467,1.293105342,1.499754125
2.792356983,1.29311337,1.499243612
2.791851253,1.29311941,1.498731844
2.791342364,1.293123459,1.498218905
2.790830399,1.293125517,1.497704882
2.790315448,1.293125587,1.497189861
2.789797598,1.293123669,1.496673929
2.78927694,1.293119768,1.496157172
2.788753565,1.293113888,1.495639677
2.788227564,1.293106035,1.495121529
2.787699031,1.293096217,1.494602814
2.78716806,1.29308444,1.49408362
2.786634746,1.293070716,1.49356403
2.786099185,1.293055053,1.493044132
2.785561474,1.293037464,1.492524009
2.785021709,1.293017962,1.492003747
2.784479989,1.29299656,1.491483429
2.783936411,1.292973272,1.490963139
2.783391075,1.292948115,1.490442959
2.782844079,1.292921106,1.489922972
2.782295522,1.292892262,1.48940326
2.781745505,1.292861602,1.488883902
2.781194126,1.292829147,1.488364979
2.780641485,1.292794915,1.48784657
2.780087683,1.292758931,1.487328752
2.779532818,1.292721215,1.486811603
2.778976991,1.292681791,1.486295199
2.778420299,1.292640684,1.485779615
2.777862843,1.292597919,1.485264924
2.777304721,1.292553522,1.484751199
2.776746031,1.292507518,1.484238512
2.77618687,1.292459937,1.483726933
2.775627336,1.292410806,1.483216531
2.775067526,1.292360153,1.482707372
2.774507535,1.29230801,1.482199525
2.773947458,1.292254405,1.481693053
2.77338739,1.29219937,1.48118802
2.772827424,1.292142936,1.480684487
2.772267652,1.292085136,1.480182516
2.771708167,1.292026002,1.479682165
2.77114906,1.291965567,1.479183492
2.770590418,1.291903866,1.478686552
2.770032332,1.291840931,1.4781914
2.769474888,1.291776799,1.477698089
2.768918172,1.291711504,1.477206668
2.768362269,1.291645081,1.476717187
2.767807262,1.291577567,1.476229695
2.767253234,1.291508998,1.475744236
2.766700265,1.29143941,1.475260856
2.766148435,1.29136884,1.474779595
2.765597821,1.291297326,1.474300495
2.765048499,1.291224904,1.473823595
2.764500545,1.291151613,1.473348932
2.76395403,1.29107749,1.47287654
2.763409027,1.291002573,1.472406454
2.762865605,1.2909269,1.471938705
2.762323832,1.29085051,1.471473322
2.761783775,1.290773441,1.471010334
2.761245498,1.290695731,1.470549767
2.760709063,1.290617418,1.470091645
2.760174533,1.290538542,1.46963599
2.759641965,1.290459141,1.469182824
2.759111417,1.290379253,1.468732164
2.758582944,1.290298916,1.468284028
2.758056601,1.290218169,1.467838432
2.757532437,1.29013705,1.467395387
2.757010503,1.290055596,1.466954907
2.756490846,1.289973847,1.466516999
2.755973513,1.289891839,1.466081673
2.755458545,1.28980961,1.465648935
2.754945986,1.289727198,1.465218788
2.754435875,1.289644639,1.464791236
2.753928249,1.289561971,1.464366278
2.753423144,1.289479229,1.463943915
2.752920594,1.28939645,1.463524143
2.752420629,1.289313671,1.463106959
2.75192328,1.289230925,1.462692355
2.751428574,1.289148249,1.462280325
2.750936537,1.289065678,1.461870859
2.750447191,1.288983245,1.461463946
2.749960558,1.288900985,1.461059573
2.749476658,1.288818931,1.460657727
2.748995508,1.288737117,1.460258392
2.748517123,1.288655574,1.459861549
2.748041517,1.288574335,1.459467182
2.7475687,1.288493432,1.459075269
2.747098683,1.288412895,1.458685788
2.746631473,1.288332755,1.458298718
2.746167075,1.288253042,1.457914032
2.745705492,1.288173786,1.457531706
2.745246727,1.288095015,1.457151712
2.744790779,1.288016757,1.456774022
2.744337647,1.28793904,1.456398606
2.743887325,1.287861891,1.456025433
2.743439808,1.287785337,1.455654471
2.74299509,1.287709402,1.455285687
2.742553159,1.287634113,1.454919046
2.742114005,1.287559493,1.454554513
2.741677616,1.287485566,1.45419205
2.741243976,1.287412355,1.453831621
2.74081307,1.287339883,1.453473187
2.740384879,1.28726817,1.453116709
2.739959384,1.287197239,1.452762145
2.739536564,1.287127109,1.452409455
2.739116396,1.2870578,1.452058597
2.738698856,1.28698933,1.451709526
2.738283919,1.286921718,1.451362201
2.737871557,1.28685498,1.451016576
2.737461741,1.286789134,1.450672607
2.737054442,1.286724195,1.450330247
2.736649629,1.286660178,1.449989451
2.736247269,1.286597098,1.449650171
2.735847328,1.286534968,1.44931236
2.735449771,1.286473801,1.448975971
2.735054563,1.286413609,1.448640954
2.734661665,1.286354403,1.448307262
2.734271039,1.286296194,1.447974845
2.733882646,1.286238991,1.447643655
2.733496445,1.286182805,1.44731364
2.733112395,1.286127642,1.446984753
2.732730453,1.286073511,1.446656941
2.732350576,1.286020419,1.446330157
2.731972719,1.285968371,1.446004348
2.731596838,1.285917373,1.445679465
2.731222887,1.28586743,1.445355458
2.73085082,1.285818544,1.445032275
2.730480588,1.285770721,1.444709867
2.730112145,1.285723961,1.444388184
2.729745442,1.285678267,1.444067175
2.729380431,1.28563364,1.44374679
2.72901706,1.28559008,1.44342698
2.728655282,1.285547587,1.443107695
2.728295045,1.28550616,1.442788885
2.727936299,1.285465797,1.442470502
2.727578993,1.285426496,1.442152498
2.727223076,1.285388253,1.441834823
2.726868495,1.285351066,1.44151743
2.7265152,1.285314929,1.441200271
2.726163139,1.285279838,1.440883301
2.725812259,1.285245788,1.440566471
2.725462509,1.285212772,1.440249737
2.725113836,1.285180784,1.439933052
2.724766189,1.285149816,1.439616373
2.724419515,1.28511986,1.439299655
2.724073763,1.285090909,1.438982854
2.723728882,1.285062953,1.438665928
2.723384818,1.285035983,1.438348835
2.723041522,1.285009988,1.438031534
2.722698942,1.284984959,1.437713983
2.722357027,1.284960884,1.437396143
2.722015727,1.284937751,1.437077976
2.721674992,1.28491555,1.436759442
2.721334772,1.284894267,1.436440505
2.720995019,1.28487389,1.436121128
2.720655682,1.284854406,1.435801276
2.720316715,1.284835801,1.435480914
2.719978069,1.284818061,1.435160009
2.719639698,1.284801171,1.434838527
2.719301555,1.284785118,1.434516437
2.718963593,1.284769885,1.434193708
2.718625769,1.284755458,1.433870311
2.718288037,1.284741821,1.433546216
2.717950354,1.284728958,1.433221396
2.717612677,1.284716852,1.432895825
2.717274963,1.284705487,1.432569476
2.716937172,1.284694847,1.432242325
2.716599262,1.284684914,1.431914348
2.716261195,1.284675671,1.431585524
2.71592293,1.2846671,1.43125583
2.715584432,1.284659185,1.430925247
2.715245661,1.284651906,1.430593755
2.714906583,1.284645247,1.430261336
2.714567162,1.284639189,1.429927973
2.714227365,1.284633714,1.429593651
2.713887158,1.284628803,1.429258354
2.713546509,1.284624439,1.42892207
2.713205387,1.284620602,1.428584785
2.712863762,1.284617274,1.428246488
2.712521606,1.284614437,1.427907169
2.71217889,1.284612071,1.427566819
2.711835588,1.284610159,1.427225429
2.711491673,1.28460868,1.426882993
2.711147122,1.284607618,1.426539504
2.710801911,1.284606952,1.426194959
2.710456018,1.284606665,1.425849353
2.710109421,1.284606738,1.425502683
2.7097621,1.284607152,1.425154948
2.709414037,1.284607888,1.424806148
2.709065213,1.284608929,1.424456283
2.708715612,1.284610257,1.424105355
2.708365218,1.284611852,1.423753366
2.708014017,1.284613698,1.42340032
2.707661996,1.284615775,1.423046221
2.707309143,1.284618067,1.422691076
2.706955446,1.284620556,1.422334891
2.706600896,1.284623224,1.421977673
2.706245484,1.284626054,1.42161943
2.705889203,1.284629029,1.421260174
2.705532046,1.284632133,1.420899913
2.705174007,1.284635348,1.420538659
2.704815083,1.284638658,1.420176425
2.70445527,1.284642047,1.419813223
2.704094567,1.2846455,1.419449067
2.703732972,1.284649,1.419083973
2.703370486,1.284652531,1.418717955
2.703007109,1.28465608,1.418351029
2.702642845,1.284659631,1.417983214
2.702277695,1.284663169,1.417614526
2.701911665,1.28466668,1.417244986
2.70154476,1.28467015,1.41687461
2.701176986,1.284673565,1.416503421
2.700808351,1.284676912,1.416131438
2.700438862,1.284680179,1.415758683
2.700068529,1.284683351,1.415385178
2.699697362,1.284686417,1.415010945
2.699325372,1.284689364,1.414636007
2.698952571,1.284692182,1.414260389
2.698578972,1.284694857,1.413884114
2.698204588,1.28469738,1.413507208
2.697829434,1.28469974,1.413129695
2.697453526,1.284701926,1.412751601
2.69707688,1.284703928,1.412372952
2.696699511,1.284705736,1.411993775
2.69632144,1.284707342,1.411614097
2.695942682,1.284708736,1.411233946
2.695563259,1.28470991,1.410853348
2.695183189,1.284710856,1.410472333
2.694802493,1.284711566,1.410090927
2.694421193,1.284712032,1.409709161
2.69403931,1.284712247,1.409327063
2.693656866,1.284712205,1.408944661
2.693273885,1.284711899,1.408561986
2.69289039,1.284711324,1.408179066
2.692506406,1.284710473,1.407795932
2.692121956,1.284709343,1.407412613
2.691737066,1.284707927,1.407029139
2.691351762,1.284706221,1.40664554
2.690966069,1.284704222,1.406261847
2.690580014,1.284701925,1.405878089
2.690193624,1.284699328,1.405494296
2.689806925,1.284696427,1.405110499
2.689419947,1.28469322,1.404726727
2.689032715,1.284689704,1.404343012
2.688645259,1.284685878,1.403959382
2.688257607,1.284681739,1.403575868
2.687869788,1.284677288,1.4031925
2.68748183,1.284672523,1.402809307
2.687093763,1.284667444,1.402426319
2.686705615,1.284662049,1.402043566
2.686317417,1.284656341,1.401661076
2.685929198,1.284650319,1.401278879
2.685540987,1.284643983,1.400897003
2.685152814,1.284637337,1.400515478
2.68476471,1.284630379,1.40013433
2.684376703,1.284623114,1.399753589
2.683988825,1.284615542,1.399373283
2.683601103,1.284607666,1.398993437
2.68321357,1.284599489,1.39861408
2.682826254,1.284591015,1.398235239
2.682439184,1.284582245,1.397856939
2.682052392,1.284573184,1.397479207
2.681665905,1.284563837,1.397102068
2.681279754,1.284554206,1.396725548
2.680893967,1.284544296,1.396349671
2.680508575,1.284534112,1.395974462
2.680123604,1.28452366,1.395599944
2.679739085,1.284512944,1.395226142
2.679355045,1.284501969,1.394853077
2.678971513,1.284490741,1.394480772
2.678588517,1.284479267,1.39410925
2.678206083,1.284467551,1.393738532
2.67782424,1.284455602,1.393368639
2.677443014,1.284443424,1.392999591
2.677062432,1.284431025,1.392631408
2.67668252,1.284418411,1.392264109
2.676303304,1.284405591,1.391897714
2.67592481,1.28439257,1.39153224
2.675547062,1.284379357,1.391167705
2.675170084,1.284365959,1.390804126
2.674793903,1.284352383,1.390441519
2.67441854,1.284338639,1.390079901
2.674044019,1.284324733,1.389719287
2.673670364,1.284310674,1.38935969
2.673297596,1.28429647,1.389001127
2.672925738,1.284282129,1.388643608
2.67255481,1.284267661,1.388287149
2.672184834,1.284253074,1.38793176
2.671815829,1.284238376,1.387577454
2.671447816,1.284223576,1.38722424
2.671080813,1.284208683,1.38687213
2.67071484,1.284193707,1.386521134
2.670349914,1.284178655,1.386171259
2.669986053,1.284163538,1.385822515
2.669623273,1.284148364,1.385474909
2.669261592,1.284133143,1.385128449
2.668901024,1.284117884,1.38478314
2.668541585,1.284102595,1.384438989
2.668183288,1.284087287,1.384096002
2.667826149,1.284071968,1.383754181
2.667470181,1.284056649,1.383413532
2.667115395,1.284041337,1.383074058
2.666761803,1.284026043,1.382735761
2.666409419,1.284010775,1.382398643
2.666058251,1.283995544,1.382062706
2.66570831,1.283980358,1.381727952
2.665359605,1.283965226,1.381394379
2.665012145,1.283950158,1.381061987
2.664665939,1.283935163,1.380730777
2.664320994,1.283920249,1.380400745
2.663977317,1.283905426,1.38007189
2.663634913,1.283890703,1.37974421
2.663293789,1.283876089,1.3794177
2.662953949,1.283861592,1.379092357
2.662615398,1.283847222,1.378768177
2.66227814,1.283832986,1.378445154
2.661942177,1.283818893,1.378123284
2.661607512,1.283804952,1.377802559
2.661274146,1.283791172,1.377482974
2.660942081,1.28377756,1.377164521
2.660611317,1.283764124,1.376847193
2.660281855,1.283750873,1.376530982
2.659953693,1.283737815,1.376215878
2.65962683,1.283724956,1.375901874
2.659301265,1.283712306,1.375588959
2.658976994,1.283699871,1.375277123
2.658654015,1.283687658,1.374966357
2.658332324,1.283675676,1.374656648
2.658011917,1.28366393,1.374347987
2.657692789,1.283652429,1.37404036
2.657374934,1.283641178,1.373733757
2.657058348,1.283630184,1.373428164
2.656743023,1.283619454,1.373123569
2.656428952,1.283608994,1.372819958
2.656116128,1.283598809,1.372517319
2.655804543,1.283588907,1.372215636
2.655494189,1.283579293,1.371914896
2.655185056,1.283569972,1.371615084
2.654877135,1.283560949,1.371316185
2.654570416,1.283552231,1.371018185
2.654264889,1.283543821,1.370721067
2.653960542,1.283535726,1.370424817
2.653657366,1.283527948,1.370129417
2.653355347,1.283520494,1.369834853
2.653054474,1.283513367,1.369541107
2.652754734,1.283506571,1.369248163
2.652456114,1.28350011,1.368956004
2.652158601,1.283493988,1.368664614
2.651862182,1.283488208,1.368373974
2.651566842,1.283482774,1.368084068
2.651272567,1.283477688,1.367794879
2.650979343,1.283472955,1.367506388
2.650687153,1.283468575,1.367218578
2.650395984,1.283464552,1.366931432
2.650105819,1.283460888,1.366644931
2.649816643,1.283457586,1.366359058
2.64952844,1.283454646,1.366073794
2.649241192,1.283452071,1.365789121
2.648954884,1.283449863,1.365505021
2.648669499,1.283448022,1.365221477
2.648385019,1.283446549,1.36493847
2.648101428,1.283445446,1.364655982
2.647818708,1.283444714,1.364373994
2.647536841,1.283444352,1.36409249
2.64725581,1.283444361,1.363811449
2.646975597,1.283444741,1.363530856
2.646696183,1.283445492,1.363250692
2.646417552,1.283446614,1.362970938
2.646139684,1.283448106,1.362691577
2.645862561,1.283449968,1.362412592
2.645586165,1.283452199,1.362133965
2.645310477,1.283454798,1.361855679
2.645035479,1.283457763,1.361577716
2.644761152,1.283461094,1.361300059
2.644487479,1.283464788,1.361022691
2.644214439,1.283468844,1.360745595
2.643942016,1.283473261,1.360468755
2.643670189,1.283478035,1.360192154
2.643398942,1.283483166,1.359915776
2.643128254,1.283488649,1.359639605
2.642858109,1.283494484,1.359363625
2.642588486,1.283500666,1.35908782
2.642319369,1.283507194,1.358812175
2.64205074,1.283514064,1.358536675
2.641782579,1.283521273,1.358261305
2.641514869,1.283528818,1.357986051
2.641247592,1.283536695,1.357710897
2.640980731,1.283544901,1.35743583
2.640714268,1.283553432,1.357160836
2.640448185,1.283562284,1.356885901
2.640182466,1.283571452,1.356611013
2.639917092,1.283580934,1.356336158
2.639652048,1.283590725,1.356061324
2.639387317,1.283600819,1.355786498
2.639122882,1.283611214,1.355511668
2.638858727,1.283621904,1.355236823
2.638594836,1.283632884,1.354961952
2.638331193,1.28364415,1.354687042
2.638067782,1.283655697,1.354412084
2.637804588,1.28366752,1.354137068
2.637541597,1.283679614,1.353861983
2.637278793,1.283691974,1.35358682
2.637016162,1.283704593,1.353311568
2.636753689,1.283717468,1.353036221
2.636491361,1.283730593,1.352760768
2.636229164,1.283743961,1.352485202
2.635967084,1.283757569,1.352209515
2.635705109,1.283771409,1.3519337
2.635443226,1.283785477,1.351657749
2.635181421,1.283799766,1.351381655
2.634919684,1.283814272,1.351105413
2.634658003,1.283828987,1.350829016
2.634396365,1.283843907,1.350552458
2.63413476,1.283859024,1.350275735
2.633873176,1.283874335,1.349998842
2.633611605,1.283889831,1.349721773
2.633350034,1.283905509,1.349444526
2.633088456,1.28392136,1.349167095
2.632826859,1.28393738,1.348889479
2.632565236,1.283953563,1.348611673
2.632303577,1.283969901,1.348333675
2.632041874,1.28398639,1.348055484
2.631780119,1.284003023,1.347777096
2.631518305,1.284019794,1.347498511
2.631256424,1.284036698,1.347219727
2.63099447,1.284053727,1.346940743
2.630732435,1.284070876,1.346661559
2.630470314,1.284088139,1.346382175
2.630208101,1.28410551,1.346102591
2.629945791,1.284122983,1.345822808
2.629683378,1.284140552,1.345542826
2.629420858,1.284158211,1.345262647
2.629158226,1.284175954,1.344982272
2.628895478,1.284193775,1.344701703
2.628632612,1.284211669,1.344420943
2.628369623,1.284229629,1.344139994
2.628106508,1.28424765,1.343858858
2.627843266,1.284265727,1.34357754
2.627579894,1.284283853,1.343296041
2.62731639,1.284302023,1.343014368
2.627052753,1.284320231,1.342732522
2.626788981,1.284338472,1.342450509
2.626525074,1.284356741,1.342168333
2.626261032,1.284375032,1.341886
2.625996853,1.28439334,1.341603513
2.62573254,1.28441166,1.34132088
2.625468091,1.284429986,1.341038105
2.625203507,1.284448313,1.340755194
2.624938791,1.284466638,1.340472154
2.624673944,1.284484953,1.34018899
2.624408966,1.284503256,1.339905711
2.624143861,1.28452154,1.339622321
2.623878631,1.284539802,1.33933883
2.623613279,1.284558036,1.339055243
2.623347807,1.284576239,1.338771568
2.623082219,1.284594406,1.338487814
2.622816519,1.284612532,1.338203987
2.622550709,1.284630613,1.337920096
2.622284796,1.284648646,1.337636149
2.622018781,1.284666626,1.337352155
2.621752672,1.28468455,1.337068122
2.621486471,1.284702412,1.336784059
2.621220185,1.284720211,1.336499974
2.620953818,1.284737941,1.336215877
2.620687377,1.284755601,1.335931776
2.620420866,1.284773185,1.335647681
2.620154293,1.284790691,1.335363602
2.619887663,1.284808116,1.335079547
2.619620983,1.284825456,1.334795526
2.619354259,1.284842709,1.334511549
2.619087498,1.284859872,1.334227626
2.618820707,1.284876942,1.333943766
2.618553894,1.284893915,1.333659978
2.618287065,1.284910791,1.333376274
2.618020228,1.284927565,1.333092663
2.617753391,1.284944237,1.332809154
2.617486561,1.284960803,1.332525758
2.617219747,1.284977262,1.332242486
2.616952957,1.284993611,1.331959346
2.616686198,1.285009848,1.33167635
2.616419479,1.285025972,1.331393506
2.616152808,1.285041982,1.331110826
2.615886194,1.285057875,1.330828319
2.615619646,1.28507365,1.330545996
2.615353172,1.285089305,1.330263866
2.61508678,1.28510484,1.32998194
2.61482048,1.285120253,1.329700227
2.614554281,1.285135543,1.329418738
2.614288192,1.28515071,1.329137482
2.614022221,1.285165751,1.32885647
2.613756378,1.285180668,1.32857571
2.613490671,1.285195458,1.328295213
2.61322511,1.285210122,1.328014988
2.612959704,1.285224659,1.327735045
2.612694463,1.285239069,1.327455393
2.612429394,1.285253351,1.327176043
2.612164508,1.285267506,1.326897002
2.611899813,1.285281533,1.32661828
2.611635319,1.285295432,1.326339887
2.611371035,1.285309204,1.326061831
2.611106969,1.285322849,1.325784121
2.610843132,1.285336367,1.325506765
2.610579531,1.285349758,1.325229773
2.610316177,1.285363023,1.324953153
2.610053077,1.285376164,1.324676913
2.609790241,1.285389179,1.324401062
2.609527678,1.285402071,1.324125607
2.609265395,1.28541484,1.323850556
2.609003403,1.285427487,1.323575916
2.608741709,1.285440012,1.323301697
2.608480322,1.285452418,1.323027904
2.608219251,1.285464706,1.322754545
2.607958503,1.285476875,1.322481627
2.607698087,1.285488929,1.322209158
2.607438011,1.285500868,1.321937143
2.607178283,1.285512693,1.321665589
2.606918911,1.285524407,1.321394503
2.606659902,1.285536011,1.321123891
2.606401264,1.285547507,1.320853758
2.606143006,1.285558895,1.32058411
2.605885133,1.285570179,1.320314954
2.605627653,1.285581359,1.320046294
2.605370574,1.285592439,1.319778135
2.605113902,1.285603419,1.319510483
2.604857644,1.285614301,1.319243342
2.604601806,1.285625089,1.318976717
2.604346396,1.285635783,1.318710612
2.604091419,1.285646387,1.318445032
2.603836881,1.285656902,1.318179979
2.603582789,1.28566733,1.317915459
2.603329148,1.285677674,1.317651474
2.603075964,1.285687936,1.317388027
2.602823242,1.285698118,1.317125123
2.602570987,1.285708224,1.316862763
2.602319205,1.285718254,1.316600951
2.602067901,1.285728212,1.316339689
2.601817079,1.2857381,1.316078979
2.601566744,1.285747921,1.315818822
2.601316899,1.285757677,1.315559222
2.60106755,1.285767371,1.31530018
2.6008187,1.285777004,1.315041696
2.600570353,1.285786581,1.314783772
2.600322513,1.285796103,1.31452641
2.600075182,1.285805573,1.314269609
2.599828364,1.285814994,1.31401337
2.599582062,1.285824367,1.313757695
2.599336279,1.285833697,1.313502582
2.599091017,1.285842985,1.313248032
2.598846279,1.285852235,1.312994045
2.598602067,1.285861448,1.312740619
2.598358382,1.285870627,1.312487755
2.598115227,1.285879776,1.312235451
2.597872603,1.285888896,1.311983707
2.597630512,1.285897991,1.311732521
2.597388954,1.285907062,1.311481892
2.597147932,1.285916114,1.311231818
2.596907444,1.285925147,1.310982297
2.596667492,1.285934165,1.310733327
2.596428077,1.285943171,1.310484907
2.596189199,1.285952166,1.310237033
2.595950857,1.285961154,1.309989703
2.595713051,1.285970137,1.309742915
2.595475782,1.285979117,1.309496665
2.595239048,1.285988097,1.309250951
2.595002849,1.28599708,1.309005769
2.594767183,1.286006067,1.308761115
2.59453205,1.286015062,1.308516988
2.594297448,1.286024067,1.308273382
2.594063376,1.286033083,1.308030293
2.593829832,1.286042113,1.307787719
2.593596815,1.28605116,1.307545654
2.593364321,1.286060226,1.307304095
2.59313235,1.286069313,1.307063037
2.592900899,1.286078423,1.306822475
2.592669964,1.286087558,1.306582406
2.592439545,1.286096721,1.306342823
2.592209636,1.286105913,1.306103723
2.591980237,1.286115137,1.3058651
2.591751343,1.286124394,1.305626949
2.591522951,1.286133686,1.305389265
2.591295058,1.286143016,1.305152042
2.591067661,1.286152385,1.304915276
2.590840754,1.286161795,1.30467896
2.590614335,1.286171247,1.304443089
2.5903884,1.286180743,1.304207657
2.590162945,1.286190286,1.303972659
2.589937964,1.286199876,1.303738088
2.589713454,1.286209515,1.303503939
2.589489411,1.286219205,1.303270205
2.589265829,1.286228947,1.303036882
2.589042704,1.286238743,1.302803961
2.588820031,1.286248593,1.302571438
2.588597806,1.2862585,1.302339306
2.588376022,1.286268463,1.302107559
2.588154676,1.286278486,1.30187619
2.587933761,1.286288568,1.301645193
2.587713272,1.28629871,1.301414562
2.587493205,1.286308915,1.30118429
2.587273553,1.286319182,1.300954371
2.587054311,1.286329513,1.300724798
2.586835474,1.286339908,1.300495565
2.586617035,1.286350369,1.300266666
2.586398989,1.286360896,1.300038093
2.58618133,1.286371489,1.29980984
2.585964052,1.28638215,1.299581902
2.585747149,1.286392879,1.29935427
2.585530616,1.286403676,1.299126939
2.585314445,1.286414543,1.298899903
2.585098632,1.286425478,1.298673154
2.58488317,1.286436483,1.298446686
2.584668053,1.286447559,1.298220494
2.584453274,1.286458704,1.29799457
2.584238828,1.28646992,1.297768908
2.584024708,1.286481207,1.297543502
2.583810908,1.286492564,1.297318345
2.583597423,1.286503992,1.297093431
2.583384244,1.28651549,1.296868755
2.583171368,1.286527059,1.296644309
2.582958786,1.286538698,1.296420088
2.582746493,1.286550408,1.296196085
2.582534483,1.286562188,1.295972295
2.582322749,1.286574037,1.295748712
2.582111285,1.286585955,1.29552533
2.581900086,1.286597943,1.295302143
2.581689144,1.286609999,1.295079145
2.581478454,1.286622123,1.294856331
2.58126801,1.286634315,1.294633694
2.581057805,1.286646574,1.294411231
2.580847833,1.286658899,1.294188935
2.580638089,1.286671289,1.2939668
2.580428567,1.286683744,1.293744822
2.58021926,1.286696264,1.293522996
2.580010162,1.286708846,1.293301316
2.579801269,1.286721492,1.293079778
2.579592574,1.286734198,1.292858376
2.579384071,1.286746966,1.292637106
2.579175756,1.286759792,1.292415963
2.578967621,1.286772678,1.292194943
2.578759662,1.286785621,1.291974041
2.578551874,1.28679862,1.291753253
2.57834425,1.286811675,1.291532575
2.578136786,1.286824784,1.291312003
2.577929477,1.286837946,1.291091531
2.577722317,1.286851159,1.290871158
2.577515301,1.286864423,1.290650879
2.577308425,1.286877736,1.290430689
2.577101683,1.286891097,1.290210587
2.576895071,1.286904504,1.289990567
2.576688584,1.286917956,1.289770628
2.576482218,1.286931452,1.289550766
2.576275967,1.28694499,1.289330977
2.576069828,1.286958568,1.28911126
2.575863796,1.286972186,1.28889161
2.575657867,1.286985842,1.288672026
2.575452037,1.286999533,1.288452504
2.575246302,1.287013259,1.288233043
2.575040659,1.287027019,1.28801364
2.574835102,1.287040809,1.287794293
2.574629629,1.287054629,1.287575
2.574424237,1.287068478,1.287355759
2.574218921,1.287082353,1.287136568
2.574013678,1.287096252,1.286917425
2.573808505,1.287110175,1.28669833
2.573603399,1.28712412,1.28647928
2.573398358,1.287138084,1.286260274
2.573193377,1.287152066,1.286041311
2.572988454,1.287166064,1.285822391
2.572783588,1.287180077,1.285603511
2.572578774,1.287194102,1.285384672
2.572374011,1.287208139,1.285165872
2.572169297,1.287222185,1.284947112
2.571964629,1.287236239,1.28472839
2.571760005,1.287250299,1.284509706
2.571555423,1.287264362,1.284291061
2.571350882,1.287278428,1.284072454
2.571146379,1.287292495,1.283853884
2.570941914,1.28730656,1.283635354
2.570737484,1.287320623,1.283416861
2.570533089,1.287334681,1.283198408
2.570328726,1.287348732,1.282979994
2.570124396,1.287362775,1.28276162
2.569920096,1.287376809,1.282543287
2.569715827,1.287390831,1.282324996
2.569511586,1.287404839,1.282106747
2.569307375,1.287418833,1.281888542
2.569103191,1.287432809,1.281670382
2.568899035,1.287446768,1.281452267
2.568694906,1.287460706,1.2812342
2.568490805,1.287474623,1.281016182
2.56828673,1.287488516,1.280798214
2.568082682,1.287502385,1.280580297
2.567878661,1.287516227,1.280362435
2.567674668,1.28753004,1.280144628
2.567470702,1.287543824,1.279926878
2.567266764,1.287557577,1.279709187
2.567062855,1.287571297,1.279491558
2.566858975,1.287584982,1.279273993
2.566655125,1.287598632,1.279056493
2.566451305,1.287612244,1.278839061
2.566247517,1.287625818,1.278621699
2.566043762,1.287639351,1.278404411
2.56584004,1.287652843,1.278187197
2.565636353,1.287666291,1.277970062
2.565432703,1.287679696,1.277753007
2.56522909,1.287693054,1.277536035
2.565025516,1.287706366,1.27731915
2.564821982,1.287719629,1.277102353
2.564618491,1.287732843,1.276885648
2.564415044,1.287746006,1.276669037
2.564211642,1.287759117,1.276452525
2.564008288,1.287772175,1.276236112
2.563804983,1.287785179,1.276019804
2.563601729,1.287798127,1.275803602
2.563398529,1.287811019,1.27558751
2.563195385,1.287823853,1.275371532
2.562992298,1.287836628,1.27515567
2.562789271,1.287849344,1.274939927
2.562586307,1.287862,1.274724307
2.562383407,1.287874594,1.274508814
2.562180575,1.287887125,1.27429345
2.561977812,1.287899593,1.274078219
2.561775122,1.287911998,1.273863124
2.561572506,1.287924337,1.273648169
2.561369967,1.287936611,1.273433357
2.561167509,1.287948818,1.273218691
2.560965133,1.287960958,1.273004176
2.560762844,1.28797303,1.272789813
2.560560642,1.287985034,1.272575608
2.560358531,1.287996969,1.272361563
2.560156515,1.288008834,1.272147681
2.559954596,1.288020629,1.271933967
2.559752776,1.288032353,1.271720423
2.559551059,1.288044006,1.271507053
2.559349449,1.288055588,1.271293861
2.559147946,1.288067097,1.271080849
2.558946556,1.288078534,1.270868022
2.558745281,1.288089899,1.270655382
2.558544123,1.28810119,1.270442933
2.558343087,1.288112408,1.270230679
2.558142174,1.288123553,1.270018622
2.557941389,1.288134623,1.269806766
2.557740734,1.28814562,1.269595114
2.557540212,1.288156542,1.269383669
2.557339826,1.288167391,1.269172436
2.55713958,1.288178165,1.268961416
2.556939477,1.288188864,1.268750613
2.556739519,1.288199489,1.26854003
2.55653971,1.28821004,1.26832967
2.556340052,1.288220516,1.268119536
2.55614055,1.288230919,1.267909631
