SO2,CO,NO2,SO4
7.191976701,7.062734302,6.927588809,6.783834112
7.221175006,7.0964076,6.965215534,6.824737742
7.249980759,7.129757001,7.002579119,6.865418406
7.278389337,7.162778301,7.039676965,6.905876803
7.30639615,7.195467303,7.076506507,6.946113792
7.333996642,7.227819808,7.113065186,6.986130339
7.361186284,7.259831603,7.149350435,7.025927476
7.387960579,7.29149846,7.185359648,7.065506252
7.414315056,7.322816122,7.221090173,7.104867689
7.440245276,7.353780302,7.256539281,7.144012741
7.465746825,7.384386674,7.291704157,7.182942251
7.490815321,7.414630871,7.326581881,7.221656912
7.515446414,7.444508478,7.361169413,7.260157233
7.539635783,7.474015033,7.39546358,7.2984435
7.563379144,7.50314602,7.429461062,7.33651575
7.586672252,7.531896872,7.463158384,7.374373738
7.609510899,7.560262966,7.496551908,7.412016913
7.631890922,7.588239628,7.52963782,7.449444393
7.653808204,7.61582213,7.562412128,7.486654947
7.675258683,7.64300569,7.594870657,7.523646974
7.696238347,7.669785483,7.627009044,7.560418493
7.716743247,7.696156633,7.658822737,7.596967125
7.736769498,7.722114224,7.690306995,7.633290089
7.756313286,7.747653302,7.721456887,7.669384192
7.775370869,7.77276888,7.752267294,7.705245826
7.793938589,7.797455942,7.782732916,7.740870965
7.812012872,7.821709454,7.812848269,7.776255168
7.829590234,7.845524362,7.842607698,7.811393578
7.846667291,7.868895607,7.872005378,7.846280927
7.863240761,7.891818127,7.901035325,7.880911548
7.879307472,7.914286868,7.929691401,7.915279375
7.894864364,7.936296789,7.957967323,7.949377959
7.909908501,7.957842872,7.985856677,7.983200475
7.924437071,7.97892013,8.013352923,8.016739739
7.938447396,7.999523614,8.040449409,8.049988218
7.951936935,8.019648426,8.067139384,8.082938049
7.964903291,8.039289722,8.093416005,8.115581049
7.977344215,8.058442726,8.119272353,8.147908741
7.989257615,8.077102737,8.144701448,8.179912362
8.000641555,8.095265137,8.169696256,8.21158289
8.011494266,8.112925401,8.194249707,8.242911056
8.021814148,8.130079107,8.218354708,8.273887368
8.031599773,8.146721943,8.242004155,8.304502131
8.040849894,8.162849716,8.265190947,8.334745463
8.049563444,8.178458361,8.287908004,8.364607321
8.057739544,8.193543952,8.310148274,8.394077519
8.065377504,8.208102705,8.331904752,8.423145749
8.072476827,8.222130991,8.353170492,8.451801601
8.079037214,8.235625338,8.373938619,8.480034586
8.085058563,8.248582448,8.394202347,8.507834156
8.090540975,8.260999193,8.413954987,8.535189724
8.095484754,8.272872631,8.433189964,8.562090688
8.099890411,8.284200008,8.451900828,8.588526445
8.103758663,8.294978767,8.470081265,8.614486419
8.107090437,8.30520655,8.487725115,8.639960074
8.109886868,8.314881209,8.504826376,8.66493694
8.112149303,8.324000808,8.521379223,8.689406627
8.113879299,8.332563629,8.537378013,8.713358849
8.115078623,8.340568176,8.5528173,8.736783436
8.115749255,8.34801318,8.567691845,8.759670362
8.115893383,8.354897604,8.581996624,8.782009752
8.115513404,8.361220642,8.595726838,8.803791908
8.114611924,8.366981729,8.608877923,8.825007321
8.113191755,8.372180537,8.62144556,8.845646689
8.111255915,8.376816982,8.63342568,8.865700934
8.108807622,8.380891223,8.644814473,8.885161216
8.105850298,8.384403666,8.655608396,8.904018946
8.102387561,8.387354963,8.665804179,8.922265805
8.098423225,8.389746014,8.675398832,8.939893754
8.093961297,8.391577966,8.684389649,8.956895048
8.08900597,8.392852215,8.692774214,8.973262247
8.083561626,8.393570405,8.700550406,8.988988232
8.077632826,8.393734424,8.707716404,9.004066212
8.07122431,8.393346409,8.714270686,9.018489737
8.064340991,8.39240874,8.720212041,9.032252707
8.056987953,8.390924037,8.72553956,9.045349379
8.049170441,8.388895163,8.730252649,9.057774381
8.040893863,8.386325218,8.734351024,9.069522716
8.032163781,8.383217535,8.737834712,9.080589769
8.022985907,8.379575679,8.740704056,9.090971315
8.013366098,8.375403445,8.742959711,9.100663527
8.00331035,8.370704849,8.744602645,9.109662974
7.992824796,8.365484131,8.745634137,9.117966634
7.981915693,8.359745743,8.746055778,9.125571892
7.970589425,8.353494351,8.745869467,9.132476546
7.958852493,8.346734826,8.74507741,9.13867881
7.946711506,8.339472242,8.743682114,9.14417731
7.934173185,8.331711869,8.74168639,9.148971095
7.921244345,8.323459166,8.739093344,9.153059628
7.907931899,8.314719778,8.735906375,9.15644279
7.894242846,8.305499531,8.732129171,9.159120882
7.88018427,8.295804423,8.727765703,9.161094615
7.865763327,8.285640617,8.722820222,9.162365119
7.850987247,8.275014441,8.71729725,9.16293393
7.835863323,8.263932375,8.71120158,9.162802994
7.820398906,8.252401048,8.704538263,9.161974658
7.8046014,8.240427228,8.697312608,9.160451669
7.788478256,8.228017821,8.68953017,9.158237168
7.772036964,8.21517986,8.681196748,9.155334683
7.755285052,8.201920497,8.672318374,9.151748126
7.738230074,8.188247001,8.662901307,9.147481783
7.720879611,8.174166746,8.652952028,9.142540307
7.70324126,8.159687209,8.642477227,9.136928716
7.68532263,8.144815958,8.631483799,9.130652378
7.66713134,8.129560649,8.619978836,9.123717005
7.648675009,8.113929018,8.607969617,9.116128649
7.629961253,8.097928872,8.5954636,9.107893685
7.610997679,8.081568087,8.582468416,9.099018807
7.591791883,8.064854594,8.568991856,9.089511018
7.572351439,8.047796381,8.555041866,9.079377615
7.552683901,8.030401478,8.54062654,9.068626187
7.532796795,8.012677956,8.525754105,9.057264598
7.512697614,7.994633919,8.510432918,9.045300977
7.492393814,7.976277495,8.494671456,9.03274371
7.471892812,7.957616834,8.478478305,9.019601427
7.451201977,7.938660099,8.461862156,9.005882989
7.430328633,7.91941546,8.44483179,8.991597481
7.409280049,7.899891089,8.427396077,8.976754198
7.388063436,7.880095154,8.409563961,8.961362631
7.366685947,7.860035812,8.391344454,8.945432461
7.345154672,7.839721203,8.372746631,8.928973542
7.323476632,7.819159449,8.353779614,8.911995893
7.301658779,7.798358644,8.334452573,8.894509684
7.279707992,7.777326848,8.31477471,8.876525227
7.257631075,7.756072088,8.294755259,8.858052962
7.23543475,7.734602347,8.274403469,8.839103447
7.213125662,7.712925562,8.253728606,8.819687345
7.19071037,7.691049618,8.232739939,8.799815415
7.168195346,7.668982347,8.211446735,8.7794985
7.145586975,7.64673152,8.189858251,8.758747515
7.122891553,7.624304844,8.16798373,8.737573438
7.10011528,7.601709958,8.145832391,8.715987296
7.077264265,7.578954432,8.123413423,8.69400016
7.054344521,7.556045757,8.10073598,8.67162313
7.031361962,7.532991349,8.077809175,8.648867326
7.008322405,7.509798541,8.054642072,8.625743878
6.985231567,7.486474581,8.031243682,8.602263921
6.962095062,7.463026629,8.007622957,8.578438576
6.938918404,7.439461756,7.983788785,8.554278951
6.915707003,7.415786938,7.959749982,8.529796127
6.892466165,7.392009056,7.935515294,8.505001147
6.869201091,7.368134892,7.911093384,8.479905013
6.845916878,7.344171131,7.886492833,8.454518678
6.822618516,7.320124352,7.861722134,8.428853031
6.799310889,7.296001033,7.836789688,8.402918897
6.775998777,7.271807544,7.811703799,8.376727028
6.752686849,7.247550149,7.786472672,8.350288093
6.729379671,7.223235002,7.76110441,8.323612674
6.706081702,7.19886815,7.735607008,8.296711262
6.682797291,7.174455525,7.709988353,8.269594244
6.659530686,7.15000295,7.684256217,8.242271903
6.636286024,7.125516132,7.658418261,8.214754412
6.613067339,7.101000666,7.632482025,8.187051826
6.589878559,7.076462033,7.60645493,8.159174078
6.566723507,7.051905597,7.580344276,8.131130978
6.543605901,7.027336609,7.554157239,8.102932202
6.520529356,7.002760202,7.527900868,8.074587295
6.497497385,6.978181394,7.501582086,8.04610566
6.474513396,6.953605087,7.475207687,8.017496561
6.4515807,6.929036068,7.448784334,7.988769116
6.428702503,6.904479006,7.42231856,7.959932294
6.405881914,6.879938457,7.395816766,7.930994914
6.383121944,6.85541886,7.369285219,7.901965641
6.360425504,6.830924539,7.342730055,7.872852983
6.337795411,6.806459705,7.316157274,7.843665292
6.315234386,6.782028454,7.289572741,7.814410759
6.292745056,6.757634768,7.262982188,7.785097414
6.270329955,6.73328252,7.236391213,7.755733124
6.247991527,6.708975468,7.209805277,7.726325592
6.225732124,6.684717261,7.183229709,7.696882355
6.203554011,6.660511437,7.156669701,7.667410787
