Cext,Cscat,Cabs
169470.9411,58594.22152,110876.7196
170793.5739,59255.41933,111538.1546
172118.5338,59918.63483,112199.899
173445.841,60583.83973,112862.0012
174775.5166,61251.00658,113524.51
176107.5833,61920.10874,114187.4746
177442.0651,62591.12042,114850.9447
178778.9872,63264.01667,115514.9705
180118.376,63938.77339,116179.6026
181460.2592,64615.36736,116844.8918
182804.6656,65293.77619,117510.8894
184151.6253,65973.97838,118177.6469
185501.1693,66655.95329,118845.216
186853.33,67339.68117,119513.6489
188208.1407,68025.14314,120182.9976
189565.6357,68712.3212,120853.3145
190925.8505,69401.19823,121524.6523
192288.8215,70091.75801,122197.0635
193654.586,70783.98521,122870.6008
195023.1824,71477.86536,123545.317
196394.6499,72173.38492,124221.265
197769.0286,72870.5312,124898.4974
199146.3594,73569.29243,125577.067
200526.6843,74269.65771,126257.0266
201910.0457,74971.61705,126938.4286
203296.4871,75675.16133,127621.3257
204686.0525,76380.28231,128305.7702
206078.7869,77086.97266,128991.8142
207474.7357,77795.2259,129679.5098
208873.9451,78505.03645,130368.9087
210276.462,79216.3996,131060.0624
211682.3338,79929.31152,131753.0222
213091.6084,80643.76924,132447.8391
214504.3344,81359.77066,133144.5637
215920.5608,82077.31453,133843.2463
217340.3373,82796.40047,134543.9368
218763.7138,83517.02895,135246.6848
220190.7407,84239.20128,135951.5395
221621.469,84962.91962,136658.5494
223055.9498,85688.18696,137367.7629
224494.2348,86415.00712,138079.2276
225936.3757,87143.38475,138792.991
227382.4248,87873.3253,139509.0995
228832.4346,88604.83505,140227.5996
230286.4577,89337.92107,140948.5366
231744.5469,90072.59122,141671.9557
233206.7554,90808.85417,142397.9013
234673.1364,91546.71934,143126.417
236143.7431,92286.19695,143857.5461
237618.6289,93027.29797,144591.331
239097.8475,93770.03411,145327.8134
240581.4521,94514.41786,146067.0343
242069.4965,95260.4624,146809.0341
243562.0339,96008.18168,147553.8522
245059.1179,96757.59034,148301.5276
246560.8019,97508.70374,149052.0981
248067.139,98261.53791,149805.6011
249578.1823,99016.10959,150562.0727
251093.9848,99772.4362,151321.5486
252614.5991,100530.5358,152084.0633
254140.0779,101290.4271,152849.6508
255670.4733,102052.1295,153618.3438
257205.8373,102815.6629,154390.1744
258746.2216,103581.048,155165.1736
260291.6775,104348.306,155943.3715
261842.2559,105117.4586,156724.7972
263398.0073,105888.5283,157509.4791
264958.982,106661.5379,158297.4442
266525.2296,107436.511,159088.7187
268096.7993,108213.4715,159883.3278
269673.7398,108992.4441,160681.2958
271256.0993,109773.4537,161482.6456
272843.9252,110556.5259,162287.3993
274437.2648,111341.6867,163095.578
276036.1643,112128.9627,163907.2016
277640.6694,112918.3806,164722.2888
279250.8253,113709.968,165540.8574
280866.6764,114503.7525,166362.924
282488.2663,115299.7623,167188.504
284115.6379,116098.0259,168017.6119
285748.8333,116898.5724,168850.2609
287387.894,117701.4309,169686.463
289032.8603,118506.6311,170526.2292
290683.7719,119314.2029,171369.5691
292340.6677,120124.1764,172216.4914
294003.5856,120936.5821,173067.0034
295672.5624,121751.4509,173921.1115
297347.6342,122568.8137,174778.8205
299028.836,123388.7016,175640.1344
300716.202,124211.1462,176505.0558
302409.765,125036.179,177373.5861
304109.5572,125863.8317,178245.7255
305815.6095,126694.1363,179121.4732
307527.9517,127527.1249,180000.8269
309246.6127,128362.8295,180883.7832
310971.62,129201.2825,181770.3375
312703.0001,130042.516,182660.4841
314440.7785,130886.5625,183554.216
316184.9792,131733.4544,184451.5249
317935.6253,132583.2239,185352.4014
319692.7386,133435.9036,186256.8349
321456.3395,134291.5257,187164.8137
323226.4474,135150.1226,188076.3248
325003.0803,136011.7264,188991.3539
326786.255,136876.3692,189909.8858
328575.987,137744.0831,190831.9038
330372.2904,138614.9,191757.3905
332175.1782,139488.8514,192686.3268
333984.6619,140365.969,193618.6929
335800.7516,141246.284,194554.4676
337623.4564,142129.8277,195493.6287
339452.7836,143016.6307,196436.1529
341288.7396,143906.7238,197382.0158
343131.329,144800.1373,198331.1917
344980.5553,145696.9011,199283.6542
346836.4205,146597.045,200239.3755
348698.9253,147500.5983,201198.327
350568.069,148407.59,202160.479
352443.8494,149318.0486,203125.8007
354326.263,150232.0025,204094.2605
356215.3049,151149.4793,205065.8256
358110.9688,152070.5063,206040.4624
360013.2469,152995.1105,207018.1364
361922.1303,153923.3182,207998.8121
363837.6084,154855.1553,208982.4531
365759.6692,155790.6471,209969.0221
367688.2997,156729.8185,210958.4812
369623.4851,157672.6937,211950.7914
371565.2094,158619.2963,212945.913
373513.4552,159569.6496,213943.8056
375468.2039,160523.776,214944.428
377429.4354,161481.6972,215947.7382
379397.1282,162443.4346,216953.6936
381371.2597,163409.0088,217962.2509
383351.8057,164378.4395,218973.3662
385338.741,165351.746,219986.9951
387332.039,166328.9467,221003.0923
389331.6717,167310.0596,222021.6122
391337.6101,168295.1015,223042.5086
393349.8237,169284.0887,224065.7349
395368.2809,170277.0369,225091.244
397392.949,171273.9608,226118.9882
399423.7941,172274.8744,227148.9197
401460.7809,173279.7908,228180.9902
403503.8733,174288.7224,229215.1509
405553.0338,175301.6809,230251.3529
407608.2241,176318.6769,231289.5471
409669.4046,177339.7205,232329.6841
411736.5347,178364.8206,233371.7141
413809.5729,179393.9855,234415.5874
415888.4766,180427.2226,235461.254
417973.2023,181464.5383,236508.664
420063.7056,182505.9384,237557.7673
422159.9411,183551.4275,238608.5137
424261.8627,184601.0096,239660.8531
426369.4232,185654.6877,240714.7355
428482.5748,186712.4638,241770.111
430601.2689,187774.3394,242826.9296
432725.4561,188840.3145,243885.1416
434855.0863,189910.3889,244944.6975
436990.1087,190984.5609,246005.5479
439130.472,192062.8282,247067.6437
441276.124,193145.1877,248130.9363
443427.0122,194231.6352,249195.377
445583.0834,195322.1657,250260.9177
447744.2841,196416.7734,251327.5107
449910.5601,197515.4514,252395.1087
452081.8568,198618.1921,253463.6647
454258.1194,199724.987,254533.1324
456439.2926,200835.8268,255603.4658
458625.3207,201950.7011,256674.6196
460816.1479,203069.5989,257746.549
463011.7181,204192.5082,258819.2098
465211.9748,205319.4163,259892.5585
467416.8617,206450.3095,260966.5523
469626.3221,207585.1733,262041.1488
471840.2993,208723.9926,263116.3067
474058.7366,209866.7513,264191.9853
476281.577,211013.4325,265268.1445
478508.764,212164.0187,266344.7453
480740.2407,213318.4914,267421.7493
482975.9506,214476.8315,268499.1191
485215.8373,215639.0191,269576.8182
487459.8444,216805.0337,270654.8107
489707.916,217974.8539,271733.062
491959.9961,219148.4578,272811.5383
494216.0293,220325.8225,273890.2067
496475.9603,221506.9249,274969.0354
498739.7343,222691.7408,276047.9935
501007.2969,223880.2457,277127.0512
503278.5941,225072.4143,278206.1798
505553.5722,226268.2208,279285.3515
507832.1783,227467.6387,280364.5396
510114.3598,228670.641,281443.7188
512400.0648,229877.2004,282522.8644
514689.2419,231087.2886,283601.9534
516981.8405,232300.8772,284680.9633
519277.8105,233517.9371,285759.8734
521577.1024,234738.4389,286838.6636
523879.6679,235962.3526,287917.3153
526185.4588,237189.6478,288995.811
528494.4282,238420.2939,290074.1344
530806.5299,239654.2596,291152.2703
533121.7184,240891.5136,292230.2048
535439.9491,242132.0239,293307.9252
537761.1784,243375.7584,294385.42
540085.3636,244622.6848,295462.6788
542412.4629,245872.7702,296539.6926
544742.4355,247125.9818,297616.4536
547075.2415,248382.2864,298692.9551
549410.8423,249641.6505,299769.1917
551749.1999,250904.0407,300845.1592
554090.2778,252169.4232,301920.8546
556434.0403,253437.7641,302996.2762
558780.4528,254709.0295,304071.4233
561129.482,255983.1852,305146.2968
563481.0956,257260.1972,306220.8984
565835.2624,258540.0313,307295.2312
568191.9526,259822.6531,308369.2994
570551.1372,261108.0286,309443.1086
572912.7888,262396.1236,310516.6652
575276.8809,263686.9037,311589.9772
577643.3884,264980.335,312663.0534
580012.2873,266276.3834,313735.9038
582383.5549,267575.0151,314808.5398
584757.1698,268876.1961,315880.9737
587133.1117,270179.8928,316953.2188
589511.3617,271486.0719,318025.2898
591891.9021,272794.6999,319097.2022
594274.7166,274105.7438,320168.9728
596659.7899,275419.1707,321240.6192
599047.1084,276734.948,322312.1603
601436.6592,278053.0434,323383.6159
603828.4313,279373.4247,324455.0066
606222.4146,280696.0603,325526.3543
608618.6004,282020.9187,326597.6817
611016.9813,283347.9687,327669.0126
613417.551,284677.1797,328740.3714
615820.3049,286008.5212,329811.7836
618225.2392,287341.9634,330883.2758
620632.3517,288677.4766,331954.875
623041.6412,290015.0318,333026.6094
625453.1081,291354.6001,334098.508
627866.7538,292696.1535,335170.6003
630282.5809,294039.6641,336242.9168
632700.5934,295385.1046,337315.4888
635120.7966,296732.4483,338388.3482
637543.1967,298081.669,339461.5277
639967.8014,299432.7409,340535.0605
642394.6195,300785.6389,341608.9806
644823.6609,302140.3382,342683.3227
647254.9368,303496.815,343758.1218
649688.4595,304855.0456,344833.4138
652124.2424,306215.0073,345909.2351
654562.3001,307576.6778,346985.6223
657002.6483,308940.0354,348062.6129
659445.3037,310305.059,349140.2447
661890.2843,311671.7283,350218.556
664337.6089,313040.0236,351297.5853
666787.2975,314409.9256,352377.3718
669239.371,315781.4161,353457.9549
671693.8515,317154.4771,354539.3743
674150.7619,318529.0917,355621.6702
676610.1261,319905.2434,356704.8828
679071.9691,321282.9164,357789.0527
681536.3167,322662.0958,358874.2208
684003.1954,324042.7673,359960.4282
686472.633,325424.9171,361047.7159
688944.6579,326808.5324,362136.1255
691419.2993,328193.6011,363225.6982
693896.5873,329580.1116,364316.4757
696376.5527,330968.0532,365408.4995
698859.2272,332357.4158,366501.8114
701344.6432,333748.1902,367596.453
703832.8336,335140.3678,368692.4659
706323.8323,336533.9407,369789.8916
708817.6737,337928.9019,370888.7718
711314.3927,339325.245,371989.1478
713814.0251,340722.9643,373091.0608
716316.6071,342122.0549,374194.5522
718822.1754,343522.5127,375299.6627
721330.7673,344924.3342,376406.4331
723842.4207,346327.5167,377514.904
726357.1738,347732.0582,378625.1157
728875.0654,349137.9574,379737.108
731396.1345,350545.2138,380850.9206
733920.4206,351953.8276,381966.593
736447.9637,353363.7997,383084.164
738978.8039,354775.1316,384203.6723
741512.9817,356187.8256,385325.1561
744050.538,357601.8849,386448.6531
746591.5136,359017.313,387574.2006
749135.9498,360434.1143,388701.8355
751683.8881,361852.294,389831.5941
754235.3699,363271.8577,390963.5122
756790.437,364692.8119,392097.6251
759349.1312,366115.1637,393233.9675
761911.4943,367538.9208,394372.5735
764477.5682,368964.0916,395513.4766
767047.3948,370390.6851,396656.7097
769621.0159,371818.7109,397802.305
772198.4735,373248.1794,398950.2941
774779.8092,374679.1014,400100.7078
777365.0648,376111.4884,401253.5764
779954.2817,377545.3524,402408.9293
782547.5013,378980.7062,403566.7951
785144.7647,380417.5629,404727.2019
787746.1129,381855.9363,405890.1767
790351.5866,383295.8407,407055.7459
792961.2262,384737.291,408223.9352
795575.0718,386180.3027,409394.7692
798193.1632,387624.8915,410568.2718
800815.5399,389071.0738,411744.466
803442.2408,390518.8667,412923.3741
806073.3046,391968.2873,414105.0173
808708.7695,393419.3536,415289.4159
811348.6732,394872.0837,416476.5895
813993.0529,396326.4964,417666.5566
816641.9455,397782.6107,418859.3348
819295.387,399240.4462,420054.9408
821953.4131,400700.0227,421253.3903
824616.0588,402161.3606,422454.6982
827283.3585,403624.4803,423658.8781
829955.346,405089.403,424865.943
832632.0545,406556.1499,426075.9046
835313.5163,408024.7425,427288.7737
837999.7631,409495.2028,428504.5603
840690.8261,410967.553,429723.2731
843386.7354,412441.8156,430944.9199
846087.5206,413918.0131,432169.5075
848793.2102,415396.1685,433397.0418
851503.8323,416876.3049,434627.5274
854219.4138,418358.4457,435860.9681
856939.981,419842.6145,437097.3665
859665.5592,421328.8347,438336.7244
862396.1728,422817.1304,439579.0424
865131.8455,424307.5253,440824.3201
867872.5998,425800.0437,442072.5561
870618.4575,427294.7096,443323.7479
873369.4392,428791.5473,444577.8919
876125.5649,430290.5811,445834.9839
878886.8534,431791.8353,447095.0181
881653.3223,433295.3342,448357.9881
884424.9887,434801.1024,449623.8863
887201.8682,436309.1641,450892.7041
889983.9756,437819.5436,452164.432
892771.3248,439332.2653,453439.0594
895563.9283,440847.3534,454716.5749
898361.7979,442364.8321,455996.9657
901164.944,443884.7254,457280.2186
903973.3762,445407.0573,458566.3189
906787.103,446931.8517,459855.2513
909606.1316,448459.1321,461146.9995
912430.4683,449988.9221,462441.5462
915260.1182,451521.2451,463738.8731
918095.0853,453056.1241,465038.9612
920935.3727,454593.5822,466341.7905
923780.9821,456133.642,467647.3401
926631.9143,457676.326,468955.5883
929488.1689,459221.6564,470266.5125
932349.7444,460769.6551,471580.0893
935216.6381,462320.3437,472896.2944
938088.8464,463873.7436,474215.1028
940966.3645,465429.8758,475536.4887
943849.1864,466988.7609,476860.4255
946737.3051,468550.4193,478186.8859
949630.7126,470114.8709,479515.8417
952529.3996,471682.1353,480847.2643
955433.3558,473252.2316,482181.1242
958342.5699,474825.1787,483517.3912
961257.0295,476400.9949,484856.0345
964176.721,477979.6981,486197.0229
967101.63,479561.3059,487540.3242
970031.7409,481145.8351,488885.9058
972967.0371,482733.3024,490233.7347
975907.5009,484323.7238,491583.777
978853.1137,485917.115,492935.9987
981803.856,487513.4909,494290.3651
984759.7071,489112.8662,495646.8409
987720.6455,490715.2549,497005.3906
990686.6487,492320.6705,498365.9782
993657.6932,493929.1259,499728.5673
996633.7547,495540.6336,501093.121
999614.8079,497155.2055,502459.6024
1002600.827,498772.8527,503827.9739
1005591.784,500393.586,505198.198
1008587.652,502017.4156,506570.2365
1011588.402,503644.351,507944.0514
1014594.005,505274.4011,509319.6041
1017604.43,506907.5742,510696.8562
1020619.647,508543.8781,512075.7689
1023639.623,510183.3199,513456.3032
1026664.326,511825.9061,514838.4203
1029693.724,513471.6427,516222.0812
1032727.781,515120.5347,517607.2466
1035766.465,516772.587,518993.8776
1038809.738,518427.8035,520381.935
1041857.567,520086.1875,521771.3798
1044909.915,521747.7418,523162.173
1047966.744,523412.4685,524554.2757
1051028.018,525080.369,525947.6491
1054093.699,526751.4443,527342.2547
1057163.748,528425.6944,528738.0539
1060238.127,530103.119,530135.0085
1063316.797,531783.7169,531533.0804
1066399.719,533467.4865,532932.232
1069486.851,535154.4255,534332.4257
1072578.155,536844.5308,535733.6243
1075673.59,538537.7989,537135.7909
1078773.115,540234.2256,538538.8891
1081876.689,541933.806,539942.8828
1084984.271,543636.5347,541347.7361
1088095.82,545342.4057,542753.4139
1091211.294,547051.4123,544159.8813
1094330.651,548763.5473,545567.1039
1097453.851,550478.8029,546975.0479
1100580.85,552197.1706,548383.6799
1103711.609,553918.6414,549792.9673
1106846.083,555643.2058,551202.8777
1109984.233,557370.8536,552613.3795
1113126.016,559101.5742,554024.4418
1116271.391,560835.3564,555436.0341
1119420.315,562572.1885,556848.1268
1122572.749,564312.058,558260.6907
1125728.65,566054.9523,559673.6975
1128887.978,567800.8581,561087.1196
1132050.691,569549.7615,562500.9299
1135216.751,571301.6482,563915.1024
1138386.115,573056.5036,565329.6116
1141558.745,574814.3125,566744.4328
1144734.601,576575.059,568159.5422
1147913.644,578338.7273,569574.9167
1151095.835,580105.3007,570990.5341
1154281.135,581874.7622,572406.3731
1157469.508,583647.0947,573822.4129
1160660.914,585422.2803,575238.634
1163855.319,587200.301,576655.0176
1167052.684,588981.1383,578071.5457
1170252.975,590764.7735,579488.2012
1173456.155,592551.1873,580904.968
1176662.191,594340.3604,582321.831
1179871.049,596132.2731,583738.7757
1183082.694,597926.9052,585155.7887
1186297.094,599724.2365,586572.8577
1189514.218,601524.2465,587989.9711
1192734.033,603326.9143,589407.1184
1195956.509,605132.2189,590824.2898
1199181.616,606940.1391,592241.4768
1202409.325,608750.6534,593658.6717
1205639.608,610563.7402,595075.8676
1208872.437,612379.3778,596493.0587
1212107.785,614197.5442,597910.2403
1215345.626,616018.2173,599327.4085
1218585.935,617841.375,600744.5603
1221828.689,619666.995,602161.6938
1225073.863,621495.0548,603578.8081
1228321.435,623325.5321,604995.903
1231571.384,625158.4044,606412.9794
1234823.688,626993.6492,607830.0393
1238078.329,628831.2437,609247.0855
1241335.287,630671.1656,610664.1216
1244594.545,632513.3922,612081.1525
1247856.085,634357.901,613498.1836
1251119.891,636204.6695,614915.2215
1254385.949,638053.6752,616332.2738
1257654.244,639904.8958,617749.3486
1260924.764,641758.309,619166.4553
1264197.496,643613.8924,620583.6039
1267472.43,645471.6242,622000.8056
1270749.554,647331.4823,623418.0721
1274028.861,649193.4448,624835.4162
1277310.342,651057.4902,626252.8515
1280593.989,652923.597,627670.3923
1283879.798,654791.7437,629088.0539
1287167.762,656661.9094,630505.8523
1290457.877,658534.0731,631923.8043
1293750.142,660408.2141,633341.9275
1297044.552,662284.3121,634760.2402
1300341.108,664162.3468,636178.7616
1303639.81,666042.2983,637597.5114
1306940.657,667924.1469,639016.5103
1310243.653,669807.8734,640435.7793
1313548.799,671693.4586,641855.3406
1316856.1,673580.8838,643275.2165
1320165.561,675470.1305,644695.4305
1323477.187,677361.1808,646116.0062
1326790.985,679254.0167,647536.9682
1330106.963,681148.621,648958.3415
1333425.128,683044.9766,650380.1517
1336745.492,684943.0669,651802.4251
1340068.064,686842.8755,653225.1882
1343392.855,688744.3866,654648.4684
1346719.878,690647.5848,656072.2932
1350049.146,692552.455,657496.691
1353380.673,694458.9825,658921.6902
1356714.473,696367.1531,660347.32
1360050.563,698276.953,661773.6098
1363388.958,700188.3689,663200.5894
1366729.677,702101.388,664628.2891
1370072.737,704015.9977,666056.7393
1373418.157,705932.1861,667485.971
1376765.957,707849.9417,668916.0153
1380116.157,709769.2535,670346.9036
1383468.779,711690.111,671778.6677
1386823.843,713612.504,673211.3394
1390181.374,715536.4229,674644.9509
1393541.393,717461.8588,676079.5345
1396903.926,719388.8031,677515.1226
1400268.995,721317.2475,678951.7479
1403636.628,723247.1847,680389.4432
1407006.849,725178.6074,681828.2411
1410379.684,727111.5092,683268.1748
1413755.161,729045.8839,684709.277
1417133.307,730981.726,686151.5808
1420514.15,732919.0306,687595.1192
1423897.718,734857.7931,689039.9251
1427284.041,736798.0095,690486.0315
1430673.148,738739.6763,691933.4712
1434065.068,740682.7906,693382.2771
1437459.832,742627.35,694832.4817
1440857.47,744573.3525,696284.1177
1444258.014,746520.7967,697737.2175
1447661.495,748469.6818,699191.8133
1451067.944,750420.0073,700647.9371
1454477.394,752371.7733,702105.6207
1457889.877,754324.9806,703564.8959
1461305.424,756279.6303,705025.7938
1464724.07,758235.724,706488.3456
1468145.846,760193.2639,707952.5821
1471570.786,762152.2526,709418.5337
1474998.924,764112.6933,710886.2304
1478430.292,766074.5896,712355.7022
1481864.924,768037.9456,713826.9784
1485302.854,770002.766,715300.088
1488744.115,771969.0557,716775.0595
1492188.742,773936.8204,718251.9212
1495636.767,775906.0661,719730.7007
1499088.225,777876.7991,721211.4254
1502543.148,779849.0265,722694.122
1506001.572,781822.7556,724178.8167
1509463.53,783797.9942,725665.5353
1512929.054,785774.7506,727154.3031
1516398.178,787753.0334,728645.1447
1519870.936,789732.8516,730138.0842
1523347.36,791714.2149,731633.1452
1526827.484,793697.1331,733130.3506
1530311.339,795681.6164,734629.7228
1533798.959,797667.6756,736131.2834
1537290.375,799655.3217,737635.0537
1540785.62,801644.5662,739141.0539
1544284.725,803635.4208,740649.3039
1547787.72,805627.8976,742159.8228
1551294.638,807622.0092,743672.629
1554805.509,809617.7684,745187.7403
1558320.362,811615.1882,746705.1737
1561839.228,813614.2822,748224.9455
1565362.135,815615.0641,749747.0714
1568889.114,817617.5479,751271.5661
1572420.192,819621.7479,752798.4438
1575955.397,821627.6788,754327.7179
1579494.756,823635.3554,755859.4009
1583038.298,825644.7927,757393.5048
1586586.047,827656.0062,758930.0406
1590138.03,829669.0114,760469.0187
1593694.273,831683.8241,762010.4485
1597254.799,833700.4603,763554.3388
1600819.634,835718.9362,765100.6975
1604388.8,837739.268,766649.5318
1607962.32,839761.4725,768200.848
1611540.218,841785.5662,769754.6517
1615122.514,843811.5659,771310.9476
1618709.228,845839.4888,772869.7396
1622300.383,847869.3518,774431.031
1625895.996,849901.1722,775994.8239
1629496.087,851934.9673,777561.1199
1633100.674,853970.7545,779129.9198
1636709.775,856008.5512,780701.2233
1640323.405,858048.3751,782275.0297
1643941.581,860090.2435,783851.3371
1647564.317,862134.1743,785430.1431
1651191.629,864180.185,787011.4444
1654823.53,866228.2933,788595.2367
1658460.032,868278.5168,790181.5154
1662101.148,870330.8733,791770.2745
1665746.888,872385.3803,793361.5077
1669397.263,874442.0555,794955.2078
1673052.283,876500.9164,796551.3667
1676711.956,878561.9805,798149.9756
1680376.29,880625.2652,799751.025
1684045.292,882690.7878,801354.5046
1687718.969,884758.5657,802960.4034
1691397.326,886828.616,804568.7096
1695080.366,888900.9557,806179.4108
1698768.095,890975.6017,807792.4938
1702460.515,893052.5707,809407.9446
1706157.628,895131.8795,811025.7487
1709859.435,897213.5444,812645.8909
1713565.937,899297.5818,814268.3551
1717277.133,901384.0078,815893.1249
1720993.021,903472.8382,817520.1829
1724713.6,905564.0888,819149.5113
1728438.867,907657.775,820781.0916
1732168.817,909753.9123,822414.9047
1735903.446,911852.5155,824050.931
1739642.75,913953.5995,825689.1501
1743386.72,916057.1789,827329.5412
1747135.351,918163.2679,828972.083
