11:00,11:35,12:15,12:50,1:25,2:00
-1.94,0.50,-4.29,-3.27E+00,3.68E+00,-4.03E+00
0.36,-2.82,-5.25,-1.36E+00,1.89E+00,-1.10E+00
-9.51,0.89,-2.16,3.13E+00,1.75E+00,-8.26E+00
-0.70,3.58,-3.81,8.19E+00,-4.44E-01,-8.25E+00
-2.62,0.84,-2.80,7.04E+00,-3.52E+00,-5.33E+00
3.48,-2.67,-6.76,7.48E-02,3.91E+00,-6.52E+00
-2.17,3.54,-3.69,6.81E-01,6.58E+00,-8.44E+00
-2.72,4.26,-0.61,1.11E+00,5.65E+00,-4.59E+00
-2.35,8.57,-4.56,2.07E+00,7.00E+00,-2.58E+00
1.20,1.87,-1.84,2.17E+00,1.13E+01,1.27E+00
-7.51,2.82,-7.77,-7.33E-01,2.69E+00,-6.28E+00
-4.38,3.59,-6.61,5.97E-01,1.28E+01,-5.27E+00
1.52,7.94,1.73,8.53E+00,5.63E+00,-9.39E+00
-9.14,8.21,-1.43,-3.58E+00,7.75E+00,-8.76E+00
-2.71,8.26,-1.51,1.97E+00,7.73E+00,-4.40E+00
-1.90,6.39,-0.88,1.20E+00,3.92E+00,-3.33E+00
-3.20,-0.78,0.73,8.80E+00,1.87E+00,-8.18E+00
-3.95,8.08,1.42,1.92E+00,4.66E+00,-4.31E+00
-1.70,0.63,-6.85,1.84E+00,1.07E+01,-1.11E+00
-7.25,4.49,-4.66,6.38E+00,5.76E+00,-4.24E+00
-1.20,1.15,-0.84,1.10E+01,6.99E+00,-9.19E+00
0.62,4.82,-1.24,1.03E+01,7.19E+00,-4.66E+00
2.40,7.36,-3.77,9.53E+00,1.12E+01,-5.43E+00
2.82,-2.76,2.61,6.27E+00,1.01E+01,-5.18E+00
-2.26,0.74,-0.74,1.13E+00,8.93E+00,-4.68E+00
-3.21,3.15,-4.93,2.52E+00,6.73E+00,-6.25E+00
-4.39,7.52,2.67,3.91E+00,3.90E+00,-6.79E+00
0.82,6.79,2.68,-8.37E-01,4.41E+00,1.03E+00
-4.11,8.10,-0.92,2.81E+00,4.43E+00,-8.99E+00
5.97,3.82,-2.95,2.15E+00,1.09E+01,-1.74E+00
-3.12,1.04,1.71,3.31E+00,9.73E+00,-6.53E+00
-3.96,2.57,1.58,2.43E+00,6.50E+00,-6.98E+00
-9.18,3.93,-1.17,-5.27E+00,1.15E+01,-5.55E+00
-7.88,-4.85,-2.25,-4.27E+00,7.81E+00,-1.28E+01
-7.00,-0.16,-1.11,-3.85E+00,4.87E+00,-1.04E+01
-3.89,7.19,-4.53,-6.50E+00,6.27E+00,-9.33E+00
-4.82,5.83,1.39,-4.70E+00,9.40E+00,-5.78E+00
-0.61,3.45,-2.93,1.25E+00,6.09E+00,-7.38E+00
-8.41,5.45,-5.01,7.55E+00,5.27E+00,-4.98E+00
-1.09,0.16,1.24,1.40E+00,9.69E+00,-9.34E+00
-10.17,4.18,-7.24,5.56E-01,1.08E+01,-5.46E+00
5.44,5.05,-2.05,-2.04E+00,1.00E+01,1.26E+00
-6.27,0.64,-1.99,6.00E+00,1.19E+01,-4.30E+00
-7.25,1.13,-2.63,1.32E+00,5.12E+00,-6.46E+00
-6.07,-0.34,1.41,3.38E+00,6.05E+00,-5.11E+00
-9.63,7.40,-3.16,-2.61E+00,6.98E+00,4.65E-01
-8.00,1.76,0.05,-3.23E+00,5.69E+00,-5.05E+00
-11.17,0.14,-3.57,-3.82E+00,-2.68E-02,-8.08E+00
1.31,-2.33,-5.11,-1.62E+00,4.00E+00,-6.87E+00
-13.32,-4.79,5.22,7.87E+00,3.99E+00,-7.45E+00
-8.61,-1.92,-2.64,-1.78E+00,7.23E+00,-2.43E+00
-11.12,4.01,2.02,1.91E+00,5.06E+00,-1.12E+01
-9.38,1.51,-1.21,-6.16E-01,7.69E+00,-5.96E+00
-11.81,0.28,-6.59,-3.87E+00,1.04E+01,1.52E+00
-10.44,6.51,3.07,5.09E+00,7.93E+00,-7.86E+00
-7.65,-1.28,-5.07,5.77E+00,1.04E+01,-1.03E+01
-12.00,0.74,-0.58,1.41E+00,4.38E+00,-5.70E+00
-3.93,-1.13,-1.80,1.05E+00,3.24E+00,-1.03E+01
-13.03,6.20,2.22,4.08E+00,7.45E+00,-7.08E+00
-5.44,0.50,-0.06,4.14E+00,1.01E+01,-6.91E+00
-3.66,0.64,-0.68,3.61E+00,7.47E+00,-1.04E+01
-0.29,1.69,-6.14,-5.68E+00,5.52E+00,-4.08E+00
-9.32,2.55,-0.41,-3.86E+00,1.09E+01,-1.06E+01
-11.60,2.43,0.60,7.75E-01,4.70E+00,-3.54E+00
-11.09,5.19,0.69,2.22E+00,6.82E+00,-9.10E+00
-7.79,-1.03,1.76,4.70E+00,1.22E+01,-1.18E+01
-7.24,5.15,-5.24,-4.19E+00,5.20E+00,-1.52E+01
-10.25,2.96,4.20,-2.51E+00,5.18E+00,-3.82E+00
-8.79,4.90,-2.20,3.54E+00,1.80E+00,-7.65E+00
-7.57,6.54,-2.39,-2.52E+00,7.03E+00,-9.42E+00
2.60,4.29,-4.30,3.00E+00,8.80E+00,-1.17E+01
13.59,10.02,-5.11,-5.02E+00,7.18E+00,2.79E+00
13.77,1.08,-3.85,-1.03E+00,3.59E+00,-4.18E+00
13.19,6.97,0.90,1.82E+00,8.55E+00,-1.09E+00
1.79,7.90,-1.29,-8.49E-01,9.08E+00,-4.87E+00
3.44,3.48,-2.51,-5.31E-01,9.61E+00,-2.76E+00
8.65,12.50,-1.65,1.02E+00,8.71E+00,-3.90E+00
4.22,9.97,-4.56,-7.60E-01,2.79E+00,-4.96E+00
8.95,5.24,-2.23,-8.13E-01,5.99E+00,-9.91E+00
2.75,9.02,-2.17,-3.26E+00,4.69E+00,-7.63E+00
11.41,12.14,-2.36,2.84E+00,1.12E+01,-8.86E+00
10.95,3.00,-1.83,6.54E+00,1.11E+00,-1.09E+01
15.91,8.23,-0.91,3.93E-01,9.44E+00,-9.26E+00
10.28,10.78,-7.11,-1.07E+00,4.19E+00,-6.14E+00
14.24,6.56,1.10,6.02E+00,7.64E+00,-4.34E+00
8.11,2.64,3.30,1.28E+00,4.95E+00,-4.74E+00
6.81,10.37,-3.25,-4.23E+00,-1.35E+00,-8.78E+00
12.51,6.12,-7.23,2.08E+00,7.36E+00,-9.13E+00
0.74,7.01,-1.82,3.83E+00,6.01E+00,-9.42E+00
12.45,10.74,-2.29,4.66E+00,1.12E+01,-6.11E+00
4.41,12.76,-1.77,-1.90E+00,8.06E+00,-3.12E+01
5.94,6.95,-1.50,3.19E+00,9.86E+00,7.65E+00
1.87,15.12,-9.58,8.62E+00,7.52E+00,-3.59E+00
2.80,9.14,-3.43,2.01E+00,9.73E+00,-1.10E+01
3.65,9.05,0.78,5.40E+00,4.48E+00,-5.10E+01
12.10,9.68,-5.04,2.58E-01,6.28E+00,1.26E+00
3.26,7.43,-7.96,9.18E-01,6.83E+00,-1.76E+00
8.51,5.48,-4.55,6.73E-01,2.44E+00,7.26E+00
13.95,13.06,-2.34,1.89E+00,8.47E+00,1.48E+01
3.31,6.33,-0.80,4.63E+00,1.09E+01,1.79E+01
9.11,1.36,-4.53,4.24E+00,1.22E+01,1.47E+01
9.92,10.28,-3.63,3.46E+00,7.69E+00,2.93E+01
13.27,12.67,0.66,5.32E+00,7.29E+00,2.24E+01
7.05,8.04,-1.79,-1.94E+00,1.25E+01,-2.92E-01
10.96,15.79,3.34,1.94E+00,9.26E+00,-1.27E+01
6.54,5.71,1.05,3.28E+00,6.51E+00,-5.24E+00
4.98,11.44,-3.13,1.70E+00,1.24E+01,-7.80E-01
9.54,13.22,1.06,3.17E+00,3.85E+00,-5.46E+00
12.76,7.80,0.50,3.25E+00,6.15E-01,-5.33E+00
11.00,12.00,-6.92,7.58E+00,7.83E+00,-7.55E+00
7.57,11.61,-5.59,2.91E+00,1.09E+01,-8.08E+00
9.56,6.29,-0.28,3.58E+00,6.13E+00,-2.73E+00
15.59,11.50,-5.63,4.78E+00,1.24E+01,-1.59E+00
10.92,9.05,-2.35,1.01E+01,1.14E+01,-2.50E+00
11.40,9.28,-2.01,5.96E+00,7.44E+00,-8.39E+00
13.48,16.80,-3.00,9.17E+00,1.15E+01,-6.19E+00
19.00,11.52,-5.95,2.73E+00,1.11E+01,-4.46E+00
16.47,15.62,-5.57,5.54E+00,5.34E+00,-1.20E+01
13.90,3.36,3.61,2.94E+00,7.94E+00,-1.26E+01
18.11,8.98,0.10,2.55E+00,1.45E+01,-4.37E+00
13.02,4.52,-8.15,-4.01E-01,5.52E+00,-7.59E+00
15.80,6.54,-8.62,1.67E+00,8.70E+00,-5.00E+00
16.21,9.78,-3.10,5.19E+00,6.40E+00,-3.76E+00
15.76,6.33,-0.09,4.89E+00,5.97E+00,-1.27E+00
15.79,5.99,-5.48,9.29E+00,6.49E+00,-8.56E+00
16.40,8.52,-6.82,4.86E+00,9.47E+00,-7.02E+00
14.23,2.96,-3.69,1.22E+01,9.57E+00,-6.35E+00
14.20,11.59,-4.62,1.06E+01,4.22E+00,-6.50E+00
13.87,11.86,-6.12,1.04E+01,5.45E+00,-3.03E+00
20.87,7.80,-0.20,1.28E+01,9.28E+00,-4.70E+00
19.56,9.32,-4.72,1.05E+01,7.45E+00,-3.27E+00
20.10,6.25,-1.75,9.29E+00,1.16E+01,-9.70E-01
17.77,10.61,0.69,9.21E+00,4.72E+00,-1.94E+00
10.42,8.10,-3.41,7.26E+00,7.99E+00,-3.65E+00
12.95,9.89,-6.18,1.15E+00,5.52E+00,-4.65E+00
12.76,16.36,-2.62,6.92E+00,4.07E+00,-6.13E+00
3.98,10.16,-1.17,-9.91E-01,1.79E+01,8.49E+00
-4.33,11.09,-5.53,-5.15E+00,4.57E+00,3.74E+00
-1.06,16.13,-3.82,-2.63E+00,9.45E+00,6.42E+00
-0.83,9.79,-4.63,-2.88E+00,6.24E+00,6.41E+00
-1.45,5.62,-5.39,6.35E+00,1.08E+01,-2.56E+00
-1.52,6.99,1.29,-3.21E-01,8.92E+00,3.58E+00
-3.10,5.25,-6.55,-2.34E-01,6.47E+00,9.46E-01
8.33,4.66,-5.64,6.27E-01,5.69E+00,4.93E+00
-2.48,11.28,-2.47,8.24E+00,1.03E+01,-1.72E+00
1.82,16.46,1.62,5.28E-01,5.28E+00,6.71E+00
-4.43,15.22,-2.31,3.26E+00,1.09E+01,3.26E+00
0.31,11.21,-3.59,2.27E+00,-1.31E+00,2.39E+00
-6.09,11.12,7.69,6.19E+00,2.15E+00,5.99E-01
1.16,9.90,-3.04,4.52E+00,8.60E+00,3.96E+00
-5.38,11.23,-4.27,-9.05E+00,6.43E+00,4.06E-01
8.30,4.84,2.85,-4.25E+00,8.54E+00,4.61E-01
6.72,12.19,-1.12,-1.03E+00,9.46E+00,2.88E+00
-1.30,8.43,-4.18,5.13E-01,9.51E+00,2.26E+00
1.01,9.77,-4.71,6.14E+00,3.71E+00,4.72E-01
-11.74,7.33,-1.34,7.59E+00,1.17E+01,1.63E+00
-2.51,6.32,1.44,6.47E+00,1.43E+01,-2.32E+00
-2.83,12.06,0.56,6.41E-01,1.08E+01,-1.13E-01
-0.29,6.84,-2.32,2.37E+00,2.29E+00,-7.64E-01
-5.30,9.18,-3.06,-3.47E+00,9.05E+00,6.99E+00
-6.70,10.19,0.44,-2.12E+00,3.31E+00,2.70E+00
-3.04,11.39,-3.92,5.14E+00,5.09E+00,1.45E+00
-8.69,14.72,-2.72,1.07E+01,2.88E+00,4.20E+00
-8.54,10.27,-3.59,5.96E+00,1.22E+01,1.20E+00
-5.24,4.70,0.47,6.38E+00,5.92E+00,-5.12E+00
-2.34,9.82,-3.16,2.96E+00,6.50E+00,4.20E-01
-5.61,7.91,-2.08,5.72E+00,7.96E+00,3.60E+00
-5.57,12.22,-3.02,-4.56E-01,1.20E+01,3.88E+00
-7.46,6.06,-0.46,2.65E+00,1.11E+01,-3.31E+00
-7.73,15.80,-3.17,2.54E+00,4.42E+00,3.41E+00
-8.40,11.09,-0.77,-1.53E+00,4.23E+00,9.16E-01
0.41,7.82,-3.60,2.92E+00,8.52E+00,2.21E+00
-5.48,14.43,2.47,1.82E+00,4.38E+00,2.61E+00
-2.73,11.14,-8.32,2.43E+00,8.04E+00,4.84E+00
-5.46,6.37,3.17,3.96E+00,1.08E+01,2.40E+00
-1.27,12.01,-3.72,8.56E+00,6.41E+00,-2.81E+00
-5.33,13.77,-3.76,5.03E+00,7.01E+00,4.28E+00
-4.06,14.82,-2.76,5.61E+00,1.15E+01,7.83E+00
-5.18,9.64,-6.36,3.47E+00,7.63E+00,3.76E+00
-0.84,11.19,-7.91,3.49E+00,1.25E+01,6.51E+00
-4.32,13.39,-3.24,1.13E+01,1.03E+01,2.67E+00
-4.37,9.56,-2.41,5.42E+00,1.08E+01,5.61E+00
-1.53,11.50,2.68,5.22E+00,9.33E+00,-4.12E+00
-0.61,14.97,-4.04,4.61E+00,7.59E+00,4.86E+00
-0.55,4.26,1.44,-1.26E+00,4.31E+00,-2.40E-01
-2.11,14.15,-1.41,2.80E+00,1.54E+01,6.44E+00
-11.83,10.32,-2.49,2.07E+00,1.28E+01,5.05E+00
-4.98,6.84,-5.27,1.79E+00,9.84E+00,-5.57E+00
3.58,5.40,-3.99,-6.11E-02,1.08E+01,-4.38E+00
-6.42,18.47,1.81,-5.30E+00,1.21E+01,-1.83E+00
-2.30,3.62,-2.87,-1.66E+00,6.52E+00,4.28E+00
-1.67,11.49,2.67,4.28E+00,9.06E+00,-1.82E+00
0.67,7.31,-3.10,2.88E+00,1.35E+01,-7.57E-02
8.88,10.21,-5.82,6.28E+00,7.87E+00,1.67E+00
3.99,8.40,4.47,6.36E+00,8.87E+00,2.04E+00
1.76,14.89,-1.28,2.49E+00,3.83E+00,2.30E+00
-4.12,12.65,0.11,-3.25E+00,9.15E+00,3.75E+00
-1.85,14.65,-1.55,2.70E+00,9.42E+00,-4.63E+00
1.46,13.61,-4.23,1.10E+01,9.40E+00,2.87E+00
-2.03,12.90,-3.01,3.45E+00,8.54E+00,-9.54E-01
1.53,3.96,-2.31,6.09E+00,5.80E+00,2.53E+00
-2.54,12.93,0.83,9.91E+00,7.06E+00,2.02E-02
-3.01,10.26,4.66,7.02E+00,1.01E+01,6.44E+00
-7.41,3.84,-1.57,-9.65E-01,4.99E+00,1.56E-01
-6.31,8.64,-0.21,-1.68E-01,1.04E+01,9.71E-01
-7.56,8.94,0.72,7.63E+00,6.35E+00,2.61E+00
0.35,12.80,1.33,4.15E+00,9.85E+00,1.27E+00
-6.99,12.41,1.62,2.06E+00,5.19E+00,7.49E+00
-7.18,12.43,-5.55,-8.47E-01,7.52E+00,4.90E+00
-9.49,8.89,-5.39,5.51E+00,5.19E+00,1.15E+00
-11.48,9.19,-1.66,6.91E+00,7.17E+00,-3.53E+00
-11.36,10.56,-2.82,5.54E+00,9.67E+00,1.44E+00
-7.05,4.89,-2.92,3.35E+00,4.06E+00,9.59E-01
-16.25,9.67,2.48,1.62E+00,7.44E+00,-7.65E+00
-5.72,10.18,-2.47,-3.46E+00,4.93E+00,1.01E-01
-14.63,15.37,1.39,9.39E-01,1.16E+01,4.75E+00
-9.17,12.14,1.75,-3.17E-01,7.25E+00,-1.21E+00
-14.67,10.10,-2.94,4.56E+00,1.07E+01,4.67E+00
-8.05,8.06,2.80,2.88E+00,1.30E+01,-8.06E-01
-9.05,1.23,-4.23,6.78E+00,1.33E+01,9.42E-01
-16.99,5.61,-7.72,3.28E+00,3.36E+00,2.99E+00
-14.77,8.72,-2.15,4.40E+00,5.82E+00,6.75E+00
-7.84,14.97,5.87,1.96E+00,9.17E+00,1.44E+00
-8.89,8.89,-2.02,1.36E+00,9.67E+00,7.73E+00
-16.13,5.74,-0.38,4.71E+00,5.81E+00,2.48E+00
-8.75,0.56,0.22,5.80E+00,5.35E+00,5.25E+00
-10.81,6.36,2.21,1.30E+00,1.02E+01,2.91E+00
-10.84,9.75,2.62,-5.87E-01,7.78E+00,3.54E+00
-15.47,10.22,3.13,-3.65E+00,1.06E+01,1.84E+00
-21.13,8.26,-1.60,-7.97E-02,7.88E+00,6.07E+00
-7.98,7.83,-2.74,2.00E+00,5.94E+00,-2.17E+00
-25.37,4.93,1.73,-2.55E+00,6.04E+00,2.98E-01
-19.48,10.95,3.95,2.60E+00,9.79E+00,6.99E+00
-21.28,8.49,-7.50,8.09E+00,7.09E+00,4.24E+00
-15.55,6.86,-0.62,3.86E+00,1.19E+01,1.20E+01
-21.42,4.27,-0.42,6.51E+00,8.52E+00,7.17E+00
-18.00,3.71,2.14,3.26E+00,1.18E+01,1.01E+01
-17.93,8.71,-4.17,6.43E+00,1.04E+01,9.13E+00
-22.28,5.83,2.23,4.19E+00,1.08E+01,8.97E+00
-17.76,10.55,3.33,6.29E-01,9.43E+00,1.46E+01
-19.91,3.18,-1.97,-4.41E+00,1.11E+01,1.80E+01
-18.68,7.00,10.64,-4.73E+00,8.60E+00,8.22E+00
-22.93,12.94,-2.82,9.93E-01,1.09E+01,1.45E+01
-17.74,7.07,0.05,3.96E+00,5.30E+00,1.52E+01
-19.63,7.82,-3.61,4.00E-03,7.01E+00,9.95E+00
-21.34,10.25,3.80,2.86E+00,7.77E+00,1.69E+01
-20.07,7.15,-3.74,3.19E+00,3.41E+00,1.38E+01
-18.43,7.37,1.42,7.02E+00,1.18E+01,9.05E+00
-22.90,5.83,2.59,-1.44E+00,9.05E+00,1.44E+01
-17.94,11.64,0.43,5.54E+00,8.01E+00,5.52E+00
-19.43,9.25,-0.45,4.18E+00,1.07E+01,1.01E+01
-21.50,10.26,0.43,-2.81E+00,1.18E+01,8.72E+00
-17.69,7.59,-0.92,4.02E-01,8.04E+00,5.08E+00
-17.13,9.12,-1.94,2.30E+00,4.31E+00,1.47E+01
-22.92,6.51,0.78,-7.88E-01,5.56E+00,1.26E+01
-26.02,4.65,-0.73,2.98E+00,8.81E+00,1.13E+01
-27.66,11.47,-4.32,5.85E+00,1.28E+01,1.15E+01
-18.40,10.78,12.02,8.52E+00,7.34E+00,1.54E+01
-18.31,5.93,-5.52,-7.18E-01,7.41E+00,1.52E+01
-15.82,4.61,0.76,-1.29E+00,3.11E+00,1.68E+01
-23.55,7.34,-0.25,2.13E+00,1.02E+01,1.32E+01
-20.18,6.23,2.63,3.25E+00,1.08E+01,1.64E+01
-23.67,11.76,2.47,4.64E+00,6.94E+00,1.02E+01
-12.30,8.55,-1.37,7.25E+00,6.50E+00,1.35E+01
-20.18,8.70,1.69,8.47E+00,3.38E+00,1.16E+01
-18.57,11.83,-4.75,6.43E+00,5.69E+00,1.47E+01
-19.33,12.17,0.94,2.26E+00,1.20E+01,1.44E+01
-19.59,11.65,-8.02,-4.01E-01,4.45E+00,1.27E+01
-15.81,13.07,-5.79,-1.19E+00,3.69E+00,7.25E+00
-15.41,13.77,-1.03,4.20E+00,1.26E+01,1.15E+01
-16.14,1.94,-0.75,3.84E+00,1.22E+01,1.59E+01
-19.16,6.31,1.40,8.09E-01,1.10E+01,1.81E+01
-14.61,10.36,2.07,3.11E+00,1.09E+01,1.21E+01
-18.60,12.48,6.35,7.04E+00,1.39E+01,1.19E+01
-20.17,10.64,-0.13,-2.92E+00,8.34E+00,1.27E+01
-20.89,8.51,4.06,1.57E+00,1.09E+01,1.26E+01
-21.37,8.50,-0.73,3.36E+00,1.57E+01,1.18E+01
-19.36,5.43,5.90,2.37E+00,1.10E+01,1.45E+01
-24.28,17.03,5.11,1.07E+01,9.56E+00,9.00E+00
-11.70,6.43,2.27,3.82E+00,9.02E+00,1.38E+01
-13.54,9.41,1.85,8.46E-01,6.95E+00,1.31E+01
-13.25,11.60,1.81,2.31E+00,8.24E+00,1.45E+01
-17.51,12.98,2.15,-3.42E+00,8.80E+00,7.36E+00
-18.57,12.10,0.96,2.94E+00,7.57E+00,9.41E+00
-13.46,13.59,3.04,6.06E+00,7.35E+00,1.28E+01
-16.08,15.73,-0.26,9.87E+00,1.03E+01,2.54E+00
-17.09,12.21,-0.04,6.03E+00,1.20E+01,8.07E+00
-14.66,11.27,1.09,5.73E+00,5.96E+00,7.91E+00
-13.36,13.87,3.03,4.58E+00,5.40E+00,7.56E+00
-16.56,8.73,2.14,5.40E+00,8.44E+00,1.15E+01
-15.27,5.56,-0.32,4.66E+00,4.63E+00,1.00E+01
-11.28,12.42,-3.40,7.21E+00,1.06E+01,6.90E+00
-15.36,10.20,8.95,9.77E+00,1.18E+01,1.43E+01
-15.75,9.21,-4.54,5.83E+00,7.02E+00,1.50E+01
-18.86,11.78,3.57,6.62E+00,9.23E+00,9.50E+00
-13.48,12.41,4.70,6.60E+00,9.91E+00,1.88E+01
-8.56,12.85,0.16,1.74E-01,6.70E+00,7.82E+00
-10.14,11.79,-2.21,-6.85E-01,9.16E+00,8.19E+00
-17.03,9.06,5.47,1.54E+00,8.66E+00,1.44E+01
-17.99,14.35,6.76,6.49E+00,1.12E+01,1.43E+01
-20.67,12.01,-4.03,-2.05E+00,4.09E+00,1.18E+01
-12.25,9.61,2.50,9.05E+00,7.74E+00,1.51E+01
-12.74,8.43,5.63,1.04E+00,1.16E+01,1.45E+01
-11.69,11.85,1.86,7.72E-01,2.21E+00,1.57E+01
-17.91,8.79,-3.76,-4.08E+00,6.16E+00,1.15E+01
-18.10,12.25,4.47,-5.58E-01,1.21E+01,1.17E+01
-15.66,7.86,3.64,-2.57E+00,9.06E+00,8.41E+00
-13.01,8.42,-1.43,1.43E+00,8.30E+00,1.60E+01
-16.99,8.98,3.86,3.57E+00,5.85E+00,1.99E+01
-9.83,6.22,-3.00,9.49E+00,1.10E+01,9.46E+00
-24.17,13.25,2.51,1.00E+01,1.34E+01,1.27E+01
-9.36,11.98,0.45,1.34E+00,1.12E+01,1.61E+01
-13.16,16.12,-1.19,4.11E+00,1.39E+01,3.62E+00
-7.90,9.46,3.72,9.33E+00,6.89E+00,1.24E+01
-8.64,11.49,1.42,4.13E+00,5.45E+00,1.09E+01
-16.18,1.56,1.85,7.90E+00,1.06E+01,1.19E+01
-11.84,12.04,-0.66,2.56E+00,9.08E+00,1.12E+01
-10.79,6.00,2.47,3.54E+00,6.20E+00,1.32E+01
-10.39,7.09,-1.94,1.40E+00,1.02E+01,1.20E+01
-15.76,4.98,2.38,3.04E+00,7.33E+00,1.50E+01
-21.20,10.07,1.24,4.46E+00,5.12E+00,9.51E+00
-15.38,16.03,-1.83,8.07E-01,6.76E+00,1.58E+01
-18.05,10.97,0.16,7.48E+00,1.06E+01,9.47E+00
-14.58,9.86,-1.43,-2.49E+00,1.26E+01,9.75E+00
-12.75,9.42,1.51,5.51E+00,1.29E+01,1.11E+01
-16.77,9.34,-5.35,8.13E+00,9.72E+00,9.44E+00
-19.03,7.08,1.93,5.86E+00,1.36E+01,1.12E+01
-7.66,6.90,1.20,-5.16E+00,1.47E+01,1.63E+01
-13.55,11.83,4.40,4.90E+00,8.21E+00,1.38E+01
0.89,10.45,1.41,1.78E+00,5.72E+00,1.04E+01
-9.54,12.29,5.68,2.59E+00,5.21E+00,1.38E+01
-9.45,9.59,3.77,8.51E+00,1.42E+01,7.37E+00
-7.85,9.61,-4.16,4.24E+00,1.20E+01,9.17E+00
-10.88,10.84,1.05,3.07E+00,8.95E+00,1.48E+01
-13.74,9.29,-2.14,2.57E+00,1.06E+01,1.46E+01
-5.94,6.10,0.63,5.91E+00,1.08E+01,1.15E+01
-12.60,6.10,3.50,6.80E+00,6.84E+00,1.47E+01
-9.99,8.32,0.08,1.10E+00,8.40E+00,8.62E+00
-12.02,10.29,-1.88,3.96E-01,1.19E+01,1.11E+01
-0.78,17.44,-1.41,3.33E+00,1.47E+01,5.10E+00
-7.96,12.17,0.60,6.18E+00,7.64E+00,1.05E+01
-15.91,9.82,-0.75,7.67E+00,1.12E+01,1.08E+01
-4.34,7.97,-2.56,1.11E+00,6.51E+00,7.41E+00
-12.26,10.49,-1.42,3.74E-01,7.65E+00,1.01E+01
-7.48,5.24,-3.55,2.37E+00,1.11E+01,1.19E+01
-11.66,12.86,-3.56,-8.41E-01,1.13E+01,8.16E+00
-9.81,11.77,3.27,1.62E+00,6.04E+00,1.23E+01
-12.79,10.09,0.02,2.65E+00,9.11E+00,1.54E+01
-7.45,2.79,-7.33,-3.23E+00,8.83E+00,1.07E+01
-6.29,16.07,0.62,5.28E-01,1.43E+01,1.19E+01
-9.67,8.76,-5.18,2.96E+00,4.25E+00,8.96E+00
-9.46,2.58,1.82,-4.72E+00,8.79E+00,1.17E+01
-6.47,8.20,3.45,-8.61E-01,9.11E+00,1.30E+01
-8.39,9.98,-3.76,4.98E+00,1.01E+01,1.20E+01
-0.64,9.40,-1.31,4.80E+00,8.17E+00,6.42E+00
-11.40,13.97,-0.80,3.95E+00,6.02E+00,1.01E+01
-2.60,9.28,-3.66,-4.22E-01,9.71E+00,9.70E+00
-7.65,8.79,-2.98,6.79E+00,1.13E+01,9.31E+00
-8.76,9.56,2.18,5.99E-01,9.59E+00,1.01E+01
-9.80,11.40,-0.89,-3.44E-01,6.82E+00,1.09E+01
-7.75,9.14,1.91,2.83E+00,4.06E+00,8.19E+00
-4.96,6.42,2.78,2.38E-01,8.97E+00,1.14E+01
-8.35,4.41,1.48,-3.30E-03,1.19E+01,8.75E+00
-7.30,7.76,-2.69,-3.58E+00,1.21E+01,7.04E+00
-12.20,11.65,1.17,5.99E+00,1.54E+01,7.25E+00
-8.96,15.95,4.68,6.13E+00,1.07E+01,1.12E+01
-0.87,5.49,0.42,4.75E+00,8.71E+00,1.05E+01
2.65,10.41,6.24,1.02E+01,8.71E+00,1.08E+01
-4.88,16.09,-4.23,6.60E+00,4.95E+00,1.09E+01
-12.39,38.00,8.23,7.06E+00,8.09E+00,8.58E+00
-5.01,5.40,0.47,4.27E-01,6.90E+00,1.53E+01
-6.54,6.50,1.00,3.70E+00,1.22E+01,9.82E+00
-9.53,8.82,1.21,-3.50E+00,1.17E+01,1.06E+01
-9.95,12.94,5.27,-2.95E+00,1.01E+01,1.36E+01
-5.42,15.38,-1.47,-3.88E+00,5.71E+00,8.72E+00
-11.68,7.80,-4.04,6.24E+00,8.74E+00,1.09E+01
-7.72,5.63,2.24,4.46E+00,5.95E+00,1.19E+01
-16.97,15.19,-1.50,9.46E+00,1.01E+01,1.06E+01
-15.96,7.84,6.96,-1.10E+00,4.35E+00,1.11E+01
-12.82,11.82,2.37,-1.85E+00,4.00E-01,1.31E+01
-15.08,11.49,-2.13,3.74E+00,4.20E+00,6.58E+00
-3.26,13.43,0.96,4.72E+00,1.22E+01,1.78E+01
-3.45,8.12,-1.57,4.04E+00,5.58E+00,9.28E+00
-6.62,15.47,0.37,-1.61E+00,9.89E+00,9.19E+00
-9.63,17.17,-3.89,-6.25E+00,6.75E+00,1.42E+01
-10.33,14.91,-2.67,5.47E-01,4.34E+00,1.82E+01
-7.86,10.76,2.24,5.51E+00,8.63E+00,1.12E+01
-0.25,6.31,3.13,4.86E+00,6.60E+00,1.00E+01
-9.35,9.67,1.02,1.04E+01,4.35E+00,4.35E+00
-11.15,12.73,2.38,-1.44E+00,8.69E+00,1.04E+01
-6.49,12.23,2.37,-3.00E+00,6.89E+00,4.79E+00
-14.91,10.40,5.80,1.67E+00,2.43E+00,1.55E+01
-12.34,5.49,0.19,-4.97E+00,5.61E+00,1.32E+01
-3.87,11.54,-1.42,3.89E+00,7.11E+00,6.98E+00
-8.02,14.45,3.26,-5.02E-01,7.49E+00,8.31E+00
-6.85,10.39,-1.26,-2.21E-01,1.76E+00,1.31E+01
-4.74,7.79,1.83,1.08E+00,6.23E+00,7.79E+00
-9.60,8.72,4.31,3.70E-01,5.58E+00,1.61E+01
-11.07,11.93,-3.35,6.26E+00,3.84E+00,1.27E+01
