Bscat 	Time 	Denuder 
1.81E+01	11:35	Without denuder
1.67E+01	11:35	Without denuder
3.72E+01	11:35	Without denuder
4.28E+01	11:35	Without denuder
3.62E+01	11:35	Without denuder
5.16E+01	11:35	Without denuder
1.11E+01	11:35	Without denuder
2.08E+01	11:35	Without denuder
4.18E+01	11:35	Without denuder
2.87E+01	11:35	Without denuder
2.23E+01	11:35	Without denuder
3.51E+01	11:35	Without denuder
3.46E+01	11:35	Without denuder
1.36E+01	11:35	Without denuder
1.09E+02	11:35	Without denuder
5.08E+01	11:35	Without denuder
2.59E+01	11:35	Without denuder
1.19E+01	11:35	Without denuder
3.53E+01	11:35	Without denuder
2.03E+01	11:35	Without denuder
1.45E+01	11:35	Without denuder
1.41E+02	11:35	Without denuder
3.78E+01	11:35	Without denuder
3.14E+01	11:35	Without denuder
5.02E+01	11:35	Without denuder
1.98E+01	11:35	Without denuder
3.84E+01	11:35	Without denuder
2.77E+01	11:35	Without denuder
1.49E+01	11:35	Without denuder
2.87E+01	11:35	Without denuder
2.04E+01	11:35	Without denuder
3.41E+01	11:35	Without denuder
5.49E+01	11:35	Without denuder
6.20E+01	11:35	Without denuder
4.63E+01	11:35	Without denuder
1.67E+01	11:35	Without denuder
4.60E+01	11:35	Without denuder
4.17E+01	11:35	Without denuder
8.06E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
2.59E+01	11:35	Without denuder
3.98E+01	11:35	Without denuder
2.02E+01	11:35	Without denuder
4.31E+01	11:35	Without denuder
4.19E+01	11:35	Without denuder
8.64E+00	11:35	Without denuder
1.40E+01	11:35	Without denuder
2.89E+01	11:35	Without denuder
8.52E+01	11:35	Without denuder
4.28E+01	11:35	Without denuder
3.42E+01	11:35	Without denuder
6.24E+01	11:35	Without denuder
2.35E+01	11:35	Without denuder
2.99E+01	11:35	Without denuder
5.42E+01	11:35	Without denuder
4.20E+01	11:35	Without denuder
3.05E+01	11:35	Without denuder
2.08E+01	11:35	Without denuder
2.27E+01	11:35	Without denuder
2.16E+01	11:35	Without denuder
2.54E+01	11:35	Without denuder
3.72E+01	11:35	Without denuder
2.84E+01	11:35	Without denuder
2.67E+01	11:35	Without denuder
4.61E+01	11:35	Without denuder
1.15E+01	11:35	Without denuder
4.38E+01	11:35	Without denuder
2.50E+01	11:35	Without denuder
1.51E+01	11:35	Without denuder
3.17E+01	11:35	Without denuder
1.78E+01	11:35	Without denuder
1.17E+01	11:35	Without denuder
3.76E+01	11:35	Without denuder
2.36E+01	11:35	Without denuder
1.02E+02	11:35	Without denuder
2.55E+01	11:35	Without denuder
4.80E+01	11:35	Without denuder
1.66E+01	11:35	Without denuder
2.07E+01	11:35	Without denuder
2.41E+01	11:35	Without denuder
1.36E+01	11:35	Without denuder
1.83E+01	11:35	Without denuder
1.75E+01	11:35	Without denuder
2.60E+01	11:35	Without denuder
7.80E+01	11:35	Without denuder
6.87E+01	11:35	Without denuder
1.65E+01	11:35	Without denuder
1.96E+01	11:35	Without denuder
1.92E+01	11:35	Without denuder
2.71E+01	11:35	Without denuder
2.08E+01	11:35	Without denuder
1.54E+01	11:35	Without denuder
1.27E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
5.18E+01	11:35	Without denuder
2.20E+01	11:35	Without denuder
5.33E+01	11:35	Without denuder
1.92E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
1.42E+01	11:35	Without denuder
3.11E+01	11:35	Without denuder
4.24E+01	11:35	Without denuder
4.32E+01	11:35	Without denuder
1.55E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
1.89E+01	11:35	Without denuder
3.77E+01	11:35	Without denuder
3.80E+01	11:35	Without denuder
4.83E+01	11:35	Without denuder
2.36E+01	11:35	Without denuder
1.62E+01	11:35	Without denuder
7.65E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
2.28E+01	11:35	Without denuder
2.23E+01	11:35	Without denuder
5.44E+01	11:35	Without denuder
1.07E+02	11:35	Without denuder
4.63E+01	11:35	Without denuder
2.28E+01	11:35	Without denuder
2.04E+01	11:35	Without denuder
2.67E+01	11:35	Without denuder
2.02E+01	11:35	Without denuder
5.21E+01	11:35	Without denuder
5.28E+01	11:35	Without denuder
3.79E+01	11:35	Without denuder
2.61E+01	11:35	Without denuder
1.68E+01	11:35	Without denuder
4.64E+01	11:35	Without denuder
1.17E+02	11:35	Without denuder
5.57E+01	11:35	Without denuder
3.64E+01	11:35	Without denuder
3.16E+01	11:35	Without denuder
2.73E+01	11:35	Without denuder
3.34E+01	11:35	Without denuder
1.93E+01	11:35	Without denuder
1.84E+01	11:35	Without denuder
2.09E+01	11:35	Without denuder
1.61E+01	11:35	Without denuder
2.78E+01	11:35	Without denuder
4.59E+01	11:35	Without denuder
1.96E+01	11:35	Without denuder
1.53E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
1.37E+01	11:35	Without denuder
1.14E+02	11:35	Without denuder
7.65E+01	11:35	Without denuder
2.74E+01	11:35	Without denuder
7.19E+01	11:35	Without denuder
2.45E+01	11:35	Without denuder
2.74E+01	11:35	Without denuder
8.82E+01	11:35	Without denuder
5.38E+01	11:35	Without denuder
2.81E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
5.01E+01	11:35	Without denuder
3.66E+01	11:35	Without denuder
1.60E+01	11:35	Without denuder
4.27E+01	11:35	Without denuder
1.18E+01	11:35	Without denuder
3.41E+01	11:35	Without denuder
1.03E+02	11:35	Without denuder
1.76E+02	11:35	Without denuder
3.84E+01	11:35	Without denuder
5.47E+01	11:35	Without denuder
1.89E+01	11:35	Without denuder
2.04E+01	11:35	Without denuder
9.57E+00	11:35	Without denuder
1.66E+01	11:35	Without denuder
2.62E+01	11:35	Without denuder
3.15E+01	11:35	Without denuder
4.95E+01	11:35	Without denuder
3.59E+01	11:35	Without denuder
4.16E+01	11:35	Without denuder
1.38E+01	11:35	Without denuder
4.14E+01	11:35	Without denuder
5.35E+01	11:35	Without denuder
8.37E+01	11:35	Without denuder
6.13E+01	11:35	Without denuder
3.11E+01	11:35	Without denuder
1.33E+01	11:35	Without denuder
2.17E+01	11:35	Without denuder
3.86E+01	11:35	Without denuder
5.91E+01	11:35	Without denuder
2.74E+01	11:35	Without denuder
2.49E+01	11:35	Without denuder
1.94E+01	11:35	Without denuder
3.09E+01	11:35	Without denuder
4.13E+01	11:35	Without denuder
5.51E+01	11:35	Without denuder
4.37E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
4.60E+01	11:35	Without denuder
4.12E+01	11:35	Without denuder
1.47E+01	11:35	Without denuder
3.76E+01	11:35	Without denuder
7.19E+01	11:35	Without denuder
2.49E+01	11:35	Without denuder
1.70E+01	11:35	Without denuder
4.99E+01	11:35	Without denuder
3.44E+01	11:35	Without denuder
1.73E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
1.04E+01	11:35	Without denuder
3.57E+01	11:35	Without denuder
3.21E+01	11:35	Without denuder
1.42E+01	11:35	Without denuder
1.63E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
7.90E+01	11:35	Without denuder
5.01E+01	11:35	Without denuder
2.87E+01	11:35	Without denuder
3.46E+01	11:35	Without denuder
6.48E+01	11:35	Without denuder
3.15E+01	11:35	Without denuder
3.77E+01	11:35	Without denuder
1.95E+01	11:35	Without denuder
4.20E+01	11:35	Without denuder
2.06E+01	11:35	Without denuder
3.25E+01	11:35	Without denuder
2.13E+01	11:35	Without denuder
1.77E+01	11:35	Without denuder
3.19E+01	11:35	Without denuder
1.73E+01	11:35	Without denuder
4.01E+01	11:35	Without denuder
1.38E+01	11:35	Without denuder
3.28E+01	11:35	Without denuder
3.01E+01	11:35	Without denuder
1.50E+01	11:35	Without denuder
5.94E+01	11:35	Without denuder
4.26E+01	11:35	Without denuder
2.47E+02	11:35	Without denuder
1.23E+01	11:35	Without denuder
4.77E+01	11:35	Without denuder
3.23E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
4.42E+01	11:35	Without denuder
2.33E+01	11:35	Without denuder
6.59E+01	11:35	Without denuder
2.17E+01	11:35	Without denuder
2.25E+01	11:35	Without denuder
1.19E+01	11:35	Without denuder
2.14E+01	11:35	Without denuder
3.97E+01	11:35	Without denuder
3.28E+01	11:35	Without denuder
6.86E+01	11:35	Without denuder
4.23E+01	11:35	Without denuder
2.12E+01	11:35	Without denuder
4.69E+01	11:35	Without denuder
2.37E+01	11:35	Without denuder
1.67E+01	11:35	Without denuder
4.92E+01	11:35	Without denuder
2.73E+01	11:35	Without denuder
7.49E+01	11:35	Without denuder
1.71E+01	11:35	Without denuder
2.41E+01	11:35	Without denuder
2.43E+01	11:35	Without denuder
1.81E+01	11:35	Without denuder
2.27E+01	11:35	Without denuder
1.86E+01	11:35	Without denuder
1.21E+01	11:35	Without denuder
3.97E+01	11:35	Without denuder
2.72E+01	11:35	Without denuder
6.04E+01	11:35	Without denuder
3.17E+01	11:35	Without denuder
1.37E+01	11:35	Without denuder
1.74E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
7.86E+01	11:35	Without denuder
5.17E+01	11:35	Without denuder
2.02E+01	11:35	Without denuder
2.47E+01	11:35	Without denuder
4.77E+01	11:35	Without denuder
1.89E+01	11:35	Without denuder
3.49E+01	11:35	Without denuder
3.55E+01	11:35	Without denuder
5.33E+01	11:35	Without denuder
5.20E+01	11:35	Without denuder
8.58E+01	11:35	Without denuder
3.79E+01	11:35	Without denuder
1.76E+01	11:35	Without denuder
2.23E+01	11:35	Without denuder
2.68E+01	11:35	Without denuder
6.49E+01	11:35	Without denuder
2.29E+01	11:35	Without denuder
5.79E+01	11:35	Without denuder
3.64E+01	11:35	Without denuder
3.18E+01	11:35	Without denuder
3.02E+01	11:35	Without denuder
1.64E+01	11:35	Without denuder
2.91E+01	11:35	Without denuder
1.56E+01	11:35	Without denuder
4.39E+01	11:35	Without denuder
4.10E+01	11:35	Without denuder
3.26E+01	11:35	Without denuder
5.84E+01	11:35	Without denuder
4.72E+01	11:35	Without denuder
5.06E+01	11:35	Without denuder
1.40E+01	11:35	Without denuder
3.88E+01	11:35	Without denuder
1.52E+01	11:35	Without denuder
1.72E+01	11:35	Without denuder
1.89E+01	11:35	Without denuder
5.39E+01	11:35	Without denuder
4.19E+01	11:35	Without denuder
1.82E+01	11:35	Without denuder
2.88E+01	11:35	Without denuder
7.63E+00	11:35	Without denuder
2.02E+01	11:35	Without denuder
3.03E+01	11:35	Without denuder
7.39E+01	11:35	Without denuder
1.82E+01	11:35	Without denuder
2.42E+01	11:35	Without denuder
4.53E+01	11:35	Without denuder
1.34E+01	11:35	Without denuder
2.31E+01	11:35	Without denuder
1.38E+01	11:35	Without denuder
4.32E+01	11:35	Without denuder
2.34E+01	11:35	Without denuder
2.28E+01	11:35	Without denuder
2.38E+01	11:35	Without denuder
3.73E+01	11:35	Without denuder
1.39E+01	11:35	Without denuder
2.06E+01	11:35	Without denuder
9.68E+00	11:35	Without denuder
3.63E+01	11:35	Without denuder
1.34E+01	11:35	Without denuder
2.18E+01	11:35	Without denuder
3.05E+01	11:35	Without denuder
2.85E+01	11:35	Without denuder
2.61E+01	11:35	Without denuder
5.15E+01	11:35	Without denuder
2.03E+01	11:35	Without denuder
2.38E+01	11:35	Without denuder
5.96E+01	11:35	Without denuder
4.64E+01	11:35	Without denuder
3.80E+01	11:35	Without denuder
4.47E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
1.85E+01	11:35	Without denuder
1.63E+01	11:35	Without denuder
2.34E+01	11:35	Without denuder
1.46E+01	11:35	Without denuder
1.28E+01	11:35	Without denuder
2.05E+01	11:35	Without denuder
3.21E+01	11:35	Without denuder
1.19E+01	11:35	Without denuder
2.03E+01	11:35	Without denuder
7.35E+01	11:35	Without denuder
3.28E+01	11:35	Without denuder
3.39E+01	11:35	Without denuder
5.00E+01	11:35	Without denuder
3.86E+01	11:35	Without denuder
8.90E+01	11:35	Without denuder
1.83E+01	11:35	Without denuder
3.68E+01	11:35	Without denuder
8.51E+01	11:35	Without denuder
4.26E+01	11:35	Without denuder
1.69E+01	11:35	Without denuder
2.86E+01	11:35	Without denuder
2.28E+01	11:35	Without denuder
1.69E+01	11:35	Without denuder
3.63E+01	11:35	Without denuder
2.98E+01	11:35	Without denuder
5.68E+01	11:35	Without denuder
2.14E+01	11:35	Without denuder
1.56E+01	11:35	Without denuder
1.24E+01	11:35	Without denuder
3.08E+01	11:35	Without denuder
4.68E+01	11:35	Without denuder
3.22E+01	11:35	Without denuder
3.85E+01	11:35	Without denuder
1.21E+01	11:35	Without denuder
5.53E+01	11:35	Without denuder
1.80E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
3.33E+01	11:35	Without denuder
4.15E+01	11:35	Without denuder
1.71E+01	11:35	Without denuder
3.41E+01	11:35	Without denuder
9.01E+01	11:35	Without denuder
2.34E+01	11:35	Without denuder
3.51E+01	11:35	Without denuder
2.18E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
1.44E+01	11:35	Without denuder
9.03E+01	11:35	Without denuder
3.42E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
8.44E+01	11:35	Without denuder
2.68E+01	11:35	Without denuder
6.11E+01	11:35	Without denuder
2.41E+01	11:35	Without denuder
3.22E+01	11:35	Without denuder
1.47E+01	11:35	Without denuder
3.57E+01	11:35	Without denuder
2.47E+01	11:35	Without denuder
2.83E+01	11:35	Without denuder
5.24E+01	11:35	Without denuder
3.07E+01	11:35	Without denuder
4.78E+01	11:35	Without denuder
1.43E+01	11:35	Without denuder
1.33E+01	11:35	Without denuder
8.57E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
1.37E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
3.53E+01	11:35	Without denuder
3.66E+01	11:35	Without denuder
2.91E+01	11:35	Without denuder
2.69E+01	11:35	Without denuder
3.36E+01	11:35	Without denuder
6.67E+01	11:35	Without denuder
5.64E+01	11:35	Without denuder
1.63E+01	11:35	Without denuder
4.97E+01	11:35	Without denuder
2.22E+01	11:35	Without denuder
5.66E+01	11:35	Without denuder
3.20E+01	11:35	Without denuder
1.65E+01	11:35	Without denuder
2.03E+01	11:35	Without denuder
7.38E+01	11:35	Without denuder
9.09E+01	11:35	Without denuder
2.83E+01	11:35	Without denuder
3.70E+01	11:35	Without denuder
2.17E+01	11:35	Without denuder
3.89E+01	11:35	Without denuder
2.43E+01	11:35	Without denuder
1.16E+01	11:35	Without denuder
2.29E+01	11:35	Without denuder
2.95E+01	11:35	Without denuder
4.87E+01	11:35	Without denuder
4.85E+01	11:35	Without denuder
2.45E+01	11:35	Without denuder
1.01E+02	11:35	Without denuder
3.55E+01	11:35	Without denuder
2.16E+01	11:35	Without denuder
3.44E+01	11:35	Without denuder
4.46E+01	11:35	Without denuder
4.26E+01	11:35	Without denuder
2.35E+01	11:35	Without denuder
2.80E+01	11:35	Without denuder
2.44E+01	11:35	Without denuder
1.66E+01	11:35	Without denuder
1.47E+01	11:35	Without denuder
1.55E+01	11:35	Without denuder
3.89E+01	11:35	Without denuder
4.57E+01	11:35	Without denuder
3.36E+01	11:35	Without denuder
1.60E+01	11:35	Without denuder
3.38E+01	11:35	Without denuder
4.01E+01	11:35	Without denuder
2.51E+01	11:35	Without denuder
1.26E+01	11:35	Without denuder
2.92E+01	11:35	Without denuder
3.62E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
2.38E+01	11:35	Without denuder
3.12E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
5.27E+01	11:35	Without denuder
3.79E+01	11:35	Without denuder
3.64E+01	11:35	Without denuder
1.52E+01	11:35	Without denuder
4.81E+01	11:35	Without denuder
2.43E+01	11:35	Without denuder
2.09E+01	11:35	Without denuder
1.82E+01	11:35	Without denuder
2.22E+01	11:35	Without denuder
4.77E+01	11:35	Without denuder
3.56E+01	11:35	Without denuder
8.48E+01	11:35	Without denuder
3.30E+01	11:35	Without denuder
4.47E+01	11:35	Without denuder
6.59E+01	11:35	Without denuder
3.23E+01	11:35	Without denuder
2.69E+01	11:35	Without denuder
2.32E+01	11:35	Without denuder
2.06E+01	11:35	Without denuder
2.90E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
3.88E+01	11:35	Without denuder
4.45E+01	11:35	Without denuder
3.49E+01	11:35	Without denuder
1.20E+01	11:35	Without denuder
3.53E+01	11:35	Without denuder
1.59E+01	11:35	Without denuder
3.51E+01	11:35	Without denuder
3.19E+01	11:35	Without denuder
1.95E+01	11:35	Without denuder
2.22E+01	11:35	Without denuder
2.89E+01	11:35	Without denuder
1.45E+01	11:35	Without denuder
2.48E+01	11:35	Without denuder
7.60E+01	11:35	Without denuder
1.92E+01	11:35	Without denuder
5.15E+01	11:35	Without denuder
3.26E+01	11:35	Without denuder
1.20E+01	11:35	Without denuder
4.72E+01	11:35	Without denuder
1.59E+01	11:35	Without denuder
2.41E+01	11:35	Without denuder
6.61E+01	11:35	Without denuder
4.99E+01	11:35	Without denuder
3.52E+01	11:35	Without denuder
9.86E+01	11:35	Without denuder
2.34E+01	11:35	Without denuder
1.60E+01	11:35	Without denuder
1.26E+01	11:35	Without denuder
7.50E+01	11:35	Without denuder
2.77E+01	11:35	Without denuder
1.89E+01	11:35	Without denuder
7.80E+01	11:35	Without denuder
1.66E+01	11:35	Without denuder
1.70E+01	11:35	Without denuder
1.92E+01	11:35	Without denuder
1.90E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
3.89E+01	11:35	Without denuder
6.42E+01	11:35	Without denuder
4.23E+01	11:35	Without denuder
3.60E+01	11:35	Without denuder
2.48E+01	11:35	Without denuder
3.20E+01	11:35	Without denuder
1.37E+01	11:35	Without denuder
1.66E+01	11:35	Without denuder
4.79E+01	11:35	Without denuder
3.19E+01	11:35	Without denuder
5.80E+01	11:35	Without denuder
3.93E+01	11:35	Without denuder
7.04E+01	11:35	Without denuder
4.92E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
1.72E+01	11:35	Without denuder
2.81E+01	11:35	Without denuder
6.43E+01	11:35	Without denuder
4.61E+01	11:35	Without denuder
2.42E+01	11:35	Without denuder
9.55E+01	11:35	Without denuder
4.75E+01	11:35	Without denuder
5.74E+01	11:35	Without denuder
3.04E+01	11:35	Without denuder
3.13E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
2.41E+01	11:35	Without denuder
2.60E+01	11:35	Without denuder
2.10E+01	11:35	Without denuder
2.38E+01	11:35	Without denuder
9.80E+01	11:35	Without denuder
1.77E+01	11:35	Without denuder
1.82E+01	11:35	Without denuder
3.60E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
5.77E+01	11:35	Without denuder
9.42E+00	11:35	Without denuder
6.36E+01	11:35	Without denuder
1.65E+01	11:35	Without denuder
1.64E+01	11:35	Without denuder
4.79E+01	11:35	Without denuder
2.23E+01	11:35	Without denuder
4.68E+01	11:35	Without denuder
1.32E+01	11:35	Without denuder
3.71E+01	11:35	Without denuder
5.96E+01	11:35	Without denuder
2.74E+01	11:35	Without denuder
2.42E+01	11:35	Without denuder
2.57E+01	11:35	Without denuder
3.74E+01	11:35	Without denuder
6.08E+01	11:35	Without denuder
3.24E+01	11:35	Without denuder
4.20E+01	11:35	Without denuder
5.39E+01	11:35	Without denuder
1.29E+02	11:35	Without denuder
5.05E+01	11:35	Without denuder
2.04E+01	11:35	Without denuder
4.56E+01	11:35	Without denuder
4.70E+01	11:35	Without denuder
2.40E+01	11:35	Without denuder
1.58E+01	11:35	Without denuder
1.36E+01	11:35	Without denuder
1.98E+01	11:35	Without denuder
3.64E+01	11:35	Without denuder
1.32E+01	11:35	Without denuder
7.48E+01	11:35	Without denuder
4.53E+01	11:35	Without denuder
1.78E+01	11:35	Without denuder
1.78E+01	11:35	Without denuder
3.24E+01	11:35	Without denuder
1.80E+01	11:35	Without denuder
3.66E+01	11:35	Without denuder
5.22E+01	11:35	Without denuder
1.32E+01	11:35	Without denuder
5.71E+01	11:35	Without denuder
2.66E+01	11:35	Without denuder
1.03E+01	11:35	Without denuder
1.46E+01	11:35	Without denuder
3.17E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
8.23E+00	11:35	Without denuder
2.18E+01	11:35	Without denuder
2.51E+01	11:35	Without denuder
2.93E+01	11:35	Without denuder
1.98E+01	11:35	Without denuder
2.58E+01	11:35	Without denuder
2.26E+01	11:35	Without denuder
1.33E+01	11:35	Without denuder
1.97E+01	11:35	Without denuder
1.31E+01	11:35	Without denuder
3.87E+01	11:35	Without denuder
2.47E+01	11:35	Without denuder
6.88E+01	11:35	Without denuder
2.03E+01	11:35	Without denuder
2.54E+01	11:35	Without denuder
5.66E+01	11:35	Without denuder
3.66E+01	11:35	Without denuder
1.84E+01	11:35	Without denuder
3.64E+01	11:35	Without denuder
8.48E+01	11:35	Without denuder
1.84E+01	11:35	Without denuder
3.07E+01	11:35	Without denuder
3.30E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
1.75E+01	11:35	Without denuder
1.99E+01	11:35	Without denuder
3.55E+01	11:35	Without denuder
2.16E+01	11:35	Without denuder
4.63E+01	11:35	Without denuder
2.68E+01	11:35	Without denuder
2.65E+01	11:35	Without denuder
2.13E+01	11:35	Without denuder
3.79E+01	11:35	Without denuder
4.95E+01	11:35	Without denuder
2.48E+01	11:35	Without denuder
6.45E+01	11:35	Without denuder
4.98E+01	11:35	Without denuder
4.84E+01	11:35	Without denuder
1.39E+01	11:35	Without denuder
1.90E+01	11:35	Without denuder
4.40E+01	11:35	Without denuder
2.70E+01	11:35	Without denuder
2.23E+01	11:35	Without denuder
2.84E+01	11:35	Without denuder
5.63E+01	11:35	Without denuder
2.05E+01	11:35	Without denuder
2.86E+01	11:35	Without denuder
1.45E+01	11:35	Without denuder
2.31E+01	11:35	Without denuder
2.88E+01	11:35	Without denuder
1.60E+01	11:35	Without denuder
1.61E+01	11:35	Without denuder
1.98E+01	11:35	Without denuder
7.35E+01	11:35	Without denuder
2.98E+01	11:35	Without denuder
1.22E+02	11:35	Without denuder
4.08E+01	11:35	Without denuder
1.80E+01	11:35	Without denuder
1.69E+01	11:35	Without denuder
2.19E+01	11:35	Without denuder
1.74E+01	11:35	Without denuder
2.80E+01	11:35	Without denuder
5.53E+01	11:35	Without denuder
1.05E+02	11:35	Without denuder
1.48E+01	11:35	Without denuder
1.55E+01	11:35	Without denuder
6.04E+01	11:35	Without denuder
2.22E+01	11:35	Without denuder
1.51E+01	11:35	Without denuder
1.45E+01	11:35	Without denuder
1.88E+01	11:35	Without denuder
5.38E+01	11:35	Without denuder
1.53E+01	11:35	Without denuder
3.20E+01	11:35	Without denuder
2.58E+01	11:35	Without denuder
5.91E+01	11:35	Without denuder
1.27E+01	11:35	Without denuder
1.52E+01	11:35	Without denuder
1.93E+01	11:35	Without denuder
7.43E+01	11:35	Without denuder
3.18E+01	11:35	Without denuder
5.71E+01	11:35	Without denuder
8.66E+01	11:35	Without denuder
2.55E+01	11:35	Without denuder
4.37E+01	11:35	Without denuder
1.09E+01	11:35	Without denuder
1.75E+01	11:35	Without denuder
5.43E+01	11:35	Without denuder
3.47E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
1.67E+01	11:35	Without denuder
2.22E+01	11:35	Without denuder
6.23E+01	11:35	Without denuder
8.74E+01	11:35	Without denuder
3.13E+01	11:35	Without denuder
3.63E+01	11:35	Without denuder
4.09E+01	11:35	Without denuder
4.74E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
3.46E+01	11:35	Without denuder
5.24E+01	11:35	Without denuder
4.94E+01	11:35	Without denuder
7.96E+01	11:35	Without denuder
2.60E+01	11:35	Without denuder
3.08E+01	11:35	Without denuder
2.48E+01	11:35	Without denuder
3.30E+01	11:35	Without denuder
3.19E+01	11:35	Without denuder
6.70E+00	11:35	Without denuder
4.02E+01	11:35	Without denuder
8.22E+01	11:35	Without denuder
3.94E+01	11:35	Without denuder
3.46E+01	11:35	Without denuder
3.74E+01	11:35	Without denuder
1.37E+01	11:35	Without denuder
3.75E+01	11:35	Without denuder
8.48E+01	11:35	Without denuder
2.49E+01	11:35	Without denuder
3.70E+01	11:35	Without denuder
3.33E+01	11:35	Without denuder
1.68E+01	11:35	Without denuder
2.53E+01	11:35	Without denuder
1.01E+02	11:35	Without denuder
3.11E+01	11:35	Without denuder
2.60E+01	11:35	Without denuder
1.34E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
7.99E+01	11:35	Without denuder
4.25E+01	11:35	Without denuder
1.15E+01	11:35	Without denuder
2.73E+01	11:35	Without denuder
6.76E+01	11:35	Without denuder
3.36E+01	11:35	Without denuder
4.76E+01	11:35	Without denuder
2.47E+01	11:35	Without denuder
3.41E+01	11:35	Without denuder
6.25E+01	11:35	Without denuder
3.12E+01	11:35	Without denuder
2.15E+01	11:35	Without denuder
1.94E+02	11:35	Without denuder
2.19E+01	11:35	Without denuder
3.65E+01	11:35	Without denuder
3.24E+01	11:35	Without denuder
2.01E+01	11:35	Without denuder
2.11E+01	11:35	Without denuder
1.92E+01	11:35	Without denuder
8.01E+01	11:35	Without denuder
2.83E+01	11:35	Without denuder
1.66E+01	11:35	Without denuder
2.48E+01	11:35	Without denuder
3.59E+01	11:35	Without denuder
5.89E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
2.05E+01	11:35	Without denuder
1.93E+01	11:35	Without denuder
1.62E+01	11:35	Without denuder
1.26E+01	11:35	Without denuder
1.15E+01	11:35	Without denuder
2.31E+01	11:35	Without denuder
3.27E+01	11:35	Without denuder
3.70E+01	11:35	Without denuder
2.97E+01	11:35	Without denuder
1.81E+01	11:35	Without denuder
1.52E+01	11:35	Without denuder
1.22E+01	11:35	Without denuder
1.21E+01	11:35	Without denuder
2.39E+01	11:35	Without denuder
3.39E+01	11:35	Without denuder
6.62E+01	11:35	Without denuder
2.05E+01	11:35	Without denuder
1.64E+01	11:35	Without denuder
1.62E+01	11:35	Without denuder
3.17E+01	11:35	Without denuder
1.97E+01	11:35	Without denuder
6.29E+01	11:35	Without denuder
1.62E+01	11:35	Without denuder
1.99E+01	11:35	Without denuder
3.20E+01	11:35	Without denuder
3.05E+01	11:35	Without denuder
2.95E+01	11:35	Without denuder
2.33E+01	11:35	Without denuder
4.13E+01	11:35	Without denuder
1.10E+01	11:35	Without denuder
2.54E+01	11:35	Without denuder
3.70E+01	11:35	Without denuder
4.91E+01	11:35	Without denuder
3.29E+01	11:35	Without denuder
5.34E+01	11:35	Without denuder
2.07E+01	11:35	Without denuder
1.02E+01	11:35	Without denuder
3.17E+01	11:35	Without denuder
3.33E+01	11:35	Without denuder
3.30E+01	11:35	Without denuder
2.37E+01	11:35	Without denuder
2.15E+01	11:35	Without denuder
2.01E+01	11:35	Without denuder
3.40E+01	11:35	Without denuder
3.43E+01	11:35	Without denuder
9.51E+01	11:35	Without denuder
2.97E+01	11:35	Without denuder
7.42E+01	11:35	Without denuder
3.58E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
1.79E+01	11:35	Without denuder
1.50E+01	11:35	Without denuder
1.73E+01	11:35	Without denuder
2.43E+01	11:35	Without denuder
6.11E+01	11:35	Without denuder
3.28E+01	11:35	Without denuder
6.67E+01	11:35	Without denuder
4.78E+01	11:35	Without denuder
2.84E+01	11:35	Without denuder
3.86E+01	11:35	Without denuder
3.66E+01	11:35	Without denuder
1.87E+01	11:35	Without denuder
5.62E+01	11:35	Without denuder
2.42E+01	11:35	Without denuder
2.31E+01	11:35	Without denuder
2.73E+01	11:35	Without denuder
1.60E+01	11:35	Without denuder
2.63E+01	11:35	Without denuder
1.53E+01	11:35	Without denuder
1.86E+01	11:35	Without denuder
2.61E+01	11:35	Without denuder
2.00E+01	11:35	Without denuder
