Bscat 	Time 	Denuder 
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
9.21E+00	1:25	With denuder
-6.04E-01	2:00	Without denuder
-3.62E-02	2:00	Without denuder
4.22E+00	2:00	Without denuder
2.53E+00	2:00	Without denuder
1.13E+00	2:00	Without denuder
1.73E+01	2:00	Without denuder
1.15E+01	2:00	Without denuder
3.24E+00	2:00	Without denuder
1.17E+00	2:00	Without denuder
1.39E+01	2:00	Without denuder
2.25E+01	2:00	Without denuder
7.89E+00	2:00	Without denuder
2.83E+00	2:00	Without denuder
1.08E+01	2:00	Without denuder
2.60E+00	2:00	Without denuder
1.44E+00	2:00	Without denuder
1.72E+00	2:00	Without denuder
1.53E+00	2:00	Without denuder
1.71E+00	2:00	Without denuder
-2.50E+00	2:00	Without denuder
3.02E+00	2:00	Without denuder
5.87E-01	2:00	Without denuder
-2.38E-01	2:00	Without denuder
2.30E+00	2:00	Without denuder
5.03E+00	2:00	Without denuder
1.42E+01	2:00	Without denuder
-2.34E-01	2:00	Without denuder
-1.62E-02	2:00	Without denuder
4.49E+01	2:00	Without denuder
1.35E+00	2:00	Without denuder
1.58E+00	2:00	Without denuder
2.18E+00	2:00	Without denuder
6.63E+00	2:00	Without denuder
1.16E+00	2:00	Without denuder
1.79E+00	2:00	Without denuder
-9.01E-01	2:00	Without denuder
1.20E+01	2:00	Without denuder
5.83E+00	2:00	Without denuder
1.41E+00	2:00	Without denuder
-2.84E-01	2:00	Without denuder
1.87E+00	2:00	Without denuder
2.31E-01	2:00	Without denuder
-9.22E-01	2:00	Without denuder
1.41E+00	2:00	Without denuder
3.18E+00	2:00	Without denuder
6.27E+00	2:00	Without denuder
1.94E+00	2:00	Without denuder
5.51E+00	2:00	Without denuder
2.15E+00	2:00	Without denuder
2.99E+00	2:00	Without denuder
1.79E+00	2:00	Without denuder
4.02E+00	2:00	Without denuder
6.92E-01	2:00	Without denuder
2.42E+01	2:00	Without denuder
4.37E+00	2:00	Without denuder
4.55E+00	2:00	Without denuder
5.48E-01	2:00	Without denuder
2.28E+00	2:00	Without denuder
3.43E-01	2:00	Without denuder
5.99E-01	2:00	Without denuder
7.64E+00	2:00	Without denuder
2.77E-01	2:00	Without denuder
2.29E+00	2:00	Without denuder
-1.96E+00	2:00	Without denuder
6.53E+00	2:00	Without denuder
2.47E+00	2:00	Without denuder
5.88E+00	2:00	Without denuder
2.67E-01	2:00	Without denuder
1.95E+00	2:00	Without denuder
2.80E+00	2:00	Without denuder
8.73E+01	2:00	Without denuder
2.48E+01	2:00	Without denuder
1.18E+01	2:00	Without denuder
1.59E+00	2:00	Without denuder
1.30E-01	2:00	Without denuder
2.82E+00	2:00	Without denuder
5.40E+00	2:00	Without denuder
2.15E+00	2:00	Without denuder
4.23E+00	2:00	Without denuder
2.13E+01	2:00	Without denuder
9.47E+00	2:00	Without denuder
2.27E+00	2:00	Without denuder
5.65E+00	2:00	Without denuder
4.59E+00	2:00	Without denuder
4.11E+00	2:00	Without denuder
2.40E+00	2:00	Without denuder
5.68E+00	2:00	Without denuder
6.82E+00	2:00	Without denuder
3.53E+00	2:00	Without denuder
2.55E+00	2:00	Without denuder
6.08E+00	2:00	Without denuder
2.77E+00	2:00	Without denuder
3.34E+00	2:00	Without denuder
3.20E+00	2:00	Without denuder
6.76E+00	2:00	Without denuder
3.52E+00	2:00	Without denuder
1.80E+00	2:00	Without denuder
1.31E+00	2:00	Without denuder
3.18E+00	2:00	Without denuder
1.67E+00	2:00	Without denuder
1.44E+00	2:00	Without denuder
3.26E+01	2:00	Without denuder
5.81E+00	2:00	Without denuder
2.40E+00	2:00	Without denuder
1.42E+00	2:00	Without denuder
4.54E+00	2:00	Without denuder
5.72E+00	2:00	Without denuder
3.32E+00	2:00	Without denuder
9.99E+00	2:00	Without denuder
6.07E+00	2:00	Without denuder
3.67E+00	2:00	Without denuder
-6.72E-01	2:00	Without denuder
8.31E+00	2:00	Without denuder
1.02E+00	2:00	Without denuder
1.08E+00	2:00	Without denuder
-5.65E-02	2:00	Without denuder
1.28E+00	2:00	Without denuder
3.61E+00	2:00	Without denuder
3.40E+00	2:00	Without denuder
1.07E+00	2:00	Without denuder
-2.88E-01	2:00	Without denuder
2.10E+00	2:00	Without denuder
1.15E+01	2:00	Without denuder
7.62E+00	2:00	Without denuder
4.57E+00	2:00	Without denuder
1.74E+00	2:00	Without denuder
5.45E+00	2:00	Without denuder
5.00E+00	2:00	Without denuder
6.94E+00	2:00	Without denuder
4.02E+00	2:00	Without denuder
1.25E+01	2:00	Without denuder
3.96E+00	2:00	Without denuder
5.63E+00	2:00	Without denuder
6.89E-01	2:00	Without denuder
3.39E+00	2:00	Without denuder
2.88E+00	2:00	Without denuder
2.87E+00	2:00	Without denuder
2.98E+00	2:00	Without denuder
1.97E+00	2:00	Without denuder
3.76E+00	2:00	Without denuder
5.61E+00	2:00	Without denuder
4.81E+00	2:00	Without denuder
1.79E+00	2:00	Without denuder
2.30E+00	2:00	Without denuder
1.50E+01	2:00	Without denuder
1.24E+01	2:00	Without denuder
3.80E+00	2:00	Without denuder
1.67E-01	2:00	Without denuder
1.26E+01	2:00	Without denuder
3.56E+00	2:00	Without denuder
2.20E+00	2:00	Without denuder
2.02E+00	2:00	Without denuder
8.24E+00	2:00	Without denuder
7.37E+00	2:00	Without denuder
4.62E+00	2:00	Without denuder
1.04E+00	2:00	Without denuder
1.76E+00	2:00	Without denuder
1.02E+01	2:00	Without denuder
1.50E+01	2:00	Without denuder
3.20E+00	2:00	Without denuder
3.84E+00	2:00	Without denuder
1.33E+00	2:00	Without denuder
2.60E+00	2:00	Without denuder
4.41E+00	2:00	Without denuder
1.49E+01	2:00	Without denuder
2.15E+00	2:00	Without denuder
7.01E+01	2:00	Without denuder
4.36E+01	2:00	Without denuder
4.55E+00	2:00	Without denuder
6.75E+00	2:00	Without denuder
2.14E+00	2:00	Without denuder
3.43E+00	2:00	Without denuder
1.84E+00	2:00	Without denuder
4.45E+00	2:00	Without denuder
5.43E+00	2:00	Without denuder
1.05E+01	2:00	Without denuder
2.53E+01	2:00	Without denuder
9.63E+00	2:00	Without denuder
1.57E+00	2:00	Without denuder
1.66E+00	2:00	Without denuder
1.82E+00	2:00	Without denuder
1.35E+00	2:00	Without denuder
1.69E+00	2:00	Without denuder
4.96E+00	2:00	Without denuder
1.10E+01	2:00	Without denuder
8.34E+00	2:00	Without denuder
5.17E+00	2:00	Without denuder
9.13E+00	2:00	Without denuder
1.21E+01	2:00	Without denuder
7.32E+00	2:00	Without denuder
8.97E+00	2:00	Without denuder
1.08E+01	2:00	Without denuder
5.96E-01	2:00	Without denuder
4.26E-01	2:00	Without denuder
2.32E+00	2:00	Without denuder
3.19E+00	2:00	Without denuder
2.09E+00	2:00	Without denuder
2.30E+01	2:00	Without denuder
1.06E+01	2:00	Without denuder
-1.47E-01	2:00	Without denuder
4.87E+00	2:00	Without denuder
-4.66E-01	2:00	Without denuder
6.20E+00	2:00	Without denuder
2.13E+01	2:00	Without denuder
5.01E+00	2:00	Without denuder
1.04E+01	2:00	Without denuder
5.38E+00	2:00	Without denuder
4.57E+00	2:00	Without denuder
5.54E+00	2:00	Without denuder
8.01E+00	2:00	Without denuder
4.97E+00	2:00	Without denuder
