,Bscat,Time,Denuder
607,4.49E+00,11:00,Yes
608,1.03E+01,11:00,Yes
609,1.32E+01,11:00,Yes
610,2.34E+01,11:00,Yes
611,4.93E+00,11:00,Yes
612,2.34E+01,11:00,Yes
613,3.41E+00,11:00,Yes
614,2.00E+01,11:00,Yes
615,1.71E+01,11:00,Yes
616,1.08E+01,11:00,Yes
617,2.99E+01,11:00,Yes
618,1.09E+01,11:00,Yes
619,9.35E+00,11:00,Yes
620,6.29E+00,11:00,Yes
621,7.53E+00,11:00,Yes
622,1.25E+01,11:00,Yes
623,2.37E+01,11:00,Yes
624,1.05E+01,11:00,Yes
625,1.46E+01,11:00,Yes
626,1.43E+01,11:00,Yes
627,2.13E+01,11:00,Yes
628,8.07E+01,11:00,Yes
629,6.18E+00,11:00,Yes
630,4.94E+01,11:00,Yes
631,3.21E+01,11:00,Yes
632,1.30E+01,11:00,Yes
633,2.56E+00,11:00,Yes
634,2.37E+01,11:00,Yes
635,1.88E+01,11:00,Yes
636,2.35E+01,11:00,Yes
637,4.77E+00,11:00,Yes
638,2.02E+01,11:00,Yes
639,3.45E+00,11:00,Yes
640,6.45E+00,11:00,Yes
641,9.56E+00,11:00,Yes
642,2.12E+00,11:00,Yes
643,1.02E+01,11:00,Yes
644,1.18E+01,11:00,Yes
645,1.42E+01,11:00,Yes
646,1.63E+01,11:00,Yes
647,7.50E+00,11:00,Yes
648,1.57E+01,11:00,Yes
649,6.31E-01,11:00,Yes
650,4.31E+00,11:00,Yes
651,3.75E+00,11:00,Yes
652,6.82E+00,11:00,Yes
653,1.40E+01,11:00,Yes
654,4.06E+01,11:00,Yes
655,2.04E+01,11:00,Yes
656,1.20E+01,11:00,Yes
657,5.05E+00,11:00,Yes
658,2.62E+01,11:00,Yes
659,2.14E+00,11:00,Yes
660,6.29E+00,11:00,Yes
661,1.36E+01,11:00,Yes
662,4.02E+01,11:00,Yes
663,7.38E+00,11:00,Yes
664,1.73E+01,11:00,Yes
665,3.42E+01,11:00,Yes
666,6.17E+00,11:00,Yes
667,6.31E+00,11:00,Yes
668,1.89E+01,11:00,Yes
669,3.31E+01,11:00,Yes
670,1.87E+01,11:00,Yes
671,8.49E+00,11:00,Yes
672,7.12E+00,11:00,Yes
673,2.93E+00,11:00,Yes
674,1.24E+00,11:00,Yes
675,4.07E+00,11:00,Yes
676,4.18E+01,11:00,Yes
677,8.04E+00,11:00,Yes
678,5.30E+01,11:00,Yes
679,1.85E+01,11:00,Yes
680,2.77E+00,11:00,Yes
681,7.59E+00,11:00,Yes
682,1.94E+01,11:00,Yes
683,2.10E+01,11:00,Yes
684,2.10E+01,11:00,Yes
685,1.22E+01,11:00,Yes
686,3.01E+00,11:00,Yes
687,7.48E-01,11:00,Yes
688,6.30E+00,11:00,Yes
689,3.25E+00,11:00,Yes
690,4.11E+00,11:00,Yes
691,1.44E+01,11:00,Yes
692,7.00E+01,11:00,Yes
693,1.63E+01,11:00,Yes
694,1.24E+01,11:00,Yes
695,5.32E+01,11:00,Yes
696,8.23E+00,11:00,Yes
697,6.01E+00,11:00,Yes
698,2.37E+01,11:00,Yes
699,1.00E+01,11:00,Yes
700,3.08E+00,11:00,Yes
701,1.92E+00,11:00,Yes
702,1.53E+01,11:00,Yes
703,9.89E+00,11:00,Yes
704,4.02E+01,11:00,Yes
705,4.14E+00,11:00,Yes
706,1.51E+01,11:00,Yes
707,3.66E+01,11:00,Yes
708,1.58E+01,11:00,Yes
709,5.01E+01,11:00,Yes
710,2.58E+01,11:00,Yes
711,4.74E+00,11:00,Yes
712,3.05E+00,11:00,Yes
713,3.63E+01,11:00,Yes
714,2.26E+01,11:00,Yes
715,5.86E+00,11:00,Yes
716,2.79E+00,11:00,Yes
717,7.54E+00,11:00,Yes
718,5.22E+00,11:00,Yes
719,1.62E+01,11:00,Yes
720,8.79E+00,11:00,Yes
721,3.30E+01,11:00,Yes
722,6.42E+00,11:00,Yes
723,2.10E+01,11:00,Yes
724,2.63E+01,11:00,Yes
725,2.11E+01,11:00,Yes
726,3.43E+00,11:00,Yes
727,5.76E+00,11:00,Yes
728,1.91E+00,11:00,Yes
729,8.20E+00,11:00,Yes
730,1.42E+00,11:00,Yes
731,5.34E+00,11:00,Yes
732,3.81E+00,11:00,Yes
733,1.48E+01,11:00,Yes
734,1.96E+01,11:00,Yes
735,6.83E+00,11:00,Yes
736,1.02E+01,11:00,Yes
737,4.71E+01,11:00,Yes
738,2.45E+00,11:00,Yes
739,8.09E+00,11:00,Yes
740,2.27E+00,11:00,Yes
741,3.98E+00,11:00,Yes
742,1.54E+01,11:00,Yes
743,5.63E+00,11:00,Yes
744,4.76E+00,11:00,Yes
745,2.86E+00,11:00,Yes
746,6.00E+00,11:00,Yes
747,1.46E+01,11:00,Yes
748,2.33E+01,11:00,Yes
749,4.33E+00,11:00,Yes
750,3.45E+01,11:00,Yes
751,3.72E+01,11:00,Yes
752,2.84E+01,11:00,Yes
753,1.83E+01,11:00,Yes
754,6.07E+00,11:00,Yes
755,1.12E+01,11:00,Yes
756,4.74E+00,11:00,Yes
757,4.75E+01,11:00,Yes
758,8.58E+00,11:00,Yes
759,1.01E+01,11:00,Yes
760,2.25E+01,11:00,Yes
761,2.16E+01,11:00,Yes
762,2.45E+01,11:00,Yes
763,6.17E+00,11:00,Yes
764,3.36E+00,11:00,Yes
765,1.16E+01,11:00,Yes
766,8.07E+00,11:00,Yes
767,4.64E+00,11:00,Yes
768,1.10E+01,11:00,Yes
769,1.25E+01,11:00,Yes
770,4.44E+00,11:00,Yes
771,8.91E-01,11:00,Yes
772,2.21E+00,11:00,Yes
773,4.24E+01,11:00,Yes
774,7.67E+00,11:00,Yes
775,7.68E+00,11:00,Yes
776,3.55E+01,11:00,Yes
777,9.73E+00,11:00,Yes
778,1.59E+00,11:00,Yes
779,3.75E+00,11:00,Yes
780,-1.43E-01,11:00,Yes
781,2.58E+01,11:00,Yes
782,3.53E+00,11:00,Yes
783,6.52E+00,11:00,Yes
784,2.04E+01,11:00,Yes
785,6.61E+00,11:00,Yes
786,2.41E+01,11:00,Yes
787,3.48E+00,11:00,Yes
788,1.44E+01,11:00,Yes
789,4.77E+00,11:00,Yes
790,3.63E+01,11:00,Yes
791,7.80E+00,11:00,Yes
792,1.69E+01,11:00,Yes
793,3.17E+00,11:00,Yes
794,4.52E+00,11:00,Yes
795,1.03E+01,11:00,Yes
796,1.03E+01,11:00,Yes
797,8.99E+00,11:00,Yes
798,4.97E+00,11:00,Yes
799,3.89E+01,11:00,Yes
800,1.95E+01,11:00,Yes
801,2.19E+00,11:00,Yes
802,2.65E+00,11:00,Yes
803,2.71E+00,11:00,Yes
804,1.17E+00,11:00,Yes
805,6.74E+00,11:00,Yes
806,9.61E+00,11:00,Yes
807,9.25E+00,11:00,Yes
808,3.03E+00,11:00,Yes
809,1.65E+01,11:00,Yes
810,1.41E+01,11:00,Yes
811,6.91E+00,11:00,Yes
812,3.25E-01,11:00,Yes
813,1.02E+01,11:00,Yes
814,4.93E+00,11:00,Yes
815,8.09E+00,11:00,Yes
816,3.16E+01,11:00,Yes
817,2.63E+01,11:00,Yes
818,3.75E+01,11:00,Yes
819,1.66E+01,11:00,Yes
