Qext,Qscat,Qabs
2.849671724,1.495537951,1.354133773
2.849326998,1.495587253,1.353739745
2.848984202,1.495636421,1.353347781
2.848643322,1.495685483,1.352957839
2.848304343,1.495734464,1.352569878
2.847967247,1.49578339,1.352183857
2.847632017,1.495832284,1.351799732
2.847298634,1.495881172,1.351417462
2.846967078,1.495930076,1.351037001
2.846637327,1.49597902,1.350658307
2.846309359,1.496028025,1.350281333
2.84598315,1.496077114,1.349906036
2.845658676,1.496126306,1.34953237
2.84533591,1.496175622,1.349160288
2.845014826,1.496225082,1.348789745
2.844695397,1.496274704,1.348420693
2.844377593,1.496324506,1.348053087
2.844061384,1.496374506,1.347686878
2.84374674,1.496424721,1.347322019
2.84343363,1.496475167,1.346958463
2.843122021,1.496525858,1.346596162
2.842811879,1.49657681,1.346235068
2.84250317,1.496628037,1.345875133
2.842195861,1.496679552,1.345516309
2.841889914,1.496731366,1.345158548
2.841585295,1.496783493,1.344801801
2.841281965,1.496835944,1.344446021
2.840979887,1.496888727,1.34409116
2.840679023,1.496941854,1.343737169
2.840379335,1.496995334,1.343384001
2.840080782,1.497049173,1.343031608
2.839783325,1.497103381,1.342679943
2.839486923,1.497157964,1.342328959
2.839191536,1.497212928,1.341978608
2.838897122,1.497268278,1.341628844
2.83860364,1.497324019,1.341279621
2.838311048,1.497380156,1.340930892
2.838019303,1.497436691,1.340582612
2.837728362,1.497493627,1.340234735
2.837438184,1.497550967,1.339887216
2.837148724,1.497608712,1.339540012
2.83685994,1.497666862,1.339193078
2.836571788,1.497725418,1.33884637
2.836284224,1.497784378,1.338499847
2.835997206,1.497843742,1.338153464
2.835710689,1.497903507,1.337807181
2.835424629,1.497963672,1.337460957
2.835138983,1.498024233,1.33711475
2.834853707,1.498085186,1.336768521
2.834568758,1.498146527,1.336422231
2.834284092,1.498208251,1.336075841
2.833999666,1.498270353,1.335729313
2.833715436,1.498332826,1.33538261
2.83343136,1.498395664,1.335035696
2.833147395,1.498458859,1.334688536
2.832863498,1.498522405,1.334341093
2.832579627,1.498586292,1.333993335
2.832295741,1.498650512,1.333645229
2.832011797,1.498715056,1.333296741
2.831727755,1.498779914,1.332947841
2.831443574,1.498845075,1.332598498
2.831159213,1.49891053,1.332248683
2.830874632,1.498976267,1.331898366
2.830589793,1.499042274,1.331547519
2.830304656,1.499108539,1.331196117
2.830019183,1.499175051,1.330844132
2.829733336,1.499241796,1.33049154
2.829447078,1.499308761,1.330138317
2.829160372,1.499375932,1.32978444
2.828873182,1.499443296,1.329429886
2.828585474,1.499510839,1.329074635
2.828297211,1.499578545,1.328718666
2.82800836,1.4996464,1.32836196
2.827718889,1.49971439,1.328004499
2.827428763,1.499782497,1.327646266
2.827137953,1.499850708,1.327287245
2.826846425,1.499919004,1.326927421
2.826554151,1.499987372,1.326566779
2.826261101,1.500055794,1.326205307
2.825967246,1.500124253,1.325842993
2.825672558,1.500192732,1.325479826
2.825377011,1.500261216,1.325115795
2.825080577,1.500329685,1.324750892
2.824783233,1.500398124,1.324385109
2.824484954,1.500466515,1.324018439
2.824185716,1.50053484,1.323650876
2.823885497,1.500603081,1.323282415
2.823584275,1.500671222,1.322913053
2.823282029,1.500739243,1.322542787
2.822978741,1.500807127,1.322171614
2.82267439,1.500874856,1.321799533
2.822368959,1.500942413,1.321426546
2.822062432,1.501009779,1.321052653
2.821754792,1.501076936,1.320677856
2.821446024,1.501143866,1.320302158
2.821136115,1.501210552,1.319925563
2.820825051,1.501276975,1.319548076
2.820512821,1.501343118,1.319169702
2.820199412,1.501408963,1.31879045
2.819884817,1.501474492,1.318410325
2.819569024,1.501539687,1.318029337
2.819252027,1.501604532,1.317647495
2.818933818,1.501669008,1.317264809
2.81861439,1.501733099,1.316881291
2.81829374,1.501796787,1.316496953
2.817971862,1.501860056,1.316111806
2.817648754,1.501922888,1.315725866
2.817324413,1.501985267,1.315339145
2.816998838,1.502047177,1.31495166
2.816672029,1.502108602,1.314563427
2.816343986,1.502169525,1.314174461
2.816014711,1.502229931,1.31378478
2.815684207,1.502289804,1.313394403
2.815352476,1.502349129,1.313003348
2.815019525,1.502407891,1.312611634
2.814685357,1.502466074,1.312219282
2.814349979,1.502523666,1.311826313
2.814013397,1.502580651,1.311432747
2.813675622,1.502637015,1.311038606
2.813336659,1.502692746,1.310643914
2.812996521,1.502747829,1.310248692
2.812655217,1.502802251,1.309852966
2.812312758,1.502856001,1.309456758
2.811969157,1.502909065,1.309060093
2.811624427,1.502961431,1.308662996
2.811278582,1.503013088,1.308265494
2.810931636,1.503064025,1.307867611
2.810583604,1.503114231,1.307469374
2.810234504,1.503163694,1.30707081
2.80988435,1.503212405,1.306671945
2.809533162,1.503260354,1.306272808
2.809180957,1.503307532,1.305873425
2.808827754,1.503353929,1.305473825
2.808473573,1.503399536,1.305074037
2.808118435,1.503444346,1.304674088
2.807762359,1.503488351,1.304274008
2.807405367,1.503531542,1.303873825
2.807047482,1.503573913,1.303473569
2.806688725,1.503615456,1.303073269
2.806329121,1.503656167,1.302672954
2.805968693,1.503696039,1.302272654
2.805607465,1.503735065,1.3018724
2.805245461,1.503773242,1.301472219
2.804882708,1.503810565,1.301072143
2.80451923,1.503847028,1.300672202
2.804155054,1.50388263,1.300272425
2.803790207,1.503917365,1.299872842
2.803424714,1.503951231,1.299473483
2.803058603,1.503984226,1.299074377
2.802691903,1.504016347,1.298675556
2.80232464,1.504047592,1.298277048
2.801956843,1.504077961,1.297878882
2.801588541,1.504107451,1.297481089
2.801219762,1.504136064,1.297083698
2.800850535,1.504163797,1.296686738
2.80048089,1.504190653,1.296290237
2.800110856,1.504216631,1.295894226
2.799740463,1.504241732,1.295498731
2.799369741,1.504265959,1.295103782
2.798998718,1.504289312,1.294709406
2.798627427,1.504311795,1.294315632
2.798255896,1.504333409,1.293922486
2.797884155,1.504354159,1.293529997
2.797512237,1.504374046,1.29313819
2.797140169,1.504393076,1.292747093
2.796767984,1.504411252,1.292356732
2.79639571,1.504428579,1.291967132
2.79602338,1.504445061,1.291578318
2.795651022,1.504460705,1.291190317
2.795278667,1.504475515,1.290803152
2.794906345,1.504489498,1.290416848
2.794534087,1.504502659,1.290031428
2.794161922,1.504515006,1.289646916
2.793789879,1.504526545,1.289263334
2.79341799,1.504537284,1.288880705
2.793046282,1.504547231,1.288499051
2.792674785,1.504556392,1.288118392
2.792303528,1.504564778,1.287738751
2.791932541,1.504572395,1.287360146
2.791561851,1.504579253,1.286982598
2.791191487,1.50458536,1.286606127
2.790821477,1.504590727,1.286230749
2.790451848,1.504595363,1.285856485
2.790082628,1.504599278,1.28548335
2.789713845,1.504602482,1.285111363
2.789345524,1.504604985,1.284740539
2.788977692,1.504606797,1.284370894
2.788610375,1.504607931,1.284002444
2.788243598,1.504608396,1.283635202
2.787877388,1.504608205,1.283269182
2.787511767,1.504607368,1.282904399
2.787146762,1.504605898,1.282540864
2.786782395,1.504603806,1.282178589
2.786418691,1.504601104,1.281817586
2.786055671,1.504597805,1.281457866
2.785693359,1.504593921,1.281099438
2.785331777,1.504589464,1.280742312
2.784970945,1.504584448,1.280386497
2.784610886,1.504578885,1.280032001
2.784251618,1.504572788,1.279678831
2.783893163,1.504566169,1.279326994
2.783535539,1.504559044,1.278976496
2.783178766,1.504551424,1.278627342
2.782822861,1.504543323,1.278279538
2.782467842,1.504534754,1.277933088
2.782113727,1.504525732,1.277587995
2.781760531,1.504516269,1.277244262
2.781408271,1.50450638,1.27690189
2.781056961,1.504496078,1.276560883
2.780706617,1.504485378,1.27622124
2.780357253,1.504474292,1.275882961
2.780008882,1.504462834,1.275546047
2.779661516,1.50445102,1.275210497
2.779315169,1.504438861,1.274876307
2.778969851,1.504426373,1.274543478
2.778625574,1.50441357,1.274212004
2.778282347,1.504400464,1.273881884
2.777940181,1.50438707,1.273553112
2.777599085,1.504373402,1.273225683
2.777259066,1.504359473,1.272899594
2.776920134,1.504345297,1.272574837
2.776582293,1.504330888,1.272251405
2.776245552,1.504316259,1.271929293
2.775909916,1.504301424,1.271608492
2.77557539,1.504286397,1.271288993
2.775241978,1.50427119,1.270970789
2.774909685,1.504255817,1.270653869
2.774578514,1.50424029,1.270338223
2.774248466,1.504224624,1.270023842
2.773919545,1.504208831,1.269710714
2.773591752,1.504192924,1.269398828
2.773265086,1.504176915,1.269088172
2.772939549,1.504160816,1.268778733
2.772615139,1.504144641,1.268470498
2.772291856,1.504128402,1.268163454
2.771969698,1.50411211,1.267857588
2.771648662,1.504095777,1.267552884
2.771328745,1.504079416,1.267249329
2.771009943,1.504063038,1.266946906
2.770692254,1.504046653,1.266645601
2.770375671,1.504030274,1.266345397
2.770060189,1.504013911,1.266046278
2.769745803,1.503997576,1.265748227
2.769432506,1.503981278,1.265451228
2.769120291,1.503965028,1.265155263
2.76880915,1.503948836,1.264860314
2.768499076,1.503932712,1.264566364
2.76819006,1.503916667,1.264273393
2.767882092,1.503900709,1.263981383
2.767575163,1.503884848,1.263690315
2.767269263,1.503869092,1.263400171
2.766964381,1.503853451,1.26311093
2.766660506,1.503837933,1.262822573
2.766357627,1.503822547,1.26253508
2.766055731,1.5038073,1.262248431
2.765754807,1.5037922,1.261962606
2.76545484,1.503777256,1.261677584
2.765155819,1.503762474,1.261393346
2.764857729,1.503747861,1.261109868
2.764560556,1.503733424,1.260827133
2.764264286,1.503719169,1.260545117
2.763968904,1.503705104,1.2602638
2.763674394,1.503691233,1.259983161
2.763380741,1.503677564,1.259703178
2.76308793,1.5036641,1.25942383
2.762795943,1.503650847,1.259145096
2.762504765,1.50363781,1.258866955
2.762214379,1.503624995,1.258589385
2.761924768,1.503612404,1.258312363
2.761635913,1.503600043,1.258035871
2.761347799,1.503587914,1.257759884
2.761060406,1.503576023,1.257484383
2.760773717,1.503564371,1.257209346
2.760487714,1.503552962,1.256934752
2.760202378,1.503541799,1.256660579
2.75991769,1.503530883,1.256386807
2.759633633,1.503520218,1.256113414
2.759350186,1.503509805,1.25584038
2.759067331,1.503499646,1.255567685
2.758785048,1.503489742,1.255295306
2.758503319,1.503480094,1.255023224
2.758222123,1.503470704,1.254751419
2.757941442,1.503461571,1.254479871
2.757661256,1.503452696,1.25420856
2.757381544,1.503444079,1.253937466
2.757102289,1.503435719,1.253666569
2.756823469,1.503427618,1.253395851
2.756545065,1.503419772,1.253125292
2.756267058,1.503412183,1.252854875
2.755989427,1.503404848,1.252584579
2.755712154,1.503397766,1.252314388
2.755435218,1.503390935,1.252044282
2.7551586,1.503384354,1.251774246
2.754882281,1.50337802,1.25150426
2.75460624,1.503371931,1.251234309
2.75433046,1.503366085,1.250964375
2.75405492,1.503360478,1.250694443
2.753779602,1.503355107,1.250424496
2.753504487,1.503349969,1.250154518
2.753229555,1.503345061,1.249884494
2.752954789,1.503340379,1.24961441
2.752680169,1.50333592,1.24934425
2.752405678,1.503331678,1.249074
2.752131297,1.50332765,1.248803647
2.751857009,1.503323831,1.248533177
2.751582795,1.503320217,1.248262578
2.751308639,1.503316804,1.247991835
2.751034523,1.503313585,1.247720938
2.75076043,1.503310555,1.247449875
2.750486343,1.503307711,1.247178633
2.750212247,1.503305045,1.246907202
2.749938124,1.503302553,1.246635572
2.749663959,1.503300228,1.246363731
2.749389737,1.503298065,1.246091672
2.749115441,1.503296058,1.245819384
2.748841058,1.5032942,1.245546858
2.748566572,1.503292486,1.245274086
2.748291969,1.503290908,1.245001061
2.748017235,1.50328946,1.244727775
2.747742357,1.503288137,1.24445422
2.74746732,1.50328693,1.24418039
2.747192113,1.503285833,1.243906279
2.746916722,1.50328484,1.243631882
2.746641136,1.503283943,1.243357193
2.746365342,1.503283134,1.243082207
2.746089329,1.503282408,1.24280692
2.745813085,1.503281757,1.242531329
2.745536602,1.503281173,1.242255429
2.745259867,1.503280649,1.241979218
2.744982871,1.503280178,1.241702693
2.744705605,1.503279752,1.241425853
2.744428059,1.503279364,1.241148695
2.744150225,1.503279006,1.240871219
2.743872094,1.503278671,1.240593424
2.74359366,1.503278351,1.240315309
2.743314913,1.503278039,1.240036874
2.743035848,1.503277727,1.239758121
2.742756458,1.503277407,1.23947905
2.742476736,1.503277072,1.239199663
2.742196677,1.503276715,1.238919962
2.741916275,1.503276327,1.238639948
2.741635527,1.503275902,1.238359625
2.741354426,1.503275431,1.238078995
2.74107297,1.503274908,1.237798062
2.740791154,1.503274324,1.237516831
2.740508977,1.503273672,1.237235305
2.740226433,1.503272945,1.236953488
2.739943523,1.503272136,1.236671387
2.739660243,1.503271237,1.236389006
2.739376592,1.503270241,1.236106351
2.739092569,1.503269141,1.235823429
2.738808174,1.503267929,1.235540245
2.738523407,1.503266599,1.235256807
2.738238267,1.503265144,1.234973122
2.737952755,1.503263557,1.234689198
2.737666872,1.503261831,1.234405042
2.737380621,1.503259959,1.234120662
2.737094001,1.503257935,1.233836066
2.736807017,1.503255752,1.233551265
2.73651967,1.503253404,1.233266266
2.736231964,1.503250885,1.232981079
2.735943901,1.503248187,1.232695714
2.735655486,1.503245306,1.23241018
2.735366724,1.503242235,1.232124488
2.735077617,1.503238969,1.231838648
2.734788172,1.503235501,1.231552671
2.734498393,1.503231826,1.231266566
2.734208286,1.503227939,1.230980347
2.733917857,1.503223834,1.230694023
2.733627113,1.503219506,1.230407607
2.733336059,1.50321495,1.23012111
2.733044704,1.50321016,1.229834543
2.732753053,1.503205133,1.22954792
2.732461115,1.503199864,1.229261252
2.732168898,1.503194347,1.228974551
2.731876409,1.503188579,1.22868783
2.731583657,1.503182556,1.228401102
2.731290652,1.503176272,1.228114379
2.730997401,1.503169726,1.227827675
2.730703914,1.503162912,1.227541002
2.7304102,1.503155827,1.227254373
2.73011627,1.503148468,1.226967802
2.729822134,1.503140832,1.226681302
2.7295278,1.503132915,1.226394886
2.729233281,1.503124714,1.226108568
2.728938587,1.503116227,1.22582236
2.728643728,1.503107451,1.225536277
2.728348716,1.503098384,1.225250333
2.728053562,1.503089023,1.224964539
2.727758277,1.503079366,1.224678911
2.727462873,1.503069412,1.224393462
2.727167362,1.503059158,1.224108205
2.726871756,1.503048603,1.223823153
2.726576066,1.503037745,1.223538321
2.726280305,1.503026584,1.223253721
2.725984486,1.503015118,1.222969368
2.72568862,1.503003346,1.222685273
2.72539272,1.502991268,1.222401452
2.725096799,1.502978882,1.222117917
2.72480087,1.502966189,1.221834681
2.724504945,1.502953188,1.221551757
2.724209038,1.502939879,1.221269158
2.72391316,1.502926263,1.220986898
2.723617326,1.502912338,1.220704988
2.723321548,1.502898107,1.220423442
2.72302584,1.502883568,1.220142271
2.722730214,1.502868724,1.21986149
2.722434683,1.502853575,1.219581108
2.722139261,1.502838121,1.21930114
2.721843961,1.502822365,1.219021596
2.721548795,1.502806307,1.218742488
2.721253778,1.502789949,1.218463828
2.720958921,1.502773293,1.218185628
2.720664238,1.50275634,1.217907898
2.720369743,1.502739092,1.21763065
2.720075447,1.502721552,1.217353895
2.719781364,1.502703722,1.217077642
2.719487506,1.502685603,1.216801903
2.719193886,1.502667199,1.216526687
2.718900517,1.502648512,1.216252006
2.718607412,1.502629544,1.215977867
2.718314582,1.5026103,1.215704282
2.71802204,1.502590781,1.215431258
2.717729798,1.502570991,1.215158806
2.717437868,1.502550934,1.214886934
2.717146263,1.502530612,1.214615651
2.716854993,1.502510029,1.214344964
2.716564071,1.502489189,1.214074882
2.716273508,1.502468096,1.213805413
2.715983316,1.502446752,1.213536563
2.715693505,1.502425163,1.213268341
2.715404086,1.502403333,1.213000753
2.715115071,1.502381264,1.212733806
2.71482647,1.502358963,1.212467507
2.714538293,1.502336432,1.21220186
2.71425055,1.502313677,1.211936873
2.713963252,1.502290702,1.21167255
2.713676409,1.502267512,1.211408897
2.713390029,1.50224411,1.211145919
2.713104123,1.502220503,1.21088362
2.712818699,1.502196695,1.210622005
2.712533767,1.50217269,1.210361077
2.712249335,1.502148494,1.210100841
2.711965412,1.502124111,1.209841301
2.711682005,1.502099547,1.209582458
2.711399123,1.502074807,1.209324316
2.711116773,1.502049896,1.209066877
2.710834964,1.50202482,1.208810144
2.710553701,1.501999582,1.208554119
2.710272993,1.50197419,1.208298802
2.709992845,1.501948648,1.208044197
2.709713264,1.501922962,1.207790302
2.709434257,1.501897136,1.20753712
2.709155828,1.501871177,1.207284651
2.708877985,1.50184509,1.207032895
2.708600731,1.50181888,1.206781851
2.708324073,1.501792553,1.206531519
2.708048014,1.501766115,1.206281899
2.70777256,1.501739571,1.206032989
2.707497714,1.501712925,1.205784788
2.70722348,1.501686185,1.205537295
2.706949863,1.501659356,1.205290507
2.706676865,1.501632443,1.205044422
2.706404489,1.501605451,1.204799038
2.706132738,1.501578386,1.204554353
2.705861616,1.501551254,1.204310362
2.705591122,1.501524059,1.204067063
2.705321261,1.501496809,1.203824452
2.705052033,1.501469507,1.203582526
2.70478344,1.501442159,1.20334128
2.704515482,1.501414772,1.203100711
2.704248161,1.501387349,1.202860812
2.703981477,1.501359897,1.202621581
2.70371543,1.50133242,1.202383011
2.70345002,1.501304924,1.202145097
2.703185247,1.501277414,1.201907834
2.70292111,1.501249895,1.201671216
2.702657608,1.501222372,1.201435237
2.702394741,1.50119485,1.20119989
2.702132505,1.501167335,1.200965171
2.701870901,1.50113983,1.200731071
2.701609925,1.501112342,1.200497584
2.701349576,1.501084873,1.200264702
2.701089851,1.501057431,1.20003242
2.700830747,1.501030018,1.199800729
2.700572261,1.50100264,1.199569622
2.700314391,1.500975301,1.19933909
2.700057132,1.500948005,1.199109127
2.699800481,1.500920757,1.198879724
2.699544433,1.500893561,1.198650872
2.699288985,1.500866421,1.198422564
2.699034132,1.500839341,1.198194791
2.69877987,1.500812326,1.197967544
2.698526193,1.500785379,1.197740814
2.698273096,1.500758503,1.197514593
2.698020574,1.500731703,1.197288871
2.697768622,1.500704983,1.197063639
2.697517233,1.500678345,1.196838888
2.697266403,1.500651794,1.196614609
2.697016124,1.500625332,1.196390792
2.69676639,1.500598962,1.196167428
2.696517195,1.500572689,1.195944506
2.696268533,1.500546515,1.195722018
2.696020395,1.500520442,1.195499953
2.695772776,1.500494474,1.195278302
2.695525668,1.500468614,1.195057055
2.695279064,1.500442863,1.194836201
2.695032956,1.500417225,1.194615732
2.694787337,1.500391701,1.194395636
2.694542199,1.500366295,1.194175904
2.694297534,1.500341008,1.193956526
2.694053334,1.500315842,1.193737492
2.693809591,1.5002908,1.193518791
2.693566296,1.500265882,1.193300414
2.693323442,1.500241092,1.19308235
2.693081019,1.50021643,1.19286459
2.69283902,1.500191897,1.192647123
2.692597435,1.500167496,1.192429939
2.692356257,1.500143228,1.192213029
2.692115475,1.500119093,1.191996382
2.691875082,1.500095093,1.191779989
2.691635067,1.500071228,1.191563839
2.691395424,1.5000475,1.191347924
2.691156141,1.500023909,1.191132232
2.690917211,1.500000456,1.190916755
2.690678623,1.499977141,1.190701482
2.69044037,1.499953965,1.190486405
2.690202441,1.499930928,1.190271513
2.689964828,1.499908029,1.190056798
2.689727521,1.49988527,1.189842251
2.689490511,1.49986265,1.189627861
2.689253789,1.499840169,1.18941362
2.689017345,1.499817826,1.189199519
2.688781171,1.499795621,1.18898555
2.688545257,1.499773555,1.188771702
2.688309594,1.499751625,1.188557969
2.688074173,1.499729832,1.188344341
2.687838984,1.499708174,1.18813081
2.687604019,1.499686651,1.187917368
2.687369269,1.499665262,1.187704007
2.687134724,1.499644006,1.187490718
2.686900376,1.499622881,1.187277495
2.686666216,1.499601887,1.18706433
2.686432235,1.499581021,1.186851214
2.686198425,1.499560283,1.186638141
2.685964776,1.499539671,1.186425105
2.68573128,1.499519183,1.186212096
2.685497929,1.499498818,1.18599911
2.685264714,1.499478574,1.18578614
2.685031627,1.499458449,1.185573178
2.68479866,1.49943844,1.18536022
2.684565805,1.499418547,1.185147258
2.684333053,1.499398766,1.184934287
2.684100397,1.499379096,1.184721301
2.68386783,1.499359535,1.184508295
2.683635343,1.49934008,1.184295264
2.68340293,1.499320728,1.184082201
2.683170582,1.499301478,1.183869104
2.682938293,1.499282327,1.183655966
2.682706056,1.499263272,1.183442784
2.682473863,1.49924431,1.183229553
2.682241708,1.499225439,1.183016269
2.682009585,1.499206657,1.182802928
2.681777486,1.499187959,1.182589527
2.681545406,1.499169345,1.182376061
2.681313338,1.499150809,1.182162529
2.681081277,1.499132351,1.181948926
2.680849217,1.499113966,1.181735251
2.680617151,1.499095652,1.1815215
2.680385076,1.499077405,1.18130767
2.680152984,1.499059223,1.181093761
2.679920872,1.499041103,1.180879769
2.679688734,1.49902304,1.180665694
2.679456565,1.499005033,1.180451533
2.679224362,1.498987077,1.180237285
2.678992119,1.49896917,1.180022949
2.678759833,1.498951308,1.179808524
2.678527499,1.498933489,1.17959401
2.678295113,1.498915708,1.179379406
2.678062673,1.498897962,1.179164711
2.677830174,1.498880249,1.178949926
2.677597614,1.498862564,1.17873505
2.677364988,1.498844904,1.178520084
2.677132295,1.498827267,1.178305028
2.676899532,1.498809648,1.178089884
2.676666697,1.498792045,1.177874652
2.676433786,1.498774454,1.177659332
2.676200798,1.498756871,1.177443927
2.675967732,1.498739294,1.177228438
2.675734585,1.498721719,1.177012866
2.675501356,1.498704142,1.176797214
2.675268043,1.49868656,1.176581483
2.675034647,1.498668971,1.176365676
2.674801164,1.49865137,1.176149794
2.674567596,1.498633755,1.175933841
2.674333942,1.498616122,1.175717819
2.6741002,1.498598468,1.175501732
2.673866372,1.49858079,1.175285581
2.673632456,1.498563085,1.175069371
2.673398454,1.498545349,1.174853105
2.673164366,1.49852758,1.174636787
2.672930192,1.498509773,1.174420419
2.672695933,1.498491928,1.174204006
2.672461591,1.498474039,1.173987552
2.672227165,1.498456105,1.173771061
2.671992659,1.498438122,1.173554537
2.671758072,1.498420088,1.173337985
2.671523407,1.498401999,1.173121408
2.671288666,1.498383853,1.172904813
2.671053851,1.498365648,1.172688203
2.670818964,1.498347379,1.172471584
2.670584006,1.498329046,1.17225496
2.670348982,1.498310645,1.172038337
2.670113892,1.498292173,1.17182172
2.669878741,1.498273628,1.171605113
2.669643532,1.498255008,1.171388523
2.669408266,1.498236311,1.171171955
2.669172948,1.498217533,1.170955415
2.668937581,1.498198673,1.170738908
2.668702168,1.498179728,1.17052244
2.668466714,1.498160697,1.170306017
2.668231221,1.498141577,1.170089644
2.667995694,1.498122366,1.169873328
2.667760137,1.498103062,1.169657075
2.667524555,1.498083664,1.169440891
2.667288951,1.498064169,1.169224782
2.667053329,1.498044576,1.169008753
2.666817695,1.498024883,1.168792812
2.666582053,1.498005088,1.168576965
2.666346407,1.49798519,1.168361218
2.666110764,1.497965187,1.168145576
2.665875126,1.497945079,1.167930048
2.6656395,1.497924863,1.167714638
2.665403891,1.497904538,1.167499353
2.665168303,1.497884103,1.1672842
2.664932742,1.497863557,1.167069186
2.664697214,1.497842899,1.166854316
2.664461724,1.497822127,1.166639596
2.664226276,1.497801242,1.166425034
2.663990878,1.497780242,1.166210636
2.663755533,1.497759125,1.165996408
2.663520249,1.497737893,1.165782356
2.66328503,1.497716543,1.165568487
2.663049883,1.497695076,1.165354807
2.662814813,1.49767349,1.165141323
2.662579826,1.497651786,1.16492804
2.662344928,1.497629963,1.164714965
2.662110125,1.497608021,1.164502104
2.661875422,1.49758596,1.164289463
2.661640826,1.497563779,1.164077047
2.661406342,1.497541478,1.163864865
2.661171977,1.497519058,1.16365292
2.660937737,1.497496518,1.163441219
2.660703626,1.497473859,1.163229768
2.660469652,1.49745108,1.163018572
2.660235821,1.497428183,1.162807638
2.660002137,1.497405167,1.16259697
2.659768608,1.497382034,1.162386575
2.659535239,1.497358782,1.162176457
2.659302036,1.497335414,1.161966622
2.659069005,1.497311929,1.161757076
2.658836152,1.497288328,1.161547824
2.658603482,1.497264613,1.161338869
2.658371002,1.497240783,1.161130219
2.658138716,1.49721684,1.160921877
2.657906632,1.497192784,1.160713848
2.657674754,1.497168618,1.160506136
2.657443088,1.497144341,1.160298748
2.65721164,1.497119954,1.160091686
2.656980415,1.49709546,1.159884955
2.656749418,1.497070859,1.159678559
2.656518656,1.497046152,1.159472504
2.656288132,1.497021341,1.159266791
2.656057853,1.496996428,1.159061426
2.655827824,1.496971413,1.158856411
2.65559805,1.496946298,1.158651752
2.655368535,1.496921085,1.15844745
2.655139285,1.496895775,1.15824351
2.654910304,1.49687037,1.158039934
2.654681598,1.496844872,1.157836726
2.65445317,1.496819282,1.157633888
2.654225026,1.496793602,1.157431424
2.65399717,1.496767834,1.157229336
2.653769607,1.49674198,1.157027626
2.65354234,1.496716042,1.156826298
2.653315373,1.496690021,1.156625352
2.653088712,1.496663919,1.156424792
2.652862359,1.49663774,1.156224619
2.652636319,1.496611483,1.156024836
2.652410595,1.496585153,1.155825443
2.652185192,1.49655875,1.155626442
2.651960111,1.496532277,1.155427835
2.651735358,1.496505735,1.155229623
2.651510935,1.496479128,1.155031807
2.651286845,1.496452458,1.154834388
2.651063092,1.496425726,1.154637366
2.650839678,1.496398935,1.154440743
2.650616606,1.496372087,1.154244519
2.650393879,1.496345184,1.154048695
2.650171499,1.496318229,1.15385327
2.649949468,1.496291224,1.153658245
2.64972779,1.496264171,1.153463619
2.649506466,1.496237073,1.153269393
2.649285497,1.496209932,1.153075566
2.649064887,1.49618275,1.152882137
2.648844637,1.496155529,1.152689107
2.648624747,1.496128273,1.152496474
2.648405221,1.496100984,1.152304237
2.648186059,1.496073663,1.152112396
2.647967262,1.496046313,1.151920949
2.647748832,1.496018937,1.151729895
2.647530769,1.495991537,1.151539233
2.647313075,1.495964115,1.15134896
2.64709575,1.495936674,1.151159076
2.646878794,1.495909216,1.150969578
2.646662208,1.495881743,1.150780465
2.646445992,1.495854258,1.150591734
2.646230147,1.495826763,1.150403384
2.646014673,1.495799261,1.150215412
2.645799568,1.495771753,1.150027815
2.645584834,1.495744242,1.149840592
2.64537047,1.495716731,1.149653739
2.645156474,1.495689221,1.149467254
2.644942848,1.495661715,1.149281133
2.644729589,1.495634215,1.149095375
2.644516698,1.495606723,1.148909975
2.644304172,1.495579242,1.148724931
2.644092012,1.495551773,1.148540239
2.643880215,1.495524319,1.148355896
2.64366878,1.495496881,1.148171899
2.643457707,1.495469463,1.147988244
2.643246993,1.495442066,1.147804927
2.643036636,1.495414691,1.147621944
2.642826635,1.495387342,1.147439293
2.642616988,1.49536002,1.147256968
2.642407692,1.495332726,1.147074966
2.642198747,1.495305463,1.146893283
2.641990148,1.495278233,1.146711915
2.641781895,1.495251038,1.146530857
2.641573984,1.495223879,1.146350105
2.641366413,1.495196757,1.146169655
2.641159179,1.495169676,1.145989503
2.64095228,1.495142636,1.145809644
2.640745713,1.495115639,1.145630074
2.640539474,1.495088687,1.145450787
2.640333561,1.495061781,1.14527178
2.64012797,1.495034923,1.145093048
2.639922699,1.495008114,1.144914585
2.639717744,1.494981356,1.144736388
2.639513102,1.49495465,1.144558452
2.639308769,1.494927997,1.144380772
2.639104741,1.494901399,1.144203342
2.638901016,1.494874857,1.144026159
2.638697589,1.494848372,1.143849217
2.638494456,1.494821946,1.143672511
2.638291615,1.494795579,1.143496037
2.638089061,1.494769272,1.143319789
2.63788679,1.494743027,1.143143762
2.637684798,1.494716845,1.142967953
2.637483081,1.494690726,1.142792355
2.637281635,1.494664672,1.142616963
2.637080457,1.494638683,1.142441774
2.63687954,1.494612759,1.142266781
2.636678883,1.494586903,1.14209198
2.63647848,1.494561114,1.141917366
2.636278327,1.494535393,1.141742934
2.636078419,1.49450974,1.141568679
2.635878753,1.494484157,1.141394597
2.635679325,1.494458643,1.141220682
2.635480128,1.494433199,1.141046929
2.63528116,1.494407826,1.140873334
2.635082416,1.494382524,1.140699892
2.63488389,1.494357293,1.140526598
2.63468558,1.494332133,1.140353448
2.63448748,1.494307044,1.140180436
2.634289586,1.494282028,1.140007559
2.634091893,1.494257083,1.139834811
