Bext,Bscat,Babs
0.011304666,0.004718432,0.006586234
0.011277289,0.004711198,0.006566092
0.011250102,0.004703986,0.006546116
0.011223102,0.004696797,0.006526305
0.011196288,0.004689632,0.006506656
0.011169658,0.004682491,0.006487166
0.01114321,0.004675377,0.006467833
0.011116942,0.004668288,0.006448654
0.011090854,0.004661227,0.006429626
0.011064942,0.004654194,0.006410748
0.011039205,0.00464719,0.006392015
0.011013641,0.004640215,0.006373426
0.010988249,0.00463327,0.006354979
0.010963026,0.004626356,0.00633667
0.010937971,0.004619473,0.006318498
0.010913082,0.004612623,0.006300459
0.010888356,0.004605804,0.006282552
0.010863792,0.004599019,0.006264773
0.010839387,0.004592267,0.006247121
0.010815141,0.004585549,0.006229592
0.01079105,0.004578865,0.006212186
0.010767114,0.004572215,0.006194898
0.010743329,0.004565601,0.006177728
0.010719694,0.004559022,0.006160672
0.010696207,0.004552478,0.006143729
0.010672866,0.00454597,0.006126895
0.010649668,0.004539499,0.006110169
0.010626613,0.004533063,0.006093549
0.010603697,0.004526664,0.006077033
0.010580919,0.004520302,0.006060617
0.010558277,0.004513976,0.006044301
0.010535768,0.004507687,0.006028081
0.010513391,0.004501435,0.006011957
0.010491144,0.004495219,0.005995925
0.010469025,0.004489041,0.005979984
0.010447031,0.004482899,0.005964132
0.010425161,0.004476795,0.005948366
0.010403412,0.004470727,0.005932685
0.010381783,0.004464696,0.005917088
0.010360272,0.004458701,0.005901571
0.010338876,0.004452743,0.005886134
0.010317594,0.004446821,0.005870774
0.010296424,0.004440935,0.005855489
0.010275364,0.004435085,0.005840278
0.010254411,0.004429271,0.005825139
0.010233564,0.004423493,0.005810071
0.010212821,0.00441775,0.005795071
0.01019218,0.004412042,0.005780139
0.01017164,0.004406368,0.005765272
0.010151197,0.004400729,0.005750468
0.010130851,0.004395124,0.005735727
0.0101106,0.004389553,0.005721047
0.010090441,0.004384015,0.005706427
0.010070373,0.00437851,0.005691864
0.010050395,0.004373037,0.005677357
0.010030503,0.004367597,0.005662906
0.010010698,0.004362189,0.005648508
0.009990976,0.004356812,0.005634163
0.009971336,0.004351466,0.00561987
0.009951776,0.004346151,0.005605626
0.009932296,0.004340865,0.005591431
0.009912892,0.004335609,0.005577283
0.009893564,0.004330382,0.005563182
0.00987431,0.004325184,0.005549126
0.009855128,0.004320013,0.005535114
0.009836016,0.00431487,0.005521146
