Cext,Cscat,Cabs
62256.47208,13902.1767,48354.29538
63225.53423,14226.16935,48999.36488
64203.99892,14555.25943,49648.7395
65191.85471,14889.46652,50302.38819
66189.08831,15228.80897,50960.27934
67195.6846,15573.3038,51622.38081
68211.62665,15922.96675,52288.6599
69236.89568,16277.81226,52959.08342
70271.47113,16637.85342,53633.61771
71315.33063,17003.10203,54312.2286
72368.45003,17373.56851,54994.88151
73430.80338,17749.26198,55681.5414
74502.36302,18130.19017,56372.17285
75583.0995,18516.35949,57066.74002
76672.98169,18907.77498,57765.20671
77771.97672,19304.44032,58467.53639
78880.05004,19706.35786,59173.69218
79997.16546,20113.52857,59883.63689
81123.28511,20525.95207,60597.33304
82258.36952,20943.62664,61314.74288
83402.37763,21366.54922,62035.82841
84555.26677,21794.71539,62760.55139
85716.99278,22228.11942,63488.87336
86887.50993,22666.75427,64220.75567
88066.77104,23110.61155,64956.15949
89254.72743,23559.6816,65695.04583
90451.32902,24013.95347,66437.37555
91656.52432,24473.41492,67183.10939
92870.26045,24938.05247,67932.20798
94092.48322,25407.85137,68684.63184
95323.13712,25882.79567,69440.34144
96562.16537,26362.86819,70199.29718
97809.50995,26848.05056,70961.4594
99065.11166,27338.32324,71726.78842
100328.9101,27833.66556,72495.24455
101600.8438,28334.05569,73266.78809
102880.8501,28839.47071,74041.37936
104168.8653,29349.88662,74818.97871
105464.8249,29865.27835,75599.54651
106768.663,30385.61981,76383.0432
108080.3132,30910.88389,77169.42929
109399.7079,31441.04252,77958.66536
110726.7787,31976.06664,78750.71207
112061.4565,32515.92631,79545.53021
113403.6713,33060.59066,80343.08065
114753.3524,33610.02796,81143.32441
116110.4283,34164.20565,81946.22263
117474.827,34723.09035,82751.73661
118846.4757,35286.64792,83559.82778
120225.3012,35854.84345,84370.45778
121611.2297,36427.64134,85183.58837
123004.1868,37005.00527,85999.18155
124404.0978,37586.89831,86817.19949
125810.8874,38173.28288,87637.60456
127224.4802,38764.12081,88460.35935
128644.8001,39359.3734,89285.42668
130071.771,39959.00139,90112.7696
131505.3165,40562.96506,90942.35141
132945.3599,41171.22421,91774.13564
134391.8243,41783.73822,92608.08611
135844.6329,42400.46606,93444.16688
137303.7087,43021.36636,94282.34233
138768.9745,43646.39739,95122.57709
140240.3533,44275.51715,95964.83611
141717.768,44908.68335,96809.08464
143201.1417,45545.85346,97655.28827
144690.3977,46186.98476,98503.4129
146185.4591,46832.03432,99353.42477
147686.2496,47480.95911,100205.2905
149192.6929,48133.71593,101058.977
150704.7131,48790.26154,101914.4516
152222.2347,49450.55261,102771.6821
153745.1823,50114.54579,103630.6365
155273.4811,50782.19772,104491.2834
156807.0567,51453.46507,105353.5916
158345.8353,52128.30456,106217.5307
159889.7434,52806.673,107083.0704
161438.7082,53488.52728,107950.1809
162992.6575,54173.82443,108818.8331
164551.5198,54862.52163,109688.9981
166115.2241,55554.57626,110560.6478
167683.7002,56249.94586,111433.7543
169256.8788,56948.58824,112308.2905
170834.6912,57650.46141,113184.2298
172417.0696,58355.52369,114061.5459
174003.9471,59063.73366,114940.2134
175595.2577,59775.05023,115820.2074
177190.9362,60489.43263,116701.5036
178790.9187,61206.84043,117584.0783
180395.142,61927.2336,118467.9084
182003.5441,62650.57246,119352.9717
183616.0641,63376.81775,120239.2464
185232.6421,64105.93064,121126.7115
186853.2195,64837.87273,122015.3468
188477.7388,65572.60607,122905.1327
190106.1437,66310.09318,123796.0506
191738.3793,67050.29706,124688.0823
193374.3919,67793.18122,125581.2107
195014.129,68538.70968,126475.4193
196657.5396,69286.84697,127370.6927
198304.5742,70037.55817,128267.016
199955.1844,70790.80892,129164.3755
201609.3234,71546.56539,130062.758
203266.946,72304.79436,130962.1516
204928.0083,73065.46316,131862.5451
206592.468,73828.53975,132763.9282
208260.2843,74593.99265,133666.2917
209931.4181,75361.79105,134569.6271
211605.8319,76131.9047,135473.9272
213283.4897,76904.30403,136379.1856
214964.3571,77678.9601,137285.397
216648.4017,78455.84459,138192.5571
218335.5924,79234.92988,139100.6625
220025.9,80016.18897,140009.711
221719.2971,80799.59557,140919.7015
223415.7579,81585.12404,141830.6339
225115.2586,82372.74942,142742.5091
226817.7767,83162.44747,143655.3293
228523.2921,83954.19461,144569.0975
230231.7861,84747.96799,145483.8181
231943.242,85543.74544,146399.4965
233657.6448,86341.50553,147316.1392
235374.9814,87141.22751,148233.7539
237095.2406,87942.89138,149152.3493
238818.4131,88746.47786,150071.9353
240544.4913,89551.96838,150992.5229
242273.4695,90359.34513,151914.1244
244005.344,91168.59101,152836.753
245740.1128,91979.68967,153760.4231
247477.7759,92792.62552,154685.1504
249218.3351,93607.38367,155610.9515
250961.7941,94423.95003,156537.8441
252708.1585,95242.31123,157465.8472
254457.4355,96062.45465,158394.9808
256209.6344,96884.36845,159325.266
257964.7664,97708.04151,160256.7249
259722.8442,98533.46349,161189.3807
261483.8826,99360.62481,162123.2578
263247.8981,100189.5166,163058.3814
265014.9089,101020.1309,163994.7779
266784.935,101852.4604,164932.4747
268557.9984,102686.4984,165871.5
270334.1224,103522.2392,166811.8831
272113.3322,104359.6779,167753.6543
273895.6548,105198.8101,168696.8447
275681.1187,106039.6323,169641.4864
277469.754,106882.1419,170587.6121
279261.5925,107726.3367,171535.2558
281056.6676,108572.2156,172484.4519
282855.014,109419.7782,173435.2358
284656.6682,110269.0246,174387.6436
286461.6679,111119.9559,175341.7121
288270.0526,111972.5739,176297.4787
290081.8628,112826.881,177254.9818
291897.1406,113682.8806,178214.26
293715.9293,114540.5765,179175.3527
295538.2735,115399.9736,180138.2999
297364.2192,116261.0772,181103.142
299193.8133,117123.8934,182069.9199
301027.1041,117988.4292,183038.6749
302864.1409,118854.6922,184009.4487
304704.974,119722.6904,184982.2836
306549.6548,120592.4331,185957.2218
308398.2357,121463.9297,186934.306
310250.7698,122337.1906,187913.5792
312107.3113,123212.2269,188895.0844
313967.9149,124089.0501,189878.8648
315832.6364,124967.6725,190864.9639
317701.532,125848.1072,191853.4249
319574.6588,126730.3676,192844.2912
321452.0742,127614.468,193837.6062
323333.8363,128500.4232,194833.4131
325220.0037,129388.2486,195831.7551
327110.6352,130277.9601,196832.6751
329005.7902,131169.5744,197836.2158
330905.5283,132063.1085,198842.4197
332809.9092,132958.5802,199851.329
334718.9929,133856.0075,200862.9854
336632.8395,134755.4092,201877.4302
338551.5091,135656.8046,202894.7045
340475.0619,136560.2133,203914.8486
342403.5578,137465.6554,204937.9024
344337.0569,138373.1517,205963.9052
346275.6187,139282.7231,206992.8956
348219.3028,140194.3911,208024.9116
350168.1681,141108.1777,209059.9905
352122.2736,142024.1049,210098.1687
354081.6773,142942.1955,211139.4818
356046.4372,143862.4724,212183.9648
358016.6103,144784.9588,213231.6515
359992.2532,145709.6784,214282.5749
361973.4219,146636.6549,215336.767
363960.1713,147565.9125,216394.2587
365952.5558,148497.4756,217455.0802
367950.6288,149431.3687,218519.2601
369954.4427,150367.6165,219586.8262
371964.049,151306.244,220657.805
373979.4982,152247.2762,221732.222
376000.8396,153190.7384,222810.1012
378028.1212,154136.6558,223891.4654
380061.39,155085.0537,224976.3363
382100.6916,156035.9576,226064.734
384146.0704,156989.3929,227156.6774
386197.5692,157945.3851,228252.1841
388255.2295,158903.9595,229351.27
390319.0914,159865.1415,230453.9499
392389.1932,160828.9564,231560.2368
394465.5718,161795.4293,232670.1425
396548.2625,162764.5853,233783.6772
398637.2989,163736.4493,234900.8495
400732.7126,164711.046,236021.6666
402834.5338,165688.3998,237146.1339
404942.7907,166668.5351,238274.2556
407057.5097,167651.4759,239406.0339
409178.7154,168637.2458,240541.4696
411306.4302,169625.8682,241680.562
413440.6749,170617.3663,242823.3086
415581.468,171611.7627,243969.7053
417728.8261,172609.0797,245119.7464
419882.7638,173609.3393,246273.4246
422043.2935,174612.5627,247430.7308
424210.4256,175618.7711,248591.6545
426384.1682,176627.9849,249756.1833
428564.5274,177640.224,250924.3034
430751.5071,178655.5079,252095.9992
432945.109,179673.8555,253271.2535
435145.3324,180695.2849,254450.0475
437352.1746,181719.8138,255632.3608
439565.6306,182747.4592,256818.1714
441785.6931,183778.2375,258007.4556
444012.3525,184812.1642,259200.1883
446245.5971,185849.2544,260396.3427
448485.4127,186889.5222,261595.8905
450731.783,187932.9812,262798.8018
452984.6894,188979.6439,264005.0455
455244.1109,190029.5224,265214.5885
457510.0245,191082.6277,266427.3967
459782.4046,192138.9702,267643.4344
462061.2235,193198.5591,268862.6644
464346.4514,194261.4031,270085.0483
466638.0561,195327.5099,271310.5462
468936.0031,196396.8863,272539.1168
471240.2561,197469.5382,273770.7179
473550.7761,198545.4705,275005.3055
475867.5223,199624.6873,276242.835
478190.4517,200707.1917,277483.26
480519.5191,201792.9857,278726.5334
482854.6774,202882.0706,279972.6068
485195.8773,203974.4465,281221.4307
487543.0675,205070.1127,282472.9548
489896.1949,206169.0673,283727.1276
492255.2042,207271.3075,284983.8967
494620.0384,208376.8294,286243.2089
496990.6384,209485.6284,287505.01
499366.9437,210597.6985,288769.2452
501748.8915,211713.0328,290035.8587
504136.4177,212831.6235,291304.7943
506529.4564,213953.4616,292575.9948
508927.9398,215078.5372,293849.4026
511331.799,216206.8393,295124.9596
513740.9631,217338.356,296402.6071
516155.36,218473.0742,297682.2858
518574.9162,219610.98,298963.9362
520999.5567,220752.0582,300247.4985
523429.2053,221896.2929,301532.9124
525863.7844,223043.6669,302820.1175
528303.2155,224194.1623,304109.0531
530747.4187,225347.7601,305399.6585
533196.3132,226504.4403,306691.8729
535649.8171,227664.1819,307985.6352
538107.8478,228826.963,309280.8848
540570.3216,229992.7609,310577.5607
543037.1541,231161.5516,311875.6024
545508.2602,232333.3107,313174.9494
547983.5541,233508.0125,314475.5416
550462.9495,234685.6306,315777.3189
552946.3595,235866.1377,317080.2218
555433.6967,237049.5056,318384.1912
557924.8737,238235.7054,319689.1683
560419.8022,239424.7073,320995.0949
562918.3942,240616.4807,322301.9135
565420.5613,241810.9944,323609.5669
567926.215,243008.2163,324917.9987
570435.2669,244208.1135,326227.1534
572947.6286,245410.6527,327536.9759
575463.2119,246615.7996,328847.4123
577981.9286,247823.5195,330158.4091
580503.6911,249033.7769,331469.9141
583028.4118,250246.5359,332781.8759
585556.0038,251461.7599,334094.244
588086.3806,252679.4116,335406.969
590619.4562,253899.4535,336720.0027
593155.1453,255121.8475,338033.2978
595693.3631,256346.5549,339346.8083
598234.026,257573.5367,340660.4893
600777.0507,258802.7534,341974.2973
603322.3552,260034.1654,343288.1898
605869.8582,261267.7324,344602.1259
608419.4797,262503.4139,345916.0658
610971.1405,263741.1692,347229.9712
613524.7627,264980.9574,348543.8053
616080.2696,266222.7371,349857.5325
618637.5857,267466.467,351171.1187
621196.6369,268712.1055,352484.5315
623757.3506,269959.6108,353797.7397
626319.6552,271208.9412,355110.714
628883.4812,272460.0548,356423.4264
631448.7602,273712.9096,357735.8506
634015.4254,274967.4637,359047.9618
636583.412,276223.6752,360359.7368
639152.6565,277481.5023,361671.1542
641723.0973,278740.9031,362982.1942
644294.6747,280001.8361,364292.8386
646867.3305,281264.2597,365603.0708
649441.0087,282528.1326,366912.8761
652015.655,283793.4136,368222.2413
654591.2171,285060.062,369531.1551
657167.6446,286328.0369,370839.6077
659744.8892,287597.2981,372147.5911
662322.9047,288867.8056,373455.0991
664901.6467,290139.5197,374762.127
667481.0731,291412.401,376068.672
670061.1439,292686.4108,377374.733
672641.8211,293961.5106,378680.3105
675223.0692,295237.6623,379985.4069
677804.8544,296514.8284,381290.0259
680387.1454,297792.972,382594.1734
682969.9132,299072.0566,383897.8566
685553.1307,300352.0461,385201.0846
688136.7733,301632.9055,386503.8679
690720.8186,302914.5998,387806.2188
693305.2463,304197.095,389108.1514
695890.0386,305480.3576,390409.681
698475.1798,306764.355,391710.8248
701060.6565,308049.0549,393011.6016
703646.4575,309334.4261,394312.0314
706232.5741,310620.4379,395612.1362
708818.9996,311907.0605,396911.9391
711405.7296,313194.2647,398211.4649
713992.7621,314482.0222,399510.7399
716580.0972,315770.3056,400809.7916
719167.7373,317059.0881,402108.6492
721755.6868,318348.3439,403407.3429
724343.9526,319638.048,404705.9047
726932.5437,320928.1762,406004.3675
729521.4711,322218.7054,407302.7657
732110.7481,323509.6131,408601.135
734700.3901,324800.878,409899.5121
737290.4145,326092.4795,411197.9351
739880.841,327384.3979,412496.443
742471.691,328676.6148,413795.0763
745062.9883,329969.1122,415093.8761
747654.7584,331261.8735,416392.8849
750247.0289,332554.8829,417692.146
752839.8293,333848.1255,418991.7039
755433.1911,335141.5875,420291.6036
758027.1474,336435.256,421591.8914
760621.7334,337729.1192,422892.6142
763216.986,339023.1661,424193.8199
765812.9437,340317.3869,425495.5568
768409.6469,341611.7726,426797.8743
771007.1377,342906.3154,428100.8222
773605.4596,344201.0084,429404.4512
776204.6578,345495.8456,430708.8123
778804.7793,346790.8222,432013.9571
781405.8722,348085.9342,433319.938
784007.9862,349381.1787,434626.8074
786611.1724,350676.554,435934.6185
789215.4834,351972.0589,437243.4245
791820.973,353267.6937,438553.2793
794427.6962,354563.4593,439864.2369
797035.7093,355859.3579,441176.3514
799645.0696,357155.3923,442489.6773
802255.8359,358451.5667,443804.2692
804868.0676,359747.8859,445120.1817
807481.8253,361044.3559,446437.4694
810097.1708,362340.9835,447756.1873
812714.1663,363637.7764,449076.3899
815332.8753,364934.7435,450398.1318
817953.3618,366231.8942,451721.4676
820575.6907,367529.2392,453046.4515
823199.9276,368826.79,454373.1376
825826.1386,370124.5587,455701.5799
828454.3905,371422.5586,457031.8319
831084.7505,372720.8038,458363.9467
833717.2864,374019.3091,459697.9773
836352.0663,375318.0904,461033.976
838989.1588,376617.164,462371.9947
841628.6326,377916.5475,463712.085
844270.5567,379216.259,465054.2978
846915.0005,380516.3173,466398.6832
849562.0333,381816.7422,467745.2911
852211.7245,383117.5541,469094.1704
854864.1435,384418.7741,470445.3694
857519.3599,385720.4241,471798.9358
860177.4429,387022.5267,473154.9162
862838.4618,388325.105,474513.3568
865502.4856,389628.1829,475874.3026
868169.5829,390931.785,477237.7979
870839.8223,392235.9363,478603.886
873513.2718,393540.6626,479972.6092
876189.9991,394845.99,481344.0091
878870.0715,396151.9456,482718.1259
881553.5556,397458.5566,484094.999
884240.5175,398765.8509,485474.6666
886931.0228,400073.857,486857.1659
889625.1363,401382.6035,488242.5328
892322.9222,402692.1199,489630.8023
895024.4438,404002.4358,491022.008
897729.7636,405313.5814,492416.1822
900438.9434,406625.5871,493813.3563
903152.044,407938.4839,495213.5601
905869.1251,409252.3028,496616.8223
908590.2456,410567.0753,498023.1703
911315.4633,411882.8334,499432.63
914044.8349,413199.6089,500845.226
916778.4161,414517.4342,502260.9818
919516.2611,415836.3418,503679.9193
922258.4232,417156.3644,505102.0588
925004.9544,418477.5348,506527.4195
927755.9053,419799.8861,507956.0192
930511.3252,421123.4513,509387.8739
933271.2623,422448.2637,510822.9986
936035.763,423774.3566,512261.4064
938804.8725,425101.7633,513703.1092
941578.6346,426430.5172,515148.1174
944357.0913,427760.6515,516596.4398
947140.2836,429092.1998,518048.0838
949928.2503,430425.1952,519503.0552
952721.0293,431759.6709,520961.3583
955518.6563,433095.6601,522422.9962
958321.1657,434433.1958,523887.9699
961128.5902,435772.3107,525356.2795
963940.9608,437113.0376,526827.9232
966758.3068,438455.409,528302.8979
969580.6558,439799.4571,529781.1987
972408.0336,441145.2139,531262.8197
975240.4643,442492.7112,532747.7531
978077.9703,443841.9805,534235.9897
980920.572,445193.053,535727.519
983768.2884,446545.9595,537222.3288
986621.1362,447900.7305,538720.4057
989479.1306,449257.3962,540221.7345
992342.2851,450615.9861,541726.2989
995210.6109,451976.5298,543234.0811
998084.1179,453339.056,544745.0619
1000962.814,454703.5932,546259.2205
1003846.705,456070.1694,547776.5352
1006735.794,457438.8119,549296.9825
1009630.085,458809.5477,550820.5377
1012529.578,460182.4033,552347.1751
1015434.272,461557.4045,553876.8672
1018344.162,462934.5766,555409.5857
1021259.245,464313.9443,556945.3008
1024179.513,465695.5317,558483.9816
1027104.958,467079.3623,560025.5959
1030035.57,468465.459,561570.1106
1032971.335,469853.8439,563117.4911
1035912.241,471244.5386,564667.702
1038858.271,472637.564,566220.7068
1041809.408,474032.9403,567776.4678
1044765.633,475430.6869,569334.9465
1047726.926,476830.8226,570896.1032
1050693.263,478233.3653,572459.8975
1053664.62,479638.3325,574026.2879
1056640.973,481045.7407,575595.2321
1059622.293,482455.6056,577166.687
1062608.551,483867.9422,578740.6087
1065599.717,485282.7649,580316.9526
1068595.76,486700.0869,581895.6731
1071596.645,488119.9211,583476.7242
1074602.339,489542.2793,585060.0593
1077612.803,490967.1725,586645.6308
1080628.002,492394.6111,588233.391
1083647.896,493824.6044,589823.2913
1086672.444,495257.161,591415.283
1089701.605,496692.2888,593009.3165
1092735.337,498129.9948,594605.3421
1095773.595,499570.2852,596203.3098
1098816.334,501013.1651,597803.1689
1101863.508,502458.6393,599404.8689
1104915.07,503906.7113,601008.3587
1107970.971,505357.3841,602613.5872
1111031.163,506810.6596,604220.5031
1114095.594,508266.5391,605829.0549
1117164.214,509725.023,607439.1911
1120236.971,511186.111,609050.8603
1123313.813,512649.8017,610664.0109
1126394.685,514116.0932,612278.5915
1129479.534,515584.9827,613894.5508
1132568.304,517056.4667,615511.8376
1135660.941,518530.5406,617130.4009
1138757.389,520007.1994,618750.1899
1141857.591,521486.4372,620371.1541
1144961.491,522968.2472,621993.2434
1148069.03,524452.6222,623616.4079
1151180.152,525939.5539,625240.5981
1154294.799,527429.0335,626865.765
1157412.912,528921.0514,628491.8602
1160534.433,530415.5973,630118.8355
1163659.304,531912.6603,631746.6434
1166787.466,533412.2286,633375.2371
1169918.86,534914.2901,635004.5703
1173053.429,536418.8317,636634.5973
1176191.113,537925.84,638265.2732
1179331.854,539435.3006,639896.5538
1182475.594,540947.1988,641528.3957
1185622.275,542461.5193,643160.7561
1188771.839,543978.2461,644793.5933
1191924.229,545497.3627,646426.8664
1195079.387,547018.8521,648060.5352
1198237.257,548542.6968,649694.5605
1201397.783,550068.8787,651328.9043
1204560.909,551597.3794,652963.5292
1207726.579,553128.1799,654598.399
1210894.739,554661.2607,656233.4786
1214065.336,556196.6021,657868.7337
1217238.315,557734.1839,659504.1314
1220413.625,559273.9855,661139.6397
1223591.213,560815.9858,662775.2277
1226771.029,562360.1637,664410.8657
1229953.023,563906.4975,666046.5253
1233137.144,565454.9653,667682.1791
1236323.346,567005.545,669317.801
1239511.58,568558.2141,670953.366
1242701.8,570112.9499,672588.8505
1245893.962,571669.7295,674224.232
1249088.019,573228.53,675859.4893
1252283.931,574789.3279,677494.6027
1255481.653,576352.1001,679129.5533
1258681.147,577916.8228,680764.3239
1261882.371,579483.4726,682398.8986
1265085.288,581052.0257,684033.2625
1268289.861,582622.4583,685667.4024
1271496.053,584194.7466,687301.306
1274703.83,585768.8668,688934.9628
1277913.158,587344.795,690568.3632
1281124.007,588922.5074,692201.4991
1284336.344,590501.9803,693834.3639
1287550.142,592083.19,695466.9521
1290765.372,593666.1127,697099.2596
1293982.009,595250.725,698731.2837
1297200.026,596837.0035,700363.0228
1300419.402,598424.9248,701994.4769
1303640.113,600014.4659,703625.6471
1306862.14,601605.6038,705256.5359
1310085.463,603198.3159,706887.1472
1313310.065,604792.5795,708517.486
1316535.931,606388.3724,710147.5586
1319763.045,607985.6726,711777.3726
1322991.395,609584.4583,713406.937
1326220.97,611184.7081,715036.2618
1329451.759,612786.4006,716665.3584
1332683.755,614389.5152,718294.2393
1335916.95,615994.0313,719922.9184
1339151.339,617599.9287,721551.4104
1342386.919,619207.1876,723179.7315
